,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タガノエスコート,牡6,55.0,酒井,小林,506(+10),栗東,2019100539,01034,ロードカナロア  ,スペシャルディナー  ,スペシャルウィーク  ,-0.5991151068844979,9
1,2,2,エルゲルージ,牡6,56.0,高杉,石坂,518(0),栗東,2019102044,01213,ドゥラメンテ  ,プルージャ  Pluja(亜)  ,Sidney's Candy  ,-0.5804173376937786,8
2,3,3,スナークラファエロ,セ4,56.0,岩田望,野中,480(0),栗東,2021103987,01174,リアルスティール  ,シンコームーン  ,フォーティナイナーズサン  Fourty Niners Son(米)  ,-1.760863750546692,13
3,3,4,シゲルショウグン,牡5,57.5,岩田康,大橋,520(-2),栗東,2020101694,05203,モーリス  ,ペニーブラック  ,Redoute's Choice  ,2.129673002967772,1
4,4,5,ジューンアヲニヨシ,牡5,56.0,西村淳,松下,494(0),栗東,2020100912,01171,キズナ  ,オールブランニュー  ,ノボジャック  ,0.9930493924045247,5
5,4,6,ヴァルツァーシャル,牡6,58.0,和田竜,高木,500(-4),美浦,2019102437,01018,マクフィ  Makfi(英)  ,バイカターキン  ,エンパイアメーカー  Empire Maker(米)  ,1.8692471724022621,3
6,5,7,レアンダー,牡4,54.0,菱田,大根田,470(+8),栗東,2021100836,01144,シルバーステート  ,ミスエンピリカル  ,プリサイスエンド  Precise End(米)  ,-0.9634496681278009,10
7,5,8,エナハツホ,牝6,51.0,高倉,吉田,466(-4),栗東,2019100094,01130,トビーズコーナー  Toby's Corner(米)  ,タイセイゴディス  ,ステイゴールド  ,-1.9586907372077247,14
8,6,9,ルシュヴァルドール,牡4,56.0,松山,矢作,532(-4),栗東,2021105630,01126,リアルスティール  ,ソーメニーウェイズ  So Many Ways(米)  ,Sightseeing  ,1.8731191508678815,2
9,6,10,マリアナトレンチ,牡5,55.0,松若,東田,478(+6),栗東,2020102737,01154,ハーツクライ  ,アイアムルビー  ,Saint Liam  ,-1.610429900450849,12
10,7,11,コトホドサヨウニ,牡4,56.0,川田,奥村豊,506(+6),栗東,2021103306,01088,シニスターミニスター  Sinister Minister(米)  ,ティアドーロ  ,ハーツクライ  ,1.4024852975105544,4
11,7,12,タイトニット,牡5,56.5,坂井,今野,560(+6),栗東,2020102750,01163,キズナ  ,アルティメイトラブ  ,シンボリクリスエス  ,-0.08852417965423223,6
12,8,13,サーマルソアリング,牝5,53.0,北村友,藤原,502(-4),栗東,2020102688,01102,ドゥラメンテ  ,トータルヒート  ,Street Cry  (愛)  ,-0.5617413832632908,7
13,8,14,マーブルロック,牡5,56.5,武豊,西園正,520(+4),栗東,2020100960,00666,シニスターミニスター  Sinister Minister(米)  ,サニーロック  ,キングカメハメハ  ,-1.005945341856051,11
