,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ロードフリューゲル,牡3,57.0,田口,上村,478(+4),25.1,11,栗東,2023105816,01208,ロードカナロア,フラーティングアウェイ,Distorted Humor,-0.5508765006321882,11,-0.2995682331477156,10,-0.3062837585002986,6,-1.2786532607904129,11,0.031651753384238146,0.031699191283084745
1,1,2,ラッキーラグーン,牡3,57.0,亀田,高柳大,502(0),64.1,12,栗東,2023106973,01176,アジアエクスプレス,クイーンブロッサム,キングカメハメハ,-0.574238360096212,12,0.35869413587907417,3,0.2176613328830019,1,-0.8555212201426554,8,0.0483238673620222,0.012412631844078426
2,2,3,スターペスアンナ,牝3,55.0,太宰,石橋,418(-6),105.9,16,栗東,2023104619,01037,ダノンプレミアム,スターペスユウコ,バトルライン,-1.0178100991357995,16,-0.7738104220157771,14,-1.2491740053097642,15,-3.4573040465643774,16,0.003582793346205141,0.0075132171974072424
3,2,4,エバイダンス,牝3,54.0,☆田山,鈴木孝,460(0),3.7,1,栗東,2023104397,01220,ダイワメジャー,ストレプトカーパス,War Front,2.546455169097328,1,0.7005664095760417,1,-0.4104499615871863,9,0.5392218915561022,1,0.19493549297676485,0.21504045978525052
4,3,5,ヒッグスボソン,牡3,55.0,◇永島,高橋忠,420(0),13.9,7,栗東,2023101122,01187,ファインニードル,サマーエモーション,Dubawi,0.014918823097665549,7,-0.00356127281801212,6,0.08081535509842908,3,-0.4931480298585338,6,0.06942859241880663,0.05724098569823216
5,3,6,ルナフィオーレ,牝3,55.0,斎藤,庄野,472(0),19.0,10,栗東,2023104520,01178,シルバーステート,マレキアーレ,Pioneerof the Nile,0.04597033447918067,5,0.5226890515192084,2,-0.5016003927448068,12,-0.2530660055524942,4,0.0882682789678209,0.041876300063443526
6,4,7,アスターエポワス,牝3,55.0,角田和,河嶋,476(-2),5.4,2,栗東,2023101047,01186,カフジテイク,アスターベルデ,ハービンジャー,1.1727933773614907,3,-0.0727021327257327,7,-0.242489573652853,4,-0.04296386749326041,3,0.10890576200786967,0.14734253726026425
7,4,8,ユウトザイシン,牡3,57.0,藤懸,千田,510(+18),66.9,13,栗東,2023101700,01138,リアルインパクト,アグネスサクラ,ホワイトマズル,-0.6541740226245827,13,-0.46221237727557674,11,-0.4569998925532556,11,-1.0471278288356782,9,0.03989771197220136,0.011893119599483214
8,5,9,シャインゴーツ,牡3,55.0,◇今村,北出,446(-2),11.4,6,栗東,2023102643,01193,アルアイン,プリンセスカナ,ワイルドラッシュ,0.028732286732782067,6,-0.4717747265262515,12,-0.24767562616543282,5,-0.6657607617036079,7,0.05842162108220553,0.06979383343907254
9,5,10,フルドフォルク,牡3,57.0,加藤,庄野,476(-4),91.8,15,栗東,2023101491,01156,アルアイン,ブライトエルフ,ブライアンズタイム,-0.9941138989192971,15,-0.9900486329656144,16,-1.2491740053097642,15,-3.1080047887885134,15,0.005080664287227578,0.008667208074133194
10,6,11,ファイアプレイス,牝3,55.0,西村淳,小林,426(0),9.0,4,栗東,2023101162,01171,パイロ,ホワイトロッジ,ディープインパクト,-0.10068591240205936,8,-0.21712148177140564,9,-0.4033500928786668,8,-1.501590317221314,12,0.02532663198737898,0.08840552235615856
11,6,12,イットガール,牝3,55.0,中井,矢作,486(-10),90.4,14,栗東,2023105313,01141,リアルスティール,トレジャリング,Havana Gold,-0.9604373103735272,14,-0.5052560218144608,13,-0.5886145973880574,14,-2.5683766723055066,14,0.008715213134508107,0.008801434747847644
12,7,13,アルミラージ,牝3,55.0,団野,小林,476(+4),14.4,8,栗東,2023100919,01180,ヘニーヒューズ,ゴッドフェニックス,ブライアンズタイム,-0.45231061567287656,10,-0.8579974043807135,15,-0.5425947194732332,13,-1.7822891443201159,13,0.019128084786119454,0.0552534514725991
13,7,14,マクアケ,牡3,57.0,松若,杉山佳,498(+6),6.7,3,栗東,2023100452,01154,エスポワールシチー,ツクバエルドラド,El Corredor,1.6521331486378892,2,0.25199944477356956,4,0.1445115564456867,2,0.5195485171269824,2,0.19113793193776446,0.11875368674707866
14,8,15,イッタレイッタレ,セ3,54.0,▲森田,寺島,470(-14),17.1,9,栗東,2023105058,01222,ルヴァンスレーヴ,ティアドーロ,ハーツクライ,-0.37200834151809,9,0.20819974787810638,5,-0.35841827445301755,7,-1.1268894847754183,10,0.03683900941775535,0.04652922229271503
15,8,16,ヤマニンコルザ,牝3,55.0,吉村,長谷川,440(-4),10.1,5,栗東,2023104364,01216,リオンディーズ,ヤマニンプチガトー,ヤマニンセラフィム,0.2156519219682975,4,-0.10950715515997095,8,-0.4119949100671593,10,-0.47987034014004487,5,0.07035659093111161,0.0787771981391512
