,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ギフテッド,牝4,56.0,今村,武井,454(-8),45.4,13,美浦,2022102920,1193,モーリス,ルパン,Medaglia d'Oro,-0.5062284010389835,11,0.1793917494499375,2,0.2094134918011635,3,-0.4904643903589814,4,0.0846809306947916,0.0174801194863383
1,2,2,テーオーシュタイン,牡4,58.0,藤懸,梅田,460(-8),26.6,9,栗東,2022104879,1138,ワールドエース,ソングライティング,Giant's Causeway,-0.6626607056913509,12,-0.4350596141445212,10,-0.1546324558881616,8,-0.8391714679463926,10,0.0597508465759385,0.029834489649615
2,3,3,ジーティーマン,牡4,58.0,西村淳,小栗,508(+8),6.4,3,栗東,2022104715,1171,モーリス,オーロラエンブレム,ディープインパクト,0.7253339997584215,3,0.0529504953534347,3,-0.4863900209069078,13,-0.5833737678293693,6,0.077167706464028,0.1239995976062125
3,3,4,ミッキースターダム,セ5,58.0,高杉,前川,460(0),15.3,8,栗東,2021105765,1213,エピファネイア,ベルダム,ディープインパクト,-0.2965089484394201,7,0.1827836671884495,1,-0.423730721241492,12,-0.7224043640008267,8,0.0671514464482356,0.0518691127241673
4,4,5,ビップディラン,牡4,58.0,Ｍデムーロ,小椋,462(+4),4.0,2,栗東,2022100382,5212,ミッキーグローリー,ビップシンドウ,ロードカナロア,1.333661168752711,2,-0.8003380521828032,13,-0.1907930624086776,9,-0.9844418847888876,12,0.0516718394953153,0.19839935616994
5,4,6,アイキャンドウイッ,牡7,58.0,田口,池江,464(+4),38.9,12,栗東,2019105793,1208,ディープインパクト,ビーコンターン,Shamardal,-0.4375654164871574,8,-0.3820689987324544,9,0.1181352495760065,5,-0.460233960801138,3,0.0872799585390981,0.0204009620740298
6,5,7,セブンマイスター,牡5,58.0,団野,千葉,536(-8),8.9,6,美浦,2021105688,1180,ドレフォン,ハピネスダンサー,メイショウサムソン,0.2757922455487705,5,-0.6430554849402467,12,0.0379171152555807,6,-0.6004647003358633,7,0.07586004481021,0.089168249964018
7,5,8,アロンソア,牡3,55.0,鮫島駿,牧田,432(+2),14.7,5,栗東,2023103958,1157,インディチャンプ,レッドフィオーレ,バゴ,-0.2708167464987701,6,-0.3085351546454898,7,0.1994191891647797,4,-0.7231744228035104,9,0.0670997557907625,0.05398621936597
8,6,9,オックスアイ,牡3,55.0,斎藤,清水久,514(+4),30.7,10,栗東,2023105810,1178,ダノンプレミアム,ハリケーンフラッグ,Storm Cat,-0.4824913590451725,9,-0.125145709046557,6,0.4246486083895509,1,-0.5698395530632554,5,0.0782192103654178,0.0258500789797967
9,6,10,サーディンラン,牡3,55.0,松若,武英,468(+4),3.4,1,栗東,2023103440,1154,レイデオロ,ジョイエピフォラ,Fortify,2.595496098704753,1,-0.0610643791076875,4,-0.2610507740165049,10,-0.157822474732192,1,0.1181000743270951,0.233411007258753
10,7,11,コルドンブルー,牝4,56.0,吉村,松永幹,452(-10),9.7,4,栗東,2022106619,1216,キズナ,ヴァイセフラウ,キングカメハメハ,0.3356224940350181,4,-0.318803416845229,8,-0.3817232817328218,11,-0.4517461494325038,2,0.0880239272299271,0.0818141674927588
11,7,12,リカントロポ,牡4,58.0,幸,梅田,482(-4),18.2,7,栗東,2022100080,732,グレーターロンドン,ホワイトアルバム,クロフネ,-0.5041040055565028,10,-0.8136951570603559,14,0.397085111643441,2,-0.8564454003302674,11,0.0587275778736881,0.0436042541032835
12,8,13,ムーンウォーリア,牡3,55.0,渡辺竜,地方笹野博,462(0),179.7,14, ,2023101427,5558,ベストウォーリア,プラチナムーン,アドマイヤムーン,-1.148362146128293,14,-0.0859166097395064,5,-0.0493149535829572,7,-1.0980390359551624,13,0.0461231868146914,0.0044162349731761
13,8,14,ワンモアスマイル,セ4,58.0,菱田,藤岡健,450(+2),30.8,11,栗東,2022105590,1144,ブリックスアンドモルタル,ワントゥワン,ディープインパクト,-0.9571682779140218,13,-0.4432025630481641,11,-0.7643127546897428,14,-1.2368944281523269,14,0.0401434945708001,0.0257661501519402
