,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,サトノドルチェ,セ7,60.0,大江圭,蛯名利,450(-2),21.4,8,美浦,2019105500,1120,オルフェーヴル,ラッドルチェンド,Danehill Dancer
1,2,2,グラウンドビート,セ5,60.0,伴,中舘,500(+8),8.9,4,美浦,2021105120,1149,ロードカナロア,ダンスファンタジア,ファルブラヴ
2,3,3,アルヴィア,牡5,60.0,上野,和田雄,478(0),2.2,1,美浦,2021106965,1087,シュヴァルグラン,アイアムラヴィング,ファルブラヴ
3,4,4,メイショウゲキリン,牡7,60.0,小牧加,笹田,528(+4),3.2,2,栗東,2019104092,1196,キズナ,メイショウスズラン,キングカメハメハ
4,5,5,ブルーセルリアン,牡4,57.0,▲井上,宮,478(-4),19.5,6,栗東,2022102325,1151,エイシンフラッシュ,チェキ,ゴールドアリュール
5,6,6,バトラーズワーフ,セ4,58.0,△坂口,浅利,456(-16),23.6,7,美浦,2022105252,1211,ブリックスアンドモルタル,エオリアンハープ,キングカメハメハ
6,7,7,シークレットキー,牡5,60.0,小野寺,井上,490(-16),11.6,5,栗東,2021105489,1123,ドレフォン,キープシークレット,ダイワメジャー
7,8,8,メイショウヘール,牡5,60.0,中村,大橋,476(-2),5.8,3,栗東,2021104622,1101,シュヴァルグラン,メイショウベルシア,タニノギムレット
