,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,シンコーナホチャン,牝5,53.0,国分優,畑端,486(-4),---.-,9,栗東,2021100471,1125,パイロ,モエレフルール,ゴールドヘイロー,1.1732161034768085,3,0.0218833025650432,5,0.0841746823081487,14,52.9,43.1,51.6,7
1,1,2,メイショウジェンマ,牡6,54.0,今村,飯田,458(0),---.-,11,栗東,2020106491,1193,ホッコータルマエ,メイショウキラリ,マンハッタンカフェ,-0.0507076758976117,11,0.0333204300951838,12,-1.0680802287407898,16,46.9,42.5,50.3,9
2,2,3,レーティッシュ,牡4,57.0,川田,高橋一,508(-14),---.-,1,栗東,2022110152,1088,American Pharoah,Bernina Star,Harlan's Holiday,1.2469045210203882,2,0.0656890088720542,4,-0.1450704410880931,3,53.4,57.5,51.9,5
3,2,4,メイショウクーガー,牡6,55.0,中井,中内田,490(-6),---.-,4,栗東,2020106205,1141,メイショウボーラー,メイショウゴウヒメ,ジャングルポケット,1.404012318002556,1,0.0870761022560561,3,-0.1505525759361943,2,54.1,58.8,53.5,4
4,3,5,コウジョリョウゾク,牡4,53.0,森田,牧田,468(0),---.-,16,栗東,2022103135,1222,ルヴァンスレーヴ,メイショウキズナ,チチカステナンゴ,-0.8857944037423019,15,-0.0182515657048601,16,-1.455774390798832,13,29.3,44.2,30.0,16
5,3,6,サンライズプルート,牡6,53.0,角田和,東田,472(-10),---.-,12,栗東,2020102326,1186,リオンディーズ,テーオーヴィーナス,ディープインパクト,0.22832801980534,9,0.0429016665147868,13,-0.8871872134742664,6,46.5,48.4,45.9,13
6,4,7,テーオーライマン,牡4,56.0,西村淳,宮,460(+2),---.-,2,栗東,2022103186,1171,ダノンバラード,テンキセキ,アグネスデジタル,1.0082669114010785,4,0.0656890088720542,2,-0.3547679497629449,9,54.1,47.4,51.5,8
7,4,8,メイショウヘール,牡5,54.0,酒井,大橋,468(-6),---.-,15,栗東,2021104622,1034,シュヴァルグラン,メイショウベルシア,タニノギムレット,-0.1923423628464808,13,-0.0583234451244396,15,-0.5774807666980197,15,39.2,42.9,38.1,15
8,5,9,カルパ,牡5,56.0,田山,須貝,450(0),---.-,8,栗東,2021105736,1220,モーリス,ブチコ,キングカメハメハ,0.1302774566419001,10,-0.0973693309780069,9,-0.0319335786560761,12,49.1,44.6,47.9,10
9,5,10,マハートマーベル,牡4,56.0,吉村,西村,464(0),---.-,7,栗東,2022104413,1216,ブリックスアンドモルタル,マイプラーナ,マンハッタンカフェ,0.283535480608984,8,0.0218833025650432,7,-0.6976124401378557,10,51.1,45.7,51.7,6
10,6,11,アラナコア,牡5,56.0,菱田,田中克,488(-14),---.-,5,栗東,2021103002,1144,ブリックスアンドモルタル,ハワイアンローズ,キングカメハメハ,-0.1111751331418408,12,-0.0980409462953119,8,-0.2395972163033362,1,50.3,82.9,79.0,1
11,6,12,カウンティフェア,牝4,53.0,長岡,高野,452(-4),---.-,13,栗東,2022104121,1142,サートゥルナーリア,カウントオンイット,クロフネ,0.3638347942213173,7,0.0426710903963058,11,-0.7665661534505307,5,48.4,50.0,47.0,12
12,7,13,コスモストーム,牡4,57.0,秋山稔,北出,510(0),---.-,3,栗東,2022104120,1181,デクラレーションオブウォー,オリーブティアラ,キングカメハメハ,0.8852233323450207,5,0.0656890088720542,10,-0.4628897668883066,7,48.4,48.4,47.8,11
13,7,14,グレイスオブゴッド,牝6,52.0,永島,緒方,486(+4),---.-,14,栗東,2020103967,1187,ラニ,ネバーグレイス,スキャターザゴールド,-0.6784201440893894,14,-0.0182515657048601,14,-1.273548857774599,11,44.6,45.0,45.5,14
14,8,15,ズバットマサムネ,セ5,54.0,富田,杉山佳,486(-6),---.-,10,栗東,2021105711,1168,キンシャサノキセキ,ビバリーヒルズ,スニッツェル,-1.21507631591622,16,-0.1024975090128572,6,-1.1797161751308949,4,52.6,51.1,53.8,3
15,8,16,スマートプレシャス,牝5,52.0,松若,中村,512(-2),---.-,6,栗東,2021103939,1154,シャンハイボビー,スマートブローラ,スマートファルコン,0.4885425123891537,6,0.0429016665147868,1,-0.6585294972703363,8,78.9,47.4,54.5,2
