,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ブラックアイロン,牡3,54.0,▲川端,浜田,506(0),---.-,16,栗東,2023101487,1195,カリフォルニアクローム,クロタカ,シーキングザダイヤ,-0.11057023778225,11,-0.0641760979149726,15,-0.4663458883568203,7,36.7,47.7,37.4,15
1,1,2,レッドピアレス,牡3,57.0,西村淳,中内田,460(-6),---.-,3,栗東,2023107341,1171,コントレイル,レッドメデューサ,Mr. Greeley,0.2803852785757558,9,-0.0353874196237238,5,-0.3160144485555434,8,54.8,47.5,53.6,7
2,2,3,キミガスキダ,牝3,55.0,藤懸,牧田,426(0),---.-,13,栗東,2023100605,1138,ドレフォン,セシリア,アグネスタキオン,-0.7686017844415944,14,-0.071539626904065,13,-0.9951570048669788,12,42.5,43.5,42.4,12
3,2,4,ジュピターバローズ,牡3,57.0,西塚,友道,514(-8),---.-,8,栗東,2023106961,1200,ドレフォン,キャレモンショコラ,サクラバクシンオー,0.8442742589612153,6,0.0429016665147868,2,-0.3459381118147261,1,56.2,81.2,76.2,1
4,3,5,トモジャカトゥーラ,牝3,55.0,国分優,大根田,486(+3),---.-,15,栗東,2023103067,1125,クリソベリル,トモジャオール,エンパイアメーカー,-0.5061909464321758,12,-0.0182515657048601,14,-1.1222062687862122,11,37.0,43.8,37.6,14
5,3,6,グリーンゴー,牡3,57.0,川田,福永,484(+2),---.-,1,栗東,2023105294,1088,ハービンジャー,シャンボールフィズ,キングカメハメハ,0.8313177977888955,7,0.0656890088720542,9,-0.5102580602526184,6,50.6,50.4,52.6,8
6,4,7,ゴールデンボブ,牡3,57.0,角田和,四位,478(+2),---.-,9,栗東,2023105044,1186,ゴールドシップ,ルーシーブライド,ブライアンズタイム,0.9454314058753286,3,0.0426710903963058,8,-0.2555010254007698,14,53.7,43.2,52.5,9
7,4,8,グーフィー,牡3,57.0,長岡,茶木,468(-4),---.-,6,栗東,2023106134,1142,モズアスコット,ベーリングメファ,スニッツェル,-0.1085443182506237,10,-0.11261694785037,3,-0.1394602125284763,9,56.0,46.9,54.8,5
8,5,9,リアライズステラ,牡3,57.0,酒井,須貝,476(+4),---.-,11,栗東,2023103706,1034,スワーヴリチャード,トラウム,Dansili,0.970427802287282,2,0.0429016665147868,10,-0.2350834825373778,4,49.2,52.4,49.1,10
9,5,10,メンデレーエフ,牡3,57.0,富田,野中,476(+4),---.-,2,栗東,2023101111,1168,ディスクリートキャット,エレメンツ,パイロ,0.9285919483739148,5,0.0656890088720542,6,-0.4247805570682656,2,54.6,59.9,54.1,6
10,6,11,ホッコームジカ,牝3,53.0,◇今村,飯田,436(0),---.-,10,栗東,2023101743,1193,シルバーステート,ホッコーサラスター,ヨハネスブルグ,-1.1106317626397602,16,-0.0810091167372386,12,-1.2321548241862037,15,42.7,43.2,41.8,13
11,6,12,バンダムソレール,牡3,55.0,△田山,小栗,472(+4),---.-,5,栗東,2023102317,1220,ルーラーシップ,ボンボンキャスト,ゼンノロブロイ,-1.0664676635503625,15,-0.0973693309780069,7,-1.0835468202714376,3,53.9,59.4,55.8,3
12,7,13,ゴールデンドラゴン,牡3,57.0,松若,宮本,450(-4),---.-,7,栗東,2023104872,1154,フィエールマン,デコラス,タートルボウル,0.7117062253568318,8,0.0656890088720542,1,-0.6153640776473542,5,75.8,51.3,56.6,2
13,7,14,ジューンマーチ,牡3,55.0,◇永島,松下,444(+4),---.-,4,栗東,2023101848,1187,ミッキーアイル,ヒイナヅキ,トビーズコーナー,0.9289196264493216,4,0.0656890088720542,4,-0.424492617224375,16,55.0,42.4,54.9,4
14,8,15,ハイビッグゴールド,牡3,57.0,幸,谷,478(-7),---.-,14,栗東,2023102773,732,ロジャーバローズ,プリティホワイト,クロフネ,-0.7148293931101004,13,-0.094686087386124,16,-0.7925607808704097,13,36.7,43.4,37.1,16
15,8,16,パスリヤージュ,牝3,55.0,城戸,荒川,484(0),---.-,12,栗東,2023103339,1147,ナダル,ヴェルメンティーノ,ダイワメジャー,1.2207784106619446,1,0.0517832964423219,11,-0.074701519658386,10,44.6,43.9,43.5,11
