,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,アートフォーム,牝5,53.0,▲和田陽,畑端,452(-2),---.-,13,栗東,2021102433,1223,シュヴァルグラン,ラテアート,サクラバクシンオー,0.923205311050016,5,-0.0004756262575621,12,0.0317805948388307,8,42.1,46.4,42.7,12
1,2,2,ストレイトアスク,牝5,53.0,▲小林美,藤原,436(0),---.-,7,栗東,2021102312,1206,ロードカナロア,ストレイトガール,フジキセキ,1.5093832975014698,1,0.0010545960988356,6,0.0973305084122897,5,48.1,50.8,45.6,7
2,3,3,メーゼ,牝3,51.0,△鷲頭,菊沢,444(-2),---.-,9,美浦,2023106176,1202,Disco Partner,マーケットレガシー,Gio Ponti,1.473443800141068,2,0.0070747361998612,10,0.029780898026403,9,43.8,44.3,43.1,11
3,4,4,クレセントウイング,セ6,57.0,☆舟山,高橋文,468(+4),---.-,6,美浦,2020100707,1221,ロードカナロア,ウイングザムーン,アドマイヤムーン,-0.4945803059659214,9,-0.004309032721141,8,-0.1253902537154467,12,44.9,42.0,48.8,5
4,4,5,マグネシアブリック,セ4,58.0,坂井,中舘,452(-10),---.-,10,美浦,2022101920,1163,ブリックスアンドモルタル,テンダリーヴォイス,ディープインパクト,0.9242102015357462,4,0.0070747361998612,9,-0.0465361811596605,1,44.0,80.1,43.2,10
5,5,6,ディーズメンフィス,牝3,50.0,★河原田,村田,482(+4),---.-,4,美浦,2023102812,1204,Sottsass,アルマダニヤー,Awtaad,-0.541128732266301,10,-0.0109598037539903,3,-0.0627495657306196,3,55.7,52.7,55.6,3
6,5,7,グリフォン,牝4,56.0,斎藤,小椋,436(-6),---.-,8,栗東,2022103899,1178,サートゥルナーリア,レッドラフィーネ,ハービンジャー,0.6676027498753059,7,-0.004309032721141,7,0.0360973474192245,7,47.1,48.2,45.2,8
7,6,8,マイケルバローズ,牡3,55.0,岩田望,上村,512(+14),---.-,3,栗東,2023104856,1174,ロードカナロア,アルーリングハート,ダイワメジャー,-1.3457278841260252,13,-0.0133825093620526,4,-0.1493756626716547,2,55.3,54.2,77.6,1
8,6,9,レオアジャイル,牝3,53.0,大野,杉浦,466(-16),---.-,2,美浦,2023104909,1096,ダノンスマッシュ,レオフラッパー,ステイゴールド,0.0524571204580444,8,0.0009287233360444,2,-0.1038042702429815,6,56.3,49.9,53.5,4
9,7,10,ソードマスター,牡4,57.0,☆長浜,小笠,460(-10),---.-,11,美浦,2022105415,1214,エピファネイア,デアリングエッジ,キングカメハメハ,1.1716409412884354,3,0.0009287233360444,11,0.0517085033654874,13,43.3,41.9,43.6,9
10,7,11,ナクソス,牡3,55.0,松本,井上,448(-2),---.-,12,栗東,2023105868,1191,ビーチパトロール,ウインミューズ,ダイワメジャー,0.9095973312592692,6,0.0009287233360444,13,0.0152970329318138,10,42.0,43.9,42.6,13
11,8,12,ニルマーネル,牝3,53.0,横山和,小島,414(+16),---.-,1,美浦,2023107231,1140,モーリス,ポロンナルワ,Rahy,-0.7345026624336359,11,-0.0133825093620526,1,-0.0644447266129928,4,78.6,52.4,60.1,2
12,8,13,コスモレッド,牝3,53.0,池添,北出,440(+2),---.-,5,栗東,2023102475,1032,カリフォルニアクローム,ヒロシゲハート,ドゥラメンテ,-1.1811068827333773,12,-0.0133825093620526,5,-0.1265012536207986,11,48.8,43.0,48.3,6
