,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ワールドエンジェル,牝2,55.0,川田,橋田,432(0),---.-,2,栗東,2024107239,1088,スワーヴリチャード,アースエンジェル,キンシャサノキセキ,0.6388875975660833,5,0.248607054255967,3,-0.3980050944866883,1,52.5,76.5,54.0,3
1,2,2,メイショウペルル,牡2,55.0,角田和,千田,446(0),---.-,10,栗東,2024105611,1186,ヴァンゴッホ,メイショウゼッケイ,サウスヴィグラス,1.1435808413488513,3,-0.0897145455417638,10,0.1947413715417801,9,36.1,44.4,39.4,10
2,3,3,スマートエスコート,牝2,55.0,西塚,笹田,436(0),---.-,6,栗東,2024101049,1200,スマートオーディン,スマートアエロ,スマートロビン,0.6344420588599866,7,-0.4515092045224306,8,-0.0085073319826694,7,46.8,44.9,46.5,6
3,4,4,シャインロード,牡2,55.0,松若,井上,478(0),---.-,5,栗東,2024107339,1154,タワーオブロンドン,ハマギク,Lawman,0.3835075035392133,9,-0.6359975636294376,6,-0.105214593396089,10,46.9,44.0,45.2,8
4,5,5,ヒルノアラゴン,牡2,55.0,秋山稔,北出,414(0),---.-,7,栗東,2024103913,1181,ジャンダルム,タイセイアヴァンセ,ハービンジャー,-0.183105477627638,10,-1.3314057925232077,4,-0.1670444043502832,4,49.2,47.1,47.8,4
5,6,6,スマートポーション,牝2,55.0,吉村,加藤公,468(0),---.-,9,栗東,2024101076,1216,カリフォルニアクローム,スマートレモラ,ゴールドアリュール,0.6383274466676128,6,0.0895027257928083,9,-0.3091308570750563,2,44.9,55.2,43.0,9
6,7,7,エルダークローネ,牡2,53.0,△田山,西村,460(0),---.-,3,栗東,2024102930,1220,ダノンレジェンド,ノーブルクラウン,ゼンノロブロイ,1.6443573830923208,1,0.5537826021090227,2,0.233167864069624,3,53.9,51.6,74.6,1
7,7,8,クイーンズアイ,牝2,55.0,太宰,昆,448(0),---.-,8,栗東,2024101015,1037,フォーウィールドライブ,スズカノジェリコ,スズカマンボ,0.5617496157473943,8,-0.5148432454749,5,-0.0309697945406065,8,48.0,44.6,47.1,5
8,8,9,キムケンシーサー,牡2,53.0,◇今村,前川,396(0),---.-,4,栗東,2024101140,1193,グレーターロンドン,キムケンリアン,ドゥラメンテ,0.6675865816101776,4,-0.1311021837707175,7,-0.1619303773334917,6,46.9,45.5,45.4,7
9,8,10,インディジャズ,牝2,55.0,西村淳,高野,450(0),---.-,1,栗東,2024106383,1171,インディチャンプ,ジャズエチュード,I Am Invincible,1.3331794485825363,2,0.2108407735088902,1,0.1773342832438276,5,75.0,46.3,57.0,2
