,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ロイヤルスパイア,牡3,55.0,松山,栗田,464(+4),---.-,5,美浦,2023101112,1126,タワーオブロンドン,エンクリプション,ストーミングホーム,-0.7885127590541274,11,-0.0115974021122807,1,-0.2669287366131403,1,79.0,83.8,78.6,1
1,2,2,モズタンケ,牡3,55.0,菊沢,栗田,484(-6),---.-,3,美浦,2023101516,1161,モズアスコット,ジープルメリア,ストリートセンス,-0.6806855141702538,10,-0.0072164255188685,3,-0.3180527879192013,9,54.5,46.2,53.8,4
2,3,3,マーシャルアン,牡3,52.0,▲上里,大和田,464(-10),---.-,13,美浦,2023102819,1217,タワーオブロンドン,ダブルミステリー,ダイワメジャー,1.108150034429162,1,-0.0087284666627124,9,0.2129246840794754,13,44.5,45.6,44.4,9
3,3,4,ミルトハーバー,牡3,55.0,田辺,鈴木慎,452(-6),---.-,4,美浦,2023102545,1075,レイデオロ,レジーナフォルテ,アルデバラン,-0.0573899264146711,5,0.0017867991864033,2,-0.310191229362287,12,58.9,45.8,58.1,2
4,4,5,クアロアランチ,牝3,53.0,荻野極,西田,438(-14),---.-,7,美浦,2023107095,1160,ドレフォン,タンタラス,キングカメハメハ,-0.9555658911573331,13,-0.0115974021122807,8,-0.3138900925746576,5,48.6,48.2,49.7,7
5,4,6,カツノテンス,牡6,58.0,松岡,伊藤伸,450(+4),---.-,12,美浦,2020105525,1085,シルバーステート,コウザンティアラ,サウスヴィグラス,-0.9047133245370028,12,-0.0115974021122807,12,-0.2995946079432247,6,41.5,46.5,41.1,13
6,5,7,ソニックブレイカー,牡3,55.0,戸崎圭,稲垣,430(-4),---.-,2,美浦,2023100955,5386,モーリス,バートラムガーデン,サクラバクシンオー,-0.2144636798047528,8,-0.0072164255188685,4,-0.1869902376693596,4,53.6,49.3,54.1,3
7,5,8,スターランウェイ,牝4,56.0,高杉吏麒,斎藤誠,460(+10),---.-,6,美浦,2022106686,1213,ダノンレジェンド,プリモウェイ,Giant's Causeway,-1.011295258495294,14,-0.0115974021122807,5,-0.3295565253084734,2,50.7,53.2,52.1,5
8,6,9,アルニラム,セ5,55.0,▲佐藤,伊藤大,460(-6),---.-,11,美浦,2021109088,1207,リアルスティール,エレンシア,ワークフォース,-0.1434251495019465,7,0.0017394175208407,14,-0.3334963747615092,14,41.3,45.6,40.8,14
9,6,10,ゴルトレオパルト,牡6,58.0,野中,的場,480(-15),---.-,14,美浦,2020106004,1158,ヘニーヒューズ,キタサンメジャー,ダイワメジャー,0.4830798734610878,3,0.0017394175208407,13,-0.1573756099208421,11,41.5,46.0,41.1,12
10,7,11,フクチャンヒメ,牝4,56.0,小崎,加藤征,470(+2),---.-,10,美浦,2022105494,1152,ドレフォン,プランタンビジュー,ダイワメジャー,0.4271806130871972,4,0.0017394175208407,11,-0.1730898023538341,7,42.7,46.4,42.3,11
11,7,12,タッカーバレット,牡5,58.0,木幡巧,田島,494(+8),---.-,9,美浦,2021103994,1162,ビッグアーサー,ブレイクダンサー,ファルブラヴ,-0.6464910407772962,9,-0.0115974021122807,10,-0.2270041187248379,10,43.6,46.1,43.3,10
12,8,13,ブーケドリス,牝3,53.0,横山武,宮田,462(0),---.-,1,美浦,2023103802,1170,ロードカナロア,トワイライトライフ,ゴールドアリュール,0.7311525187129286,2,0.0076679908615839,6,-0.1978419900787322,3,50.6,51.1,51.6,6
13,8,14,ジャスフォール,牡3,55.0,石橋脩,上原佑,498(+6),---.-,8,美浦,2023101792,1077,マクフィ,プロディジャス,ハーツクライ,-0.1008354760162523,6,-0.0011810738734191,7,-0.2672359947179615,8,49.1,46.2,48.8,8
