,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ミカレオス,牡3,57.0,荻野琢,河嶋,468(+12),---.-,16,栗東,2023103767,1112,トーセンラー,キトゥンズグレイス,Kitten's Joy,0.966077634798112,4,0.2831547354300848,6,-0.1297996524925775,6,47.8,48.0,48.5,7
1,1,2,ブリックアブラック,牡3,57.0,横山琉,高木,454(+2),---.-,12,美浦,2023102410,1192,ブリックスアンドモルタル,ブラックオニキス,ブラックタイド,-0.4373269563677027,11,-0.6361643526921988,8,-0.273777887033073,7,46.8,47.6,46.8,10
2,2,3,フォーチュンローズ,牝3,55.0,佐々木,上原佑,458(+4),---.-,2,美浦,2023103522,1197,ハービンジャー,フェータルローズ,タニノギムレット,0.5814187884116842,5,-0.0344198427926749,1,-0.1521948589078173,1,84.3,82.7,84.9,1
3,2,4,ウインブリザード,牡3,57.0,岩田康,深山,466(-4),---.-,8,美浦,2023105874,5203,ゴールドシップ,エーシンマリポーサ,Pulpit,-0.0255304678711155,8,-0.0613881973085009,3,-0.3108932111205179,5,53.7,50.2,49.7,4
4,3,5,ブッチギレ,牡3,54.0,▲遠藤,栗田,472(+2),---.-,14,美浦,2023104671,1218,マジェスティックウォリアー,クラシックス,キングヘイロー,-0.4544925583517326,12,-0.7825138920080463,14,-0.2403866963857781,16,44.7,42.2,43.9,16
5,3,6,アルタティール,牡3,56.0,☆長浜,手塚久,418(-4),---.-,11,美浦,2023104926,1214,コントレイル,シムシマー,Poet's Voice,-1.1227212313368726,15,-0.5761980449365988,5,-0.4765131174865433,10,48.9,45.8,50.3,3
6,4,7,カノープス,牝3,55.0,原,辻,500(-8),---.-,15,美浦,2023104855,1184,ルーラーシップ,アリデッド,ダンスインザダーク,-0.3030426214092128,10,-0.4940600898061953,15,-0.274087642483882,9,44.5,47.3,47.8,8
7,4,8,ソルトハッピー,牡3,57.0,吉田隼,荒川,456(+2),---.-,4,栗東,2023100217,1095,モーリス,メープル,マンハッタンカフェ,0.4930117965538408,6,0.4229645335146121,10,-0.2953369904057664,11,45.9,45.5,45.4,12
8,5,9,ウインアトム,牡3,54.0,▲和田陽,寺島,464(+2),---.-,10,栗東,2023105881,1223,リアルスティール,サイレントクロップ,シンボリクリスエス,-0.2964742129215945,9,-0.7893305553900807,16,-0.1954694213975478,15,44.5,42.7,45.4,11
9,5,10,ホウオウファミリー,牡3,56.0,☆舟山,田中博,494(-4),---.-,1,美浦,2023105322,1221,レイデオロ,ファシネートダイア,アグネスタキオン,1.126775961933678,3,0.5010139270716892,4,-0.1426078783651704,8,51.1,47.5,49.0,5
10,6,11,ヴィラジョヴィス,牝3,52.0,▲小林美,小栗,490(0),---.-,6,栗東,2023103901,1206,ハービンジャー,ベルカプリ,ダイワメジャー,-0.4667618966904354,13,-0.3366387107893727,7,-0.3597464795495898,3,46.9,55.8,47.2,9
11,6,12,タビニュ,牡3,57.0,池添,松尾,468(-2),---.-,3,美浦,2023101168,1032,バゴ,ミッドサマーコモン,ディープインパクト,1.1364306390310144,2,-0.0596662859966884,11,0.005908535248642,12,45.2,44.7,44.4,14
12,7,13,ジングアップ,牡3,57.0,岩田望,大竹,442(-6),---.-,5,美浦,2023103461,1174,コントレイル,ゼラスキャット,Storm Cat,0.2681706287108942,7,-0.0574093738166293,2,-0.2317393508849935,4,59.4,54.4,59.1,2
13,7,14,ノリマル,牡3,57.0,丹内,尾形,476(+8),---.-,7,美浦,2023106079,1091,ブリックスアンドモルタル,ガジュマル,ヴィクトワールピサ,1.2382243128413997,1,0.6384968799100791,12,-0.1479501390436118,2,45.2,59.1,44.8,13
14,8,15,ティラユール,牡3,54.0,▲大久保,北出,428(-6),---.-,13,栗東,2023100622,1194,グァンチャーレ,ビエンナーレ,ステイゴールド,-1.7752953326218257,16,-0.994161344675396,9,-0.5459375080834021,13,46.3,43.6,48.9,6
15,8,16,ダイナソーコー,牡3,57.0,武豊,藤岡健,454(0),---.-,9,栗東,2023103548,666,ハービンジャー,ベラフォレスタ,ゼンノロブロイ,-0.9284644847101322,14,-0.9083755644427116,13,-0.3370477769558845,14,44.7,43.0,44.1,15
