,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ナンヨークリスタル,セ6,58.0,泉谷,松永幹,494(-2),---.-,7,栗東,2020103513,1182,ロードカナロア,ナンヨーカノン,フジキセキ,-1.2003854194381578,8,-0.3938706615353896,7,-0.3955885436420298,9,45.4,42.9,49.9,5
1,2,2,ゴールデンバランス,牡3,55.0,松若,杉山晴,530(+10),---.-,2,栗東,2023105367,1154,レイデオロ,ゴールデンフレアー,Medaglia d'Oro,1.3592402751822297,1,0.023833938280561,2,0.043995250371187,1,55.2,75.8,51.2,4
2,3,3,ルディシャ,牡4,58.0,藤懸,森田,476(+2),---.-,10,栗東,2022107091,1138,レイデオロ,サンライズシェル,キンシャサノキセキ,-1.3253095512764372,9,-0.3539544565610368,8,-0.4922642699437674,10,42.9,42.3,42.4,8
3,4,4,アイカンアズーラ,牝3,53.0,酒井,河嶋,442(+14),---.-,4,栗東,2023102036,1034,タワーオブロンドン,ラーナアズーラ,パイロ,-0.0718862990104492,5,-0.182633662493503,1,-0.2355595000845051,2,74.0,54.0,73.1,1
4,5,5,パドゼフィール,牝3,51.0,△田山,新谷,474(+10),---.-,3,栗東,2023103699,1220,ルヴァンスレーヴ,ソロダンサー,ゴールドアリュール,-0.4215972779050427,6,-0.2408731536053872,3,-0.294158220882929,8,54.0,43.5,54.4,3
5,6,6,リアルアルバ,牡3,55.0,西塚,大橋,468(-2),---.-,8,栗東,2023101065,1200,マテラスカイ,サンコロネット,スペシャルウィーク,-1.3693846937627046,10,-0.4608769312291201,10,-0.3754302998398158,4,39.3,50.7,37.2,10
6,7,7,イイデカンタロウ,牡5,58.0,菱田,北出,514(-4),---.-,9,栗東,2021107123,1144,グァンチャーレ,イイデメモリー,ゴールドアリュール,0.320676417029964,4,-0.0464554169639131,9,-0.2580995166225167,7,41.1,43.5,40.7,9
7,7,8,ヨドノゴールド,牡8,58.0,角田和,橋田,484(-2),---.-,6,栗東,2018103293,1186,サウスヴィグラス,クイーンマルサ,ステイゴールド,-0.7226817753346114,7,-0.4157452963810564,5,-0.1890194684957869,6,50.3,45.6,47.2,7
8,8,9,ミライハーモニー,牝5,54.0,◇今村,飯田,424(0),---.-,1,栗東,2021104671,1193,タリスマニック,オンリートゥモロー,ディープインパクト,0.8137701761929252,3,0.0933153001919109,4,-0.2473914052838132,5,51.7,49.5,55.2,2
9,8,10,ペルセポネ,牝3,50.0,▲森田,渡辺,476(-6),---.-,5,栗東,2023104596,1222,ナダル,ハルサンサン,サウスヴィグラス,0.835547747166625,2,-0.1890623733936339,6,0.1130204761716451,3,46.0,52.2,48.7,6
