,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ドルチェテソーロ,牝2,55.0,木幡巧,牧,410(-4),---.-,3,美浦,2024101281,1162,フィエールマン,パリテソーロ,デクラレーションオブウォー,-0.1708032350512219,4,-0.0041300848961758,3,-0.8962352254631696,3,48.0,48.3,65.2,1
1,2,2,アイファーラピッド,牝2,55.0,団野,森秀,488(+2),---.-,2,栗東,2024108275,1180,Jackie's Warrior,Farsighted,Bernardini,-0.5857759920957708,5,-0.0041300848961758,5,-1.17381826930837,5,42.7,41.5,41.8,4
2,3,3,ベアアミーチ,牝2,52.0,▲上里,杉浦,428(-6),---.-,4,美浦,2024101604,1217,ミスチヴィアスアレックス,イントゥゾーン,スウェプトオーヴァーボード,-0.0280393741153743,3,-0.0041300848961758,2,-0.8007378069051335,2,49.3,51.6,49.8,3
3,4,4,ユイノヘラクレス,牡2,55.0,木幡初,深山,452(0),---.-,5,美浦,2024105474,1153,ホークビル,オマツリオジョウ,エイシンサンディ,0.7917422491694919,1,-0.0041300848961758,4,-0.2523705360017485,4,42.9,42.3,40.3,5
4,5,5,オオセイケイ,牝2,55.0,横山武,竹内,448(+4),---.-,1,美浦,2024100482,1170,サートゥルナーリア,ロイヤルストリート,ディープインパクト,-0.0071236479071237,2,-0.0041300848961758,1,-0.7867468861842927,1,67.1,66.3,52.8,2
