,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,オレンジリバー,牝3,55.0,菊沢,黒岩,430(-2),---.-,7,美浦,2023103727,1161,スワーヴリチャード,リフタスフェルト,ヨハネスブルグ,-0.963190254561708,15,-0.0115974021122807,9,-0.2490241962124731,13,45.3,45.6,45.3,9
1,1,2,リアアーテシアン,牝3,55.0,高杉,武井,414(-8),---.-,4,美浦,2023103702,1213,シルバーステート,チェルシークロイスターズ,First Samurai,-0.2855599512356514,9,0.0017867991864033,1,-0.3369038395701963,1,78.8,86.3,78.1,1
2,2,3,ペイシャラム,牝3,52.0,▲石田,菊川,462(0),---.-,12,美浦,2023106132,1203,オーヴァルエース,ラム,アグネスタキオン,0.9127275521073608,4,-0.0011810738734191,12,0.2540239833002852,10,42.2,46.8,41.8,12
3,2,4,スカット,牝3,52.0,▲佐藤,堀内,434(-12),---.-,6,美浦,2023104590,1207,ゴールドドリーム,ラフィンナ,ハーツクライ,-0.9602300046884742,14,-0.0115974021122807,7,-0.2477698042594195,7,49.7,48.1,51.0,7
4,3,5,リバージュエル,牝3,55.0,石橋脩,高柳瑞,430(+6),---.-,9,美浦,2023102560,1077,ダノンプレミアム,アルファジップ,City Zip,-0.5837308556849183,10,-0.0115974021122807,2,-0.0882300616478648,2,60.2,54.5,56.8,4
5,3,6,サトノワーグナー,牡3,57.0,戸崎圭,斎藤誠,484(-2),---.-,2,美浦,2023100925,5386,ロードカナロア,サトノワルキューレ,ディープインパクト,0.4531920634809385,5,0.0076679908615839,5,-0.1886508114174163,5,55.2,48.4,57.1,3
6,4,7,イイクニパッション,牡3,54.0,▲石神道,深山,498(-12),---.-,1,美浦,2023100102,1209,ビッグアーサー,シゲルアンドロメダ,Birdstone,-0.9581324016994428,13,-0.0072164255188685,6,-0.3696349288948561,3,54.2,51.6,55.2,6
7,4,8,ハクサンスオーノ,牡3,54.0,▲上里,加藤士,480(-8),---.-,10,美浦,2023101772,1217,ハクサンムーン,サウンドウェーブ,シンボリクリスエス,1.077002069142596,3,0.0104081366958274,14,-0.0010925241172499,4,42.0,48.9,41.7,14
8,5,9,モリガン,牝3,52.0,▲水沼,柄崎,478(0),---.-,11,美浦,2023102254,1201,アジアエクスプレス,ミク,キングズベスト,-0.0201027999109073,8,-0.0011810738734191,15,-0.1412584885329642,11,41.9,45.7,41.6,15
9,5,10,ハクサンレイホウ,牡3,57.0,小林脩,武藤,478(-8),---.-,14,美浦,2023105694,1183,ハクサンムーン,ヒシアメジスト,ゴールドアリュール,0.2148203071839588,6,-0.0042040132096724,11,0.0429911495733488,9,43.2,46.9,43.4,10
10,6,11,ミラビリオン,牡3,57.0,松山,伊坂,488(+2),---.-,5,美浦,2023102422,1126,ベンバトル,ミラビリア,マツリダゴッホ,-1.0341963499522049,16,-0.0115974021122807,3,-0.2791126949844701,6,56.7,48.3,58.4,2
11,6,12,ロジシーザ,牡3,57.0,松岡,古賀慎,484(-4),---.-,8,美浦,2023102319,1085,ドレフォン,ロジネイア,エピファネイア,-0.923042455865066,12,-0.0115974021122807,8,-0.232011755447508,16,48.0,45.0,46.6,8
12,7,13,カーニバルウェイ,牝3,55.0,柴田大,清水英,430(-8),---.-,15,美浦,2023103662,1009,イスラボニータ,ピュアアモーレ,マツリダゴッホ,1.5453846282674522,2,0.0104081366958274,16,0.1973823811362942,14,41.6,45.4,41.3,16
13,7,14,ハミングディスト,牝3,55.0,小崎,嘉藤,478(0),---.-,13,美浦,2023102924,1152,ミスターメロディ,ハミングデイズ,ブラックタイド,1.730804617134272,1,0.0104081366958274,10,0.2759532288450907,15,43.2,45.1,43.3,11
14,8,15,アリアーネ,牝3,55.0,菅原隆,鈴木慎,458(-2),---.-,16,美浦,2023100856,1129,スノードラゴン,ダンシングヒロイン,トワイニング,0.0425902483031519,7,-0.0011810738734191,13,-0.1146926043813633,12,42.1,45.7,41.8,13
15,8,16,オレンジキャンパス,牝3,55.0,武藤,武藤,472(+2),---.-,3,美浦,2023104392,1169,ヴァンゴッホ,シャンパンルージュ,ファスリエフ,-0.8938371804835722,11,-0.0072164255188685,4,-0.3423901314734519,8,55.8,47.6,56.7,5
