,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,モンローウォーク,牝2,55.0,戸崎圭,木村,美浦,2023106859,05386,キズナ  ,アンフィトリテII  ,Sebring  ,0.05360541950450821,2
1,2,2,スターサンサルー,牝2,55.0,菅原明,尾関,美浦,2023104787,01179,キタサンブラック  ,スターオーストラル  Star Austral(亜)  ,Cosmic  ,-0.8967772612911555,5
2,3,3,ニンジャトットリ,牡2,55.0,木幡育,松永康,美浦,2023106658,01167,ミッキーアイル  ,ディアデム  ,シンボリクリスエス  ,-2.1188172136301775,8
3,4,4,キタノマテンロウ,牝2,55.0,岩部,萱野,美浦,2023105620,00726,ダノンスマッシュ  ,イノセントデイズ  ,ダイワメジャー  ,-1.1670986247821722,6
4,5,5,クラウンプレゼンタ,牡2,55.0,内田博,天間,美浦,2023100795,00422,クラウンレガーロ  ,クラウンシトラス  ,スニッツェル  Snitzel(豪)  ,-0.8446178674118919,4
5,6,6,レモンドルチェ,牡2,55.0,大野,中舘,美浦,2023103489,01096,ビーチパトロール  Beach Patrol(米)  ,ドルチェラヴィータ  ,ルーラーシップ  ,-2.6637033166221555,11
6,6,7,プレシャスフェザー,牝2,55.0,木幡巧,牧,美浦,2023105450,01162,シルバーステート  ,ダンシングチコ  ,ダイワメジャー  ,-0.4095507750588599,3
7,7,8,オトシダマ,牝2,52.0,▲石神道,金成,美浦,2023102283,01209,ニューイヤーズデイ  ,クリムゾンルージュ  ,エンドスウィープ  End Sweep(米)  ,-2.584901992032259,10
8,7,9,キリミツ,牡2,55.0,石橋脩,勢司,美浦,2023100307,01077,ルヴァンスレーヴ  ,アペラシオン  ,アドマイヤムーン  ,0.9169267979528173,1
9,8,10,コスモエウポリア,牝2,55.0,菊沢,菊沢,美浦,2023106486,01161,ポエティックフレア  Poetic Flare(愛)  ,レアファインド  ,ステイゴールド  ,-1.2089822381601025,7
10,8,11,エクスペクタント,牡2,55.0,荻野極,西園翔,栗東,2023105579,01160,ミッキーアイル  ,レインボークォーツ  ,Mr. Greeley  ,-2.5158821559967746,9
