,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ナムラヒナギク,牝2,55.0,田口,大橋,栗東,2023106226,01208,ジョーカプチーノ  ,ナムラキッス  ,マツリダゴッホ  ,-2.49910566675241,9
1,2,2,ネネキリマル,牡2,55.0,坂井,河嶋,栗東,2023106184,01163,ビッグアーサー  ,コスモダリア  ,ディープインパクト  ,1.122479343989836,1
2,3,3,カーリーエンジェル,牝2,55.0,菱田,飯田,栗東,2023105590,01144,ファインニードル  ,ビーカーリー  ,アドマイヤマックス  ,0.41317803310496254,2
3,4,4,テーオーエリーナ,牝2,55.0,秋山稔,宮,栗東,2023106634,01181,ベストウォーリア  ,マロンコート  ,ハービンジャー  Harbinger(英)  ,-1.2676762523942497,5
4,5,5,ユウトザイノセント,牡2,55.0,松若,小崎,栗東,2023110092,01154,Yaupon  (米)  ,Keira  ,Unusual Heat  ,-2.1798443466935926,8
5,6,6,ムーンリットレイン,牡2,54.0,☆吉村,伊藤圭,美浦,2023101177,01216,アドマイヤムーン  ,レインスウェプト  Rainswept(英)  ,Frankel  ,-1.7127248177482062,6
6,7,7,ゲレーロアスール,牡2,55.0,城戸,鈴木孝,栗東,2023105423,01147,ビッグアーサー  ,プリメラアスール  ,スペシャルウィーク  ,-0.983565161237665,4
7,7,8,アメジストブルー,牝2,54.0,☆高杉,浜田,栗東,2023104768,01213,アジアエクスプレス  ,サンシアトル  ,シンボリクリスエス  ,-2.029267452251026,7
8,8,9,メイショウハッケイ,牝2,55.0,松山,本田,栗東,2023105035,01126,ダイワメジャー  ,メイショウヒサカタ  ,シニスターミニスター  Sinister Minister(米)  ,-0.3551892464430859,3
9,8,10,シルバーナイツ,牡2,55.0,団野,西園正,栗東,2023107110,01180,ミッキーアイル  ,チリーシルバー  ,Malibu Moon  ,-3.217569794133473,10
