,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,インプレス,牡5,60.0,小牧加,佐々木,栗東,2019104899,01196,キズナ ,ベアトリスII Beatrice(英) ,Dr Fong (米) 
1,2,2,スピアヘッド,牡5,60.0,石神深,菊川,美浦,2019102219,01059,ハービンジャー Harbinger(英) ,チュウワプリンセス ,スペシャルウィーク 
2,3,3,シャンドゥレール,セ4,60.0,伴,国枝,美浦,2020103053,01149,エピファネイア ,マジェスティッククオリティ Majestic Quality(米) ,Quality Road 
3,3,4,メイショウキリモン,牡6,60.0,中村,荒川,栗東,2018106492,01101,マジェスティックウォリアー Majestic Warrior(米) ,ピエナサクラ ,アグネスタキオン 
4,4,5,ロンギングバース,セ6,57.0,▲土田,竹内,美浦,2018102216,01198,ラブリーデイ ,ロンギングシャネル ,ネオユニヴァース 
5,4,6,ガイフウカイセイ,牡5,60.0,草野,松山,美浦,2019102649,01113,ミッキーアイル ,クリスマドンナ ,シンボリクリスエス 
6,5,7,テイエムナイスラン,牡5,60.0,井上,石栗,美浦,2019102826,01151,ジャスタウェイ ,メイショウボーテ ,シンボリクリスエス 
7,5,8,ヴァトレニ,セ6,60.0,森一,長谷川,栗東,2018104331,01139,グラスワンダー ,チアフルスマイル ,サンデーサイレンス Sunday Silence(米) 
8,6,9,クリノサンシャイン,牝7,58.0,江田勇,石毛,美浦,2017101355,01023,ベーカバド Behkabad(仏) ,クリノメダリスト ,ステイゴールド 
9,6,10,スマッシャー,牡6,60.0,高田,吉岡,栗東,2018106573,01046,マジェスティックウォリアー Majestic Warrior(米) ,スマッシュ ,キングカメハメハ 
10,7,11,ジロー,牡7,60.0,黒岩,岡田,栗東,2017104698,01072,キズナ ,オッティマルーチェ ,Fusaichi Pegasus 
11,7,12,ブリエヴェール,牡6,60.0,大江圭,小笠,美浦,2018104849,01120,エイシンフラッシュ ,レイヨンヴェール ,ゴールドアリュール 
12,8,13,ウインチェレステ,牡6,60.0,金子,畠山,美浦,2018101630,01052,ドゥラメンテ ,コスモチェーロ ,Fusaichi Pegasus 
13,8,14,ケンアンビシャス,牡6,60.0,五十嵐,久保田,美浦,2018103796,01069,トゥザワールド ,モルフェキイ ,モルフェデスペクタ 
