,式別,馬番,配当,人気
202610010109,ワイド,5-12,1020,12
202610010109,ワイド,8-12,2010,21
202610010109,ワイド,5-8,870,9
202610010109,馬単,12→5,6890,25
202610010109,三連複,5-8-12,8940,29
202610010109,三連単,12→5→8,66640,189
202610010110,単勝,4,280,2
202610010110,複勝,4,130,3
202610010110,複勝,2,120,1
202610010110,複勝,9,220,5
202610010110,枠連,2-4,490,1
202610010110,馬連,2-4,420,1
202610010110,ワイド,2-4,220,1
202610010110,ワイド,4-9,480,7
202610010110,ワイド,2-9,410,4
202610010110,馬単,4→2,880,1
202610010110,三連複,2-4-9,1180,3
202610010110,三連単,4→2→9,3960,7
202610010111,単勝,17,360,1
202610010111,複勝,17,150,1
202610010111,複勝,16,410,9
202610010111,複勝,8,170,2
202610010111,枠連,8-8,2720,14
202610010111,馬連,16-17,4470,21
202610010111,ワイド,16-17,1630,24
202610010111,ワイド,8-17,420,1
202610010111,ワイド,8-16,1290,17
202610010111,馬単,17→16,6480,24
202610010111,三連複,8-16-17,7330,21
202610010111,三連単,17→16→8,36960,102
202610010112,単勝,8,750,3
202610010112,複勝,8,210,3
202610010112,複勝,9,140,1
202610010112,複勝,1,740,10
202610010112,枠連,5-5,870,3
202610010112,馬連,8-9,920,2
202610010112,ワイド,8-9,410,2
202610010112,ワイド,1-8,2980,34
202610010112,ワイド,1-9,1650,22
202610010112,馬単,8→9,2230,5
202610010112,三連複,1-8-9,7750,25
202610010112,三連単,8→9→1,40860,131
202610010201,単勝,4,1650,6
202610010201,複勝,4,480,6
202610010201,複勝,10,210,2
202610010201,複勝,14,1190,8
202610010201,枠連,2-5,730,3
202610010201,馬連,4-10,4090,13
202610010201,ワイド,4-10,1600,14
202610010201,ワイド,4-14,8920,50
202610010201,ワイド,10-14,2590,19
202610010201,馬単,4→10,8360,26
202610010201,三連複,4-10-14,47540,91
202610010201,三連単,4→10→14,191720,359
202610010202,単勝,4,570,3
202610010202,複勝,4,190,2
202610010202,複勝,5,490,7
202610010202,複勝,17,220,3
202610010202,枠連,2-3,2130,10
202610010202,馬連,4-5,3990,17
202610010202,ワイド,4-5,1310,17
202610010202,ワイド,4-17,610,5
202610010202,ワイド,5-17,1970,22
202610010202,馬単,4→5,7550,32
202610010202,三連複,4-5-17,7380,24
202610010202,三連単,4→5→17,46450,144
202610010203,単勝,3,360,1
202610010203,複勝,3,150,2
202610010203,複勝,2,170,3
202610010203,複勝,5,230,5
202610010203,枠連,2-3,600,2
202610010203,馬連,2-3,790,1
202610010203,ワイド,2-3,400,3
202610010203,ワイド,3-5,630,7
202610010203,ワイド,2-5,630,6
202610010203,馬単,3→2,1710,4
202610010203,三連複,2-3-5,2310,4
202610010203,三連単,3→2→5,9350,10
202610010204,単勝,8,6130,10
202610010204,複勝,8,840,10
202610010204,複勝,4,110,1
202610010204,複勝,11,190,3
202610010204,枠連,4-6,4500,14
202610010204,馬連,4-8,5920,20
202610010204,ワイド,4-8,1820,20
202610010204,ワイド,8-11,4120,38
202610010204,ワイド,4-11,330,2
202610010204,馬単,8→4,15200,42
202610010204,三連複,4-8-11,8760,31
202610010204,三連単,8→4→11,101700,279
202610010205,単勝,1,160,1
202610010205,複勝,1,110,1
202610010205,複勝,13,330,5
202610010205,複勝,6,240,3
202610010205,枠連,1-7,750,3
202610010205,馬連,1-13,1810,5
202610010205,ワイド,1-13,810,7
202610010205,ワイド,1-6,480,2
202610010205,ワイド,6-13,1830,18
202610010205,馬単,1→13,2200,6
202610010205,三連複,1-6-13,4430,10
202610010205,三連単,1→13→6,15630,34
202610010206,単勝,8,1110,4
202610010206,複勝,8,210,5
202610010206,複勝,7,110,1
202610010206,複勝,9,130,2
202610010206,枠連,6-7,260,1
202610010206,馬連,7-8,630,2
202610010206,ワイド,7-8,230,3
202610010206,ワイド,8-9,610,7
202610010206,ワイド,7-9,190,1
202610010206,馬単,8→7,2420,9
202610010206,三連複,7-8-9,830,2
202610010206,三連単,8→7→9,8690,27
202610010207,単勝,8,480,2
202610010207,複勝,8,190,2
202610010207,複勝,12,670,8
202610010207,複勝,18,240,3
202610010207,枠連,4-6,2230,9
202610010207,馬連,8-12,6820,21
202610010207,ワイド,8-12,1590,14
202610010207,ワイド,8-18,640,4
202610010207,ワイド,12-18,2930,31
202610010207,馬単,8→12,10340,32
202610010207,三連複,8-12-18,11770,35
202610010207,三連単,8→12→18,53990,156
202610010208,単勝,3,410,2
202610010208,複勝,3,190,3
202610010208,複勝,9,220,4
202610010208,複勝,6,340,6
202610010208,枠連,2-5,1320,7
202610010208,馬連,3-9,1520,5
202610010208,ワイド,3-9,680,5
202610010208,ワイド,3-6,890,11
202610010208,ワイド,6-9,1710,19
202610010208,馬単,3→9,2790,9
202610010208,三連複,3-6-9,5940,16
202610010208,三連単,3→9→6,24030,60
202610010209,単勝,13,2000,7
202610010209,複勝,13,450,8
202610010209,複勝,2,120,1
202610010209,複勝,10,280,5
202610010209,枠連,1-7,1440,5
202610010209,馬連,2-13,2760,8
202610010209,ワイド,2-13,1040,9
202610010209,ワイド,10-13,1940,23
202610010209,ワイド,2-10,520,4
202610010209,馬単,13→2,6250,19
202610010209,三連複,2-10-13,7500,22
202610010209,三連単,13→2→10,74090,220
202610010210,単勝,1,850,5
202610010210,複勝,1,250,4
202610010210,複勝,4,330,7
202610010210,複勝,3,230,3
202610010210,枠連,1-2,1550,8
202610010210,馬連,1-4,4410,21
202610010210,ワイド,1-4,1250,19
202610010210,ワイド,1-3,790,10
202610010210,ワイド,3-4,1100,15
202610010210,馬単,1→4,7880,37
202610010210,三連複,1-3-4,7570,30
202610010210,三連単,1→4→3,43390,175
202610010211,単勝,5,1050,6
202610010211,複勝,5,310,6
202610010211,複勝,3,210,3
202610010211,複勝,4,180,2
202610010211,枠連,3-5,3390,16
202610010211,馬連,3-5,3850,16
202610010211,ワイド,3-5,1200,17
202610010211,ワイド,4-5,1110,15
202610010211,ワイド,3-4,700,8
202610010211,馬単,5→3,7110,31
202610010211,三連複,3-4-5,6410,25
202610010211,三連単,5→3→4,50460,184
202610010212,単勝,8,700,3
202610010212,複勝,8,300,4
202610010212,複勝,13,260,3
202610010212,複勝,7,970,12
202610010212,枠連,5-8,2200,12
202610010212,馬連,8-13,4200,15
202610010212,ワイド,8-13,1440,15
202610010212,ワイド,7-8,3620,42
202610010212,ワイド,7-13,4210,48
202610010212,馬単,8→13,6890,24
202610010212,三連複,7-8-13,41130,132
202610010212,三連単,8→13→7,147970,541
202610010301,単勝,7,170,1
202610010301,複勝,7,110,1
202610010301,複勝,5,140,2
202610010301,複勝,1,260,5
202610010301,枠連,4-5,280,1
202610010301,馬連,5-7,360,1
202610010301,ワイド,5-7,180,1
202610010301,ワイド,1-7,480,5
202610010301,ワイド,1-5,710,7
202610010301,馬単,7→5,500,1
202610010301,三連複,1-5-7,1030,2
202610010301,三連単,7→5→1,3030,3
202610010302,単勝,11,160,1
202610010302,複勝,11,110,1
202610010302,複勝,4,360,6
202610010302,複勝,3,490,8
202610010302,枠連,2-6,920,4
202610010302,馬連,4-11,1490,5
202610010302,ワイド,4-11,680,4
202610010302,ワイド,3-11,1150,12
202610010302,ワイド,3-4,3790,30
202610010302,馬単,11→4,2000,6
202610010302,三連複,3-4-11,8180,25
202610010302,三連単,11→4→3,19950,54
202610010303,単勝,6,710,3
202610010303,複勝,6,310,3
202610010303,複勝,2,250,2
202610010303,複勝,1,780,10
202610010303,枠連,1-3,1230,3
202610010303,馬連,2-6,2040,4
202610010303,ワイド,2-6,830,5
202610010303,ワイド,1-6,5130,57
202610010303,ワイド,1-2,3080,36
202610010303,馬単,6→2,4500,10
202610010303,三連複,1-2-6,26110,90
202610010303,三連単,6→2→1,105810,352
202610010304,単勝,1,370,2
202610010304,複勝,1,180,2
202610010304,複勝,7,240,4
202610010304,複勝,11,450,7
202610010304,枠連,1-6,1170,4
202610010304,馬連,1-7,1460,4
202610010304,ワイド,1-7,560,4
202610010304,ワイド,1-11,1520,15
202610010304,ワイド,7-11,1930,22
202610010304,馬単,1→7,2670,7
202610010304,三連複,1-7-11,9150,32
202610010304,三連単,1→7→11,31530,101
202610010305,単勝,10,260,1
202610010305,複勝,10,110,1
202610010305,複勝,1,140,3
202610010305,複勝,7,110,2
202610010305,枠連,1-8,680,2
202610010305,馬連,1-10,710,2
202610010305,ワイド,1-10,270,2
202610010305,ワイド,7-10,170,1
202610010305,ワイド,1-7,320,4
202610010305,馬単,10→1,1200,3
202610010305,三連複,1-7-10,540,1
202610010305,三連単,10→1→7,2730,5
202610010306,単勝,2,38820,18
202610010306,複勝,2,8120,17
202610010306,複勝,12,8370,18
202610010306,複勝,15,800,10
202610010306,枠連,1-6,11540,28
202610010306,馬連,2-12,615560,152
202610010306,ワイド,2-12,160770,152
202610010306,ワイド,2-15,78380,145
202610010306,ワイド,12-15,78050,144
202610010306,馬単,2→12,1749330,303
202610010306,三連複,2-12-15,3554740,798
202610010306,三連単,2→12→15,58367060,4
202610010307,単勝,5,1760,6
202610010307,複勝,5,270,5
202610010307,複勝,8,250,4
202610010307,複勝,6,130,1
202610010307,枠連,3-4,770,3
202610010307,馬連,5-8,7730,21
202610010307,ワイド,5-8,1740,19
202610010307,ワイド,5-6,470,4
202610010307,ワイド,6-8,460,3
202610010307,馬単,5→8,15390,46
202610010307,三連複,5-6-8,3790,11
202610010307,三連単,5→8→6,42630,123
202610010308,単勝,5,800,4
202610010308,複勝,5,290,3
202610010308,複勝,6,5060,17
202610010308,複勝,16,2540,14
202610010308,枠連,3-3,37700,34
202610010308,馬連,5-6,63440,96
202610010308,ワイド,5-6,14660,91
202610010308,ワイド,5-16,9360,69
202610010308,ワイド,6-16,40080,142
202610010308,馬単,5→6,61960,140
202610010308,三連複,5-6-16,812050,666
202610010308,三連単,5→6→16,2832030,3
202610010309,単勝,9,320,1
202610010309,複勝,9,160,1
202610010309,複勝,8,270,4
202610010309,複勝,7,300,6
202610010309,枠連,5-6,820,2
202610010309,馬連,8-9,1530,3
202610010309,ワイド,8-9,620,3
202610010309,ワイド,7-9,760,5
202610010309,ワイド,7-8,1750,21
202610010309,馬単,9→8,2870,5
202610010309,三連複,7-8-9,5650,13
202610010309,三連単,9→8→7,24250,47
202610010310,単勝,16,520,3
202610010310,複勝,16,270,4
202610010310,複勝,13,3000,16
202610010310,複勝,12,1540,13
202610010310,枠連,7-8,2920,13
202610010310,馬連,13-16,36650,72
202610010310,ワイド,13-16,9460,72
202610010310,ワイド,12-16,5120,51
202610010310,ワイド,12-13,31790,114
202610010310,馬単,16→13,47300,103
202610010310,三連複,12-13-16,164070,300
202610010310,三連単,16→13→12,948760,1
202610010311,単勝,3,2490,14
202610010311,複勝,3,730,14
202610010311,複勝,7,370,5
202610010311,複勝,6,310,3
202610010311,枠連,2-4,4590,24
202610010311,馬連,3-7,10200,52
202610010311,ワイド,3-7,3550,57
202610010311,ワイド,3-6,2870,37
202610010311,ワイド,6-7,1220,2
202610010311,馬単,3→7,22720,115
202610010311,三連複,3-6-7,25130,68
202610010311,三連単,3→7→6,176050,588
202610010312,単勝,15,1670,8
202610010312,複勝,15,490,6
202610010312,複勝,3,660,10
202610010312,複勝,11,610,9
202610010312,枠連,2-8,990,3
202610010312,馬連,3-15,16190,54
202610010312,ワイド,3-15,3850,44
202610010312,ワイド,11-15,4220,49
202610010312,ワイド,3-11,5550,58
202610010312,馬単,15→3,26880,96
202610010312,三連複,3-11-15,97800,250
202610010312,三連単,15→3→11,612530,1
202610010401,単勝,16,450,3
202610010401,複勝,16,170,3
202610010401,複勝,3,120,1
202610010401,複勝,14,180,4
202610010401,枠連,2-8,300,1
202610010401,馬連,3-16,710,2
202610010401,ワイド,3-16,360,2
202610010401,ワイド,14-16,820,9
202610010401,ワイド,3-14,510,4
202610010401,馬単,16→3,1490,3
202610010401,三連複,3-14-16,2140,4
202610010401,三連単,16→3→14,8610,14
202610010402,単勝,3,170,1
202610010402,複勝,3,110,1
202610010402,複勝,16,150,2
202610010402,複勝,8,160,3
202610010402,枠連,2-8,510,1
202610010402,馬連,3-16,620,1
202610010402,ワイド,3-16,280,1
202610010402,ワイド,3-8,360,2
202610010402,ワイド,8-16,670,4
202610010402,馬単,3→16,900,1
202610010402,三連複,3-8-16,1360,1
202610010402,三連単,3→16→8,3810,1
202610010403,単勝,6,2160,7
202610010403,複勝,6,670,9
202610010403,複勝,12,640,8
202610010403,複勝,4,3250,12
202610010403,枠連,4-7,3520,13
202610010403,馬連,6-12,19140,47
202610010403,ワイド,6-12,4550,46
202610010403,ワイド,4-6,17240,67
202610010403,ワイド,4-12,22000,72
202610010403,馬単,6→12,38820,95
202610010403,三連複,4-6-12,419950,277
202610010403,三連単,6→12→4,1765840,1
202610010404,単勝,9,3690,9
202610010404,複勝,9,720,9
202610010404,複勝,11,260,5
202610010404,複勝,5,160,2
202610010404,枠連,7-8,2090,8
202610010404,馬連,9-11,18100,39
202610010404,ワイド,9-11,4650,37
202610010404,ワイド,5-9,1850,20
202610010404,ワイド,5-11,590,5
202610010404,馬単,9→11,38680,84
202610010404,三連複,5-9-11,13540,45
202610010404,三連単,9→11→5,168070,424
202610010405,単勝,2,480,2
202610010405,複勝,2,170,2
202610010405,複勝,9,120,1
202610010405,複勝,17,210,3
202610010405,枠連,1-5,490,1
202610010405,馬連,2-9,740,1
202610010405,ワイド,2-9,360,1
202610010405,ワイド,2-17,970,8
202610010405,ワイド,9-17,620,3
202610010405,馬単,2→9,1630,2
202610010405,三連複,2-9-17,2570,3
202610010405,三連単,2→9→17,11070,11
202610010406,単勝,1,780,5
202610010406,複勝,1,240,5
202610010406,複勝,15,160,1
202610010406,複勝,2,590,9
202610010406,枠連,1-7,1520,7
202610010406,馬連,1-15,1670,5
202610010406,ワイド,1-15,690,6
202610010406,ワイド,1-2,2540,24
202610010406,ワイド,2-15,2120,21
202610010406,馬単,1→15,4000,15
202610010406,三連複,1-2-15,13010,40
202610010406,三連単,1→15→2,58600,187
202610010407,単勝,15,2490,10
202610010407,複勝,15,560,10
202610010407,複勝,4,330,5
202610010407,複勝,1,490,6
202610010407,枠連,3-8,3840,21
202610010407,馬連,4-15,12710,49
202610010407,ワイド,4-15,4540,55
202610010407,ワイド,1-15,4300,49
202610010407,ワイド,1-4,2310,30
202610010407,馬単,15→4,30100,106
202610010407,三連複,1-4-15,45060,152
202610010407,三連単,15→4→1,245210,816
202610010408,単勝,10,1350,5
202610010408,複勝,10,310,5
202610010408,複勝,3,420,9
202610010408,複勝,5,120,1
202610010408,枠連,3-7,7240,19
202610010408,馬連,3-10,11070,35
202610010408,ワイド,3-10,2440,33
202610010408,ワイド,5-10,600,7
202610010408,ワイド,3-5,570,6
202610010408,馬単,10→3,20130,57
202610010408,三連複,3-5-10,4850,17
202610010408,三連単,10→3→5,71180,215
202610010409,単勝,9,960,5
202610010409,複勝,9,220,4
202610010409,複勝,6,360,6
202610010409,複勝,3,160,2
202610010409,枠連,6-7,1810,8
202610010409,馬連,6-9,8140,24
202610010409,ワイド,6-9,2120,24
202610010409,ワイド,3-9,400,4
202610010409,ワイド,3-6,1120,11
202610010409,馬単,9→6,16370,45
202610010409,三連複,3-6-9,6160,22
202610010409,三連単,9→6→3,71270,212
202610010410,単勝,3,410,1
202610010410,複勝,3,170,1
202610010410,複勝,12,280,6
202610010410,複勝,2,260,5
202610010410,枠連,2-7,620,2
202610010410,馬連,3-12,1930,4
202610010410,ワイド,3-12,820,5
202610010410,ワイド,2-3,830,6
202610010410,ワイド,2-12,1890,16
202610010410,馬単,3→12,3470,7
202610010410,三連複,2-3-12,7170,13
202610010410,三連単,3→12→2,30770,51
202610010411,単勝,6,810,5
202610010411,複勝,6,300,5
202610010411,複勝,13,180,1
202610010411,複勝,3,330,6
202610010411,枠連,4-7,1350,5
202610010411,馬連,6-13,3050,12
202610010411,ワイド,6-13,1030,9
202610010411,ワイド,3-6,1300,19
202610010411,ワイド,3-13,980,7
202610010411,馬単,6→13,4970,15
202610010411,三連複,3-6-13,7160,21
202610010411,三連単,6→13→3,33570,78
202610010412,単勝,10,880,5
202610010412,複勝,10,250,2
202610010412,複勝,16,180,1
202610010412,複勝,18,480,10
202610010412,枠連,5-8,760,1
202610010412,馬連,10-16,2010,2
202610010412,ワイド,10-16,740,1
202610010412,ワイド,10-18,2650,39
202610010412,ワイド,16-18,1670,20
202610010412,馬単,10→16,4590,5
202610010412,三連複,10-16-18,14840,40
202610010412,三連単,10→16→18,72180,184
202610010501,単勝,12,840,4
202610010501,複勝,12,280,5
202610010501,複勝,13,130,1
202610010501,複勝,14,200,3
202610010501,枠連,6-7,840,3
202610010501,馬連,12-13,1350,4
202610010501,ワイド,12-13,650,4
202610010501,ワイド,12-14,1020,11
202610010501,ワイド,13-14,400,2
202610010501,馬単,12→13,2890,8
202610010501,三連複,12-13-14,2750,4
202610010501,三連単,12→13→14,16750,32
202610010502,単勝,4,520,2
202610010502,複勝,4,190,3
202610010502,複勝,13,250,4
202610010502,複勝,9,520,8
202610010502,枠連,2-7,690,2
202610010502,馬連,4-13,2790,8
202610010502,ワイド,4-13,1000,7
202610010502,ワイド,4-9,1490,16
202610010502,ワイド,9-13,2840,32
202610010502,馬単,4→13,4510,12
202610010502,三連複,4-9-13,21210,64
202610010502,三連単,4→13→9,80090,241
202610010503,単勝,5,490,2
202610010503,複勝,5,130,2
202610010503,複勝,8,110,1
202610010503,複勝,6,150,4
202610010503,枠連,4-5,230,1
202610010503,馬連,5-8,320,1
202610010503,ワイド,5-8,160,1
202610010503,ワイド,5-6,460,6
202610010503,ワイド,6-8,260,3
202610010503,馬単,5→8,830,3
202610010503,三連複,5-6-8,570,2
202610010503,三連単,5→8→6,3220,7
202610010504,単勝,2,1100,5
202610010504,複勝,2,360,6
202610010504,複勝,7,2210,12
202610010504,複勝,4,190,2
202610010504,枠連,2-6,9040,28
202610010504,馬連,2-7,50440,56
202610010504,ワイド,2-7,9850,55
202610010504,ワイド,2-4,970,12
202610010504,ワイド,4-7,8450,48
202610010504,馬単,2→7,64960,98
202610010504,三連複,2-4-7,84550,122
202610010504,三連単,2→7→4,670720,782
202610010505,単勝,10,170,1
202610010505,複勝,10,110,1
202610010505,複勝,8,130,2
202610010505,複勝,4,380,6
202610010505,枠連,6-7,260,1
202610010505,馬連,8-10,310,1
202610010505,ワイド,8-10,160,1
202610010505,ワイド,4-10,860,9
202610010505,ワイド,4-8,1430,16
202610010505,馬単,10→8,440,1
202610010505,三連複,4-8-10,2340,5
202610010505,三連単,10→8→4,6010,11
202610010506,単勝,18,710,3
202610010506,複勝,18,290,6
202610010506,複勝,9,150,1
202610010506,複勝,12,340,7
202610010506,枠連,5-8,800,3
202610010506,馬連,9-18,1540,4
202610010506,ワイド,9-18,730,7
202610010506,ワイド,12-18,1750,22
202610010506,ワイド,9-12,890,10
202610010506,馬単,18→9,3250,9
202610010506,三連複,9-12-18,7840,22
202610010506,三連単,18→9→12,35060,108
202610010507,単勝,17,5140,14
202610010507,複勝,17,1170,14
202610010507,複勝,6,210,1
202610010507,複勝,11,770,10
202610010507,枠連,3-8,4090,18
202610010507,馬連,6-17,12090,43
202610010507,ワイド,6-17,3730,42
202610010507,ワイド,11-17,10220,92
202610010507,ワイド,6-11,1950,19
202610010507,馬単,17→6,37970,122
202610010507,三連複,6-11-17,56980,177
202610010507,三連単,17→6→11,656550,1
202610010508,単勝,6,1130,5
202610010508,複勝,6,300,7
202610010508,複勝,12,170,2
202610010508,複勝,1,300,5
202610010508,枠連,5-8,820,2
202610010508,馬連,6-12,1860,7
202610010508,ワイド,6-12,620,5
202610010508,ワイド,1-6,1880,23
202610010508,ワイド,1-12,650,7
202610010508,馬単,6→12,4540,18
202610010508,三連複,1-6-12,5870,21
202610010508,三連単,6→12→1,30390,106
202610010509,単勝,1,430,2
202610010509,複勝,1,190,2
202610010509,複勝,12,210,4
202610010509,複勝,6,1660,13
202610010509,枠連,1-8,560,1
202610010509,馬連,1-12,1430,4
202610010509,ワイド,1-12,590,4
202610010509,ワイド,1-6,5620,48
202610010509,ワイド,6-12,7960,58
202610010509,馬単,1→12,2780,7
202610010509,三連複,1-6-12,27550,96
202610010509,三連単,1→12→6,71180,253
202610010510,単勝,12,2290,9
202610010510,複勝,12,650,8
202610010510,複勝,14,910,11
202610010510,複勝,1,280,4
202610010510,枠連,6-7,10400,31
202610010510,馬連,12-14,21960,56
202610010510,ワイド,12-14,5730,57
202610010510,ワイド,1-12,2460,29
202610010510,ワイド,1-14,4080,46
202610010510,馬単,12→14,36830,108
202610010510,三連複,1-12-14,72020,187
202610010510,三連単,12→14→1,489180,1
202610010511,単勝,15,470,1
202610010511,複勝,15,180,1
202610010511,複勝,4,220,2
202610010511,複勝,10,540,12
202610010511,枠連,2-8,670,1
202610010511,馬連,4-15,1510,1
202610010511,ワイド,4-15,760,1
202610010511,ワイド,10-15,2700,40
202610010511,ワイド,4-10,2580,36
202610010511,馬単,15→4,2960,1
202610010511,三連複,4-10-15,16250,48
202610010511,三連単,15→4→10,72300,155
202610010512,単勝,6,630,3
202610010512,複勝,6,200,2
202610010512,複勝,9,220,3
202610010512,複勝,3,250,4
202610010512,枠連,3-5,1340,6
202610010512,馬連,6-9,1410,2
202610010512,ワイド,6-9,550,1
202610010512,ワイド,3-6,830,6
202610010512,ワイド,3-9,1040,9
202610010512,馬単,6→9,3140,5
202610010512,三連複,3-6-9,4620,4
202610010512,三連単,6→9→3,22290,20
202610010601,単勝,11,1560,8
202610010601,複勝,11,470,8
202610010601,複勝,12,490,9
202610010601,複勝,2,370,7
202610010601,枠連,6-6,10440,25
202610010601,馬連,11-12,10690,49
202610010601,ワイド,11-12,2450,42
202610010601,ワイド,2-11,2350,39
202610010601,ワイド,2-12,2290,36
202610010601,馬単,11→12,20260,93
202610010601,三連複,2-11-12,29730,131
202610010601,三連単,11→12→2,190540,784
202610010602,単勝,1,280,1
202610010602,複勝,1,150,2
202610010602,複勝,4,370,6
202610010602,複勝,10,140,1
202610010602,枠連,1-2,1990,8
202610010602,馬連,1-4,1930,6
202610010602,ワイド,1-4,640,6
202610010602,ワイド,1-10,280,1
202610010602,ワイド,4-10,1020,12
202610010602,馬単,1→4,2630,8
202610010602,三連複,1-4-10,1970,3
202610010602,三連単,1→4→10,9620,15
202610010603,単勝,11,790,4
202610010603,複勝,11,220,3
202610010603,複勝,6,170,2
202610010603,複勝,4,260,4
202610010603,枠連,4-7,1260,5
202610010603,馬連,6-11,1560,3
202610010603,ワイド,6-11,560,3
202610010603,ワイド,4-11,1190,15
202610010603,ワイド,4-6,650,4
202610010603,馬単,11→6,3340,8
202610010603,三連複,4-6-11,4280,9
202610010603,三連単,11→6→4,24420,51
202610010605,単勝,10,240,1
202610010605,複勝,10,110,1
202610010605,複勝,8,150,3
202610010605,複勝,9,120,2
202610010605,枠連,7-8,370,1
202610010605,馬連,8-10,720,2
202610010605,ワイド,8-10,290,2
202610010605,ワイド,9-10,190,1
202610010605,ワイド,8-9,440,7
202610010605,馬単,10→8,1160,3
202610010605,三連複,8-9-10,700,1
202610010605,三連単,10→8→9,3120,5
202610010606,単勝,3,470,2
202610010606,複勝,3,140,2
202610010606,複勝,14,140,3
202610010606,複勝,10,110,1
202610010606,枠連,2-7,800,3
202610010606,馬連,3-14,1130,3
202610010606,ワイド,3-14,390,3
202610010606,ワイド,3-10,280,2
202610010606,ワイド,10-14,240,1
202610010606,馬単,3→14,2150,6
202610010606,三連複,3-10-14,920,1
202610010606,三連単,3→14→10,6630,8
202610010607,単勝,3,450,3
202610010607,複勝,3,180,3
202610010607,複勝,13,200,4
202610010607,複勝,8,140,2
202610010607,枠連,2-7,690,2
202610010607,馬連,3-13,1400,5
202610010607,ワイド,3-13,490,5
202610010607,ワイド,3-8,310,2
202610010607,ワイド,8-13,400,3
202610010607,馬単,3→13,2700,9
202610010607,三連複,3-8-13,1090,2
202610010607,三連単,3→13→8,8030,15
202610010608,単勝,3,350,1
202610010608,複勝,3,130,1
202610010608,複勝,12,160,3
202610010608,複勝,14,140,2
202610010608,枠連,2-6,650,3
202610010608,馬連,3-12,900,2
202610010608,ワイド,3-12,330,2
202610010608,ワイド,3-14,310,1
202610010608,ワイド,12-14,430,4
202610010608,馬単,3→12,1560,3
202610010608,三連複,3-12-14,1160,1
