,式別,馬番,配当,人気
0,単勝,2,11680,13
1,複勝,2,4940,13
2,複勝,16,520,2
3,複勝,4,950,5
4,枠連,1-8,7270,17
5,馬連,2-16,36550,54
6,ワイド,2-16,7030,53
7,ワイド,2-4,12240,71
8,ワイド,4-16,1110,10
9,馬単,2→16,153000,131
10,3連複,2-4-16,91920,155
11,3連単,2→16→4,1507160,1
