,式別,馬番,配当,人気
0,単勝,14,360,2
1,複勝,14,270,3
2,複勝,16,290,4
3,複勝,7,210,2
4,枠連,7-8,1890,9
5,馬連,14-16,1770,7
6,ワイド,14-16,560,7
7,ワイド,7-14,410,4
8,ワイド,7-16,450,5
9,馬単,14→16,3050,13
10,3連複,7-14-16,1870,6
11,3連単,14→16→7,9230,30
