,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,マテンロウカナロア,牡4,58.0,横山和,野中,482(0),7.9,5,栗東,2022101445,01140,ロードカナロア,ヒアトゥウィン,Roi Normand,0.5549373099132018,4,-0.04090187526072458,4,-0.637346901139731,4,-0.12020823650933657,2,0.13788807589487898,0.100411127790213
1,2,2,ウヌボレヤサン,セ5,57.0,☆長浜,本間,430(+4),42.7,10,美浦,2021104052,01214,ダノンレジェンド,サクラヴァニータ,サクラローレル,-1.2846212884341774,10,-0.07229507798351678,7,-1.9288604477962155,11,-1.565615267395217,10,0.03249334440927602,0.018577234415519502
2,3,3,フクシマブリルハム,牡3,55.0,横山琉,小島,546(+8),32.2,8,美浦,2023105405,01192,ドレフォン,オモテナシ,Henrythenavigator,-0.13473364569046953,6,-0.07229507798351678,7,-0.6479055292348632,5,-0.08052400937911225,1,0.14347008391029076,0.024635028246667166
3,4,4,ステラデルークス,牡3,55.0,横山武,鈴木伸,510(-4),7.5,4,美浦,2023102263,01170,インカンテーション,パイクーニャン,フレンチデピュティ,0.246781166871135,5,-0.04090187526072458,4,-0.8494957070153978,7,-0.4298585600047189,6,0.10116895978852893,0.10576638793902438
4,5,5,ホウオウバローロ,牡5,58.0,石川倭,前川,466(-4),10.8,6,栗東,2021105772,05534,ロードカナロア,ホウオウパフューム,ハーツクライ,-0.5020001321415724,8,-0.07229507798351678,7,-0.8000801002641579,6,-0.9987657540056931,9,0.057276177930161286,0.07344888051321137
5,6,6,デルマホダカ,牝3,50.0,▲遠藤,菊沢,486(-2),61.3,11,美浦,2023101362,01218,ブリックスアンドモルタル,デルマサリーチャン,ホワイトマズル,-0.7253912198597026,9,-0.07229507798351678,7,-1.159274639570616,10,-0.4922675621905388,7,0.09504809115161633,0.012940422667906735
6,6,7,イサギ,牡3,55.0,小沢,小椋,476(+2),26.6,7,栗東,2023101713,01185,リアルスティール,キララチュール,タイキシャトル,-0.43670598431978047,7,0.009716632142101818,3,-0.09346982266064949,1,-0.36870131018176505,5,0.10754928828557395,0.02982134998280762
7,7,8,サマーナイト,牡4,54.0,★河原田,寺島,486(-8),3.2,1,栗東,2022104729,01204,ルーラーシップ,ガールオンファイア,アグネスタキオン,1.7789984956378104,1,0.09439300958620954,1,-0.8916539532284816,8,-0.30177857841987926,4,0.11499308198853507,0.24788997173208838
8,7,9,チェイサー,牡3,52.0,▲佐藤,相沢,428(+6),4.7,3,美浦,2023104603,01207,レイデオロ,ウェストレー,オルフェーヴル,1.090363721337755,2,0.09439300958620954,1,-0.11020489681253272,2,-0.22622163207122548,3,0.12401827283004176,0.16877615096652826
9,8,10,ブリオメンテ,牡5,58.0,武豊,千田,570(+4),4.1,2,栗東,2021100303,00666,ドゥラメンテ,フィールグリュック,ストラヴィンスキー,0.8169170074660952,3,-0.23295685333571467,10,-0.6149079329428941,3,-0.77711867134664,8,0.07148816253235893,0.19347509988845923
10,8,11,シックスパック,牡4,56.0,◇古川奈,戸田,474(+6),32.7,9,美浦,2022102961,01190,マクフィ,オツウ,ハーツクライ,-1.4045454307802958,11,-0.23295685333571467,10,-0.972845142358446,9,-2.3651865641975487,11,0.01460646127873801,0.024258345857574394
