,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ピコシー,牡4,58.0,内田博,奥村武,470(-2),33.6,8,美浦,2022101716,00422,サトノダイヤモンド,アヴァール,キングカメハメハ,-0.46467076808082264,8,-0.009903183871802178,11,-1.024884267822966,12,-1.010434909668772,8,0.03098020421906401,0.02319512053215166
1,2,2,ビービーアジャイル,牡3,55.0,ルメール,中舘,500(+12),1.7,1,美浦,2023106494,05339,サンダースノー,ツインダイヤ,ゴールドアリュール,2.7242914811618553,1,-0.009903183871802178,11,-0.5791559456251573,8,0.49054329882883274,2,0.13897952712733636,0.45844473522370344
2,2,3,オクトーバーナイン,牡3,55.0,戸崎圭,稲垣,490(+8),5.5,2,美浦,2023103962,05386,コパノリッキー,アロゴ,ジャスタウェイ,0.5483641446447906,3,0.0,6,-0.22667084347917124,4,-0.0005716422415465924,4,0.08504765057016958,0.1417010999782356
3,3,4,ニシノケンタマン,牡4,58.0,今村,深山,460(+6),9.0,3,美浦,2022106427,01193,アポロケンタッキー,オテンバランナー,メイショウボーラー,1.797060563367699,2,0.01323421806140094,1,0.36126308032647003,1,1.422323971059879,1,0.35287267847357606,0.0865951166533662
4,3,5,コパノエビータ,牝5,56.0,嶋田,手塚久,434(+6),143.1,15,美浦,2021102219,01134,ダノンレジェンド,コパノビジン,ゴールドアリュール,-0.6687698415187503,13,-0.01705670259877798,14,-0.6016911071128015,9,-1.807571204783925,12,0.01396022384316665,0.005446233751784038
5,4,6,アルベリック,牡5,58.0,三浦,中竹,488(+4),49.5,10,栗東,2021101554,01122,エイシンヒカリ,エイシンウィキ,キングカメハメハ,-0.5433573663727477,10,0.01297599482987932,2,-0.18131458609036719,3,-1.2238573191407496,10,0.025026268605919347,0.0157445666642484
6,4,7,トゥーザムーン,牝4,56.0,岩田康,辻,500(-2),18.5,7,美浦,2022102700,05203,American Pharoah,ミチャチスインテンタ,Paynter,-0.1326182230575979,5,-0.01705670259877798,14,-0.31393920474870146,5,-0.215285551448545,5,0.06861408162389256,0.04212735404758356
7,5,8,スターシップ,牡3,55.0,川田,高柳大,530(+4),12.2,4,栗東,2023100704,01088,ラブリーデイ,インフィニティ,カジノドライヴ,-0.1581789798336154,6,0.0,6,-0.43016620778155557,6,-0.6941511881063926,7,0.042505443432523854,0.06388164343281114
8,5,9,ヴァイヴァーイ,牝3,53.0,小崎,小崎,480(+10),14.0,5,栗東,2023106711,01152,マジェスティックウォリアー,イリデ,Indian Charlie,0.1999864523357333,4,0.0,6,-0.16518450163489182,2,0.27233157316503026,3,0.11173331431918221,0.05566828927716398
9,6,10,フラッシング,牡5,58.0,丸田,牧浦,480(-16),70.9,11,栗東,2021105971,01117,ドレフォン,プントバンコ,フジキセキ,-0.6749043590359739,14,0.0,6,-1.3059391760377455,14,-2.446488178251806,15,0.007369096877664869,0.01099232792496891
10,6,11,ジェーケーボンバー,牡4,58.0,菊沢,上原博,500(-10),79.9,12,美浦,2022101476,01161,ホッコータルマエ,レッドプライム,スペシャルウィーク,-0.5970758434065518,11,-0.009903183871802178,11,-0.5030022551347447,7,-1.3588689799572258,11,0.021865594119003694,0.009754143302631987
11,7,12,マハナ,牝5,56.0,石橋脩,井上,452(+4),106.3,14,栗東,2021106618,01077,ハービンジャー,エレーデ,ディープインパクト,-0.6869838263981793,15,-0.016148347366415825,13,-0.6842207598759446,11,-2.249676163218298,14,0.008971987050938242,0.007331665568017835
12,7,13,クロドラバール,セ5,58.0,池添,奥村武,512(-8),80.8,13,美浦,2021101733,01032,ロードカナロア,ジュエルメーカー,エンパイアメーカー,-0.64643812491929,12,0.0,6,-1.4310059546240486,15,-1.8362731104409336,13,0.013565234405884006,0.009645495666835344
13,8,14,コスモコンフェルマ,牡4,58.0,柴田大,鈴木慎,476(+2),14.9,6,美浦,2022100526,01009,ホッコータルマエ,ソリッドリーズン,ジャングルポケット,-0.17147645534975528,7,0.006105002649403147,3,-0.6355662191429066,10,-0.49608342234515745,6,0.05181604831194567,0.0523057751597514
14,8,15,ノルドヴェスト,セ6,58.0,原,秋本,470(-6),45.4,9,美浦,2020102711,01184,ロードカナロア,マエストラーレ,ネオユニヴァース,-0.5252288535367925,9,0.0,6,-1.2982265132246498,13,-1.1593952016410316,9,0.026692647019733035,0.017166432816746603
