,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ライトトラック,牡3,57.0,和田竜,友道,栗東,2022105580,01018,キタサンブラック  ,レッドレイチェル  ,Medaglia d'Oro  ,0.4228143720441936,3
1,2,2,ジョバンニ,牡3,57.0,松山,杉山晴,栗東,2022103995,01126,エピファネイア  ,ベアフットレディ  Barefoot Lady(愛)  ,Footstepsinthesand  (英)  ,-1.1009359007703754,7
2,3,3,アルマデオロ,牡3,57.0,武豊,清水久,栗東,2022102199,00666,レイデオロ  ,シュガーハート  ,サクラバクシンオー  ,-0.7939997821758664,6
3,4,4,ジョイボーイ,牡3,57.0,藤岡佑,四位,栗東,2022103787,01093,レイデオロ  ,マンハイム  ,ダイワメジャー  ,-1.1436788719238355,8
4,5,5,ショウヘイ,牡3,57.0,坂井,友道,栗東,2022104714,01163,サートゥルナーリア  ,オーロトラジェ  ,オルフェーヴル  ,-3.36871611102886,10
5,6,6,サンライズバブル,牡3,57.0,池添,新谷,栗東,2022102604,01032,ゴールドシップ  ,フォロミーバゴ  ,バゴ  Bago(仏)  ,-0.7483016606115794,5
6,7,7,ボンドロア,牡3,57.0,横山典,松永幹,栗東,2022105485,00660,サートゥルナーリア  ,ブリッジクライム  ,ゼンノロブロイ  ,-3.085967855759209,9
7,7,8,パッションリッチ,牡3,57.0,西村淳,久保田,美浦,2022105390,01171,ドゥラメンテ  ,セータコローナ  ,Distorted Humor  (米)  ,1.0838870334039545,2
8,8,9,デルアヴァー,牡3,57.0,荻野極,松永幹,栗東,2022110054,01160,Frankel  ,アムールブリエ  ,Smart Strike  (加)  ,3.332309423806582,1
9,8,10,エリキング,牡3,57.0,川田,中内田,栗東,2022105099,01088,キズナ  ,ヤングスター  Youngstar(豪)  ,High Chaparral  (愛)  ,-0.09132800927237085,4
