,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ハイラブレジェンド,牡2,53.0,◇永島,荒川,栗東,2023102778,01187,リアルスティール  ,ルリオン  ,キングカメハメハ  ,-2.0990058198433257,9
1,2,2,モズガネシア,牡2,55.0,松若,中尾,栗東,2023105742,01154,モズアスコット  ,モズキンメダリスト  ,Bernardini  (米)  ,-1.5211262729822121,6
2,3,3,イルカンダ,牝2,55.0,小崎,小崎,栗東,2023100213,01152,クリソベリル  ,エルクイーン  ,Tiznow  ,-2.232831944989339,10
3,4,4,ツーエムボヌール,牝2,55.0,城戸,本田,栗東,2023104454,01147,モズアスコット  ,エイシンベティー  ,アニマルキングダム  Animal Kingdom(米)  ,-1.508605111092647,5
4,4,5,アーサーバローズ,牡2,55.0,小沢,寺島,栗東,2023105468,01185,キセキ  ,シーカーマ  C Karma(米)  ,Exchange Rate  ,-2.379882641151839,11
5,5,6,グリッタードール,牝2,55.0,田口,大橋,栗東,2023103042,01208,サトノダイヤモンド  ,アサケゴマ  ,クロフネ  ,-1.8288647066017867,8
6,5,7,ジュディーイメル,牝2,55.0,松山,武英,栗東,2023105116,01126,アドマイヤマーズ  ,ヴォルカン  ,ロードカナロア  ,-1.652548433633129,7
7,6,8,モンサンゴールデン,牡2,55.0,池添,中竹,栗東,2023104044,01032,シルバーステート  ,ウインアンジェラス  ,Bertolini  ,-1.1631640488789283,2
8,6,9,オーケートムボーイ,牝2,55.0,古川吉,奥村豊,栗東,2023103900,01015,シニスターミニスター  Sinister Minister(米)  ,プントバンコ  ,フジキセキ  ,-0.2900638778861376,1
9,7,10,スマートジュリアス,牡2,55.0,武豊,中村,栗東,2023101452,00666,モズアスコット  ,スマートノエル  ,ヴァーミリアン  ,-1.277456582367592,4
10,7,11,キンダープンシュ,牝2,55.0,坂井,大久保,栗東,2023106989,01163,モーリス  ,グリューヴァイン  ,ゴールドアリュール  ,-3.1686621649171642,12
11,8,12,ワイドアルバ,牡2,54.0,吉村誠之助,藤野,栗東,2023106359,01216,タワーオブロンドン  ,オールアイキャンセイイズワウ  Allicansayis Wow(米)  ,Street Cry  (愛)  ,-3.2184347253846086,13
12,8,13,トーアウィリアム,牡2,55.0,酒井,牧田,栗東,2023103848,01034,アポロキングダム  ,トーアヴィルヌーヴ  ,ゴールドアリュール  ,-1.2253278822946678,3
