,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,プルナチャンドラ,牡5,58.0,横山和,小野,512(+8),美浦,2021100329,01140,アニマルキングダム,エーシンジョイフル,オペラハウス,0.2750988500481043,1
1,2,2,マンダリンボレロ,牡6,58.0,松岡,伊藤伸,512(0),美浦,2020101655,01085,スピルバーグ,ジャーメイン,アドマイヤムーン,-0.5975859804315887,2
2,3,3,ライジンマル,セ5,58.0,木幡初,竹内,532(+4),美浦,2021101449,01153,アジアエクスプレス,ララエクレリゼ,スペシャルウィーク,-1.800790240081255,7
3,4,4,セザンワールド,セ6,58.0,小林脩,蛯名利,510(+2),美浦,2020106051,01183,トゥザワールド,ディアテイスティー,ジャングルポケット,-1.1021009933723929,4
4,5,5,デルマタモン,牡8,58.0,木幡巧也,勢司,510(-6),美浦,2018100976,01162,オンファイア,デルマトモエゴゼン,キングカメハメハ,-2.419998637919362,8
5,6,6,ヤウガウ,セ9,58.0,江田照,金成,498(+2),美浦,2017105433,00689,ゴールドアリュール,テスティコ,Tiznow,-4.105177419377798,10
6,7,7,サノノワンダー,牡4,57.0,戸崎圭,栗田,526(-2),美浦,2022102039,05386,ヘニーヒューズ,プレトリアン,キングヘイロー,-1.2628787933049697,5
7,7,8,シグムンド,牡5,58.0,原,岩戸,512(+4),美浦,2021106353,01184,アポロキングダム,アポロプリンセス,カネヒキリ,-1.3457232028426072,6
8,8,9,デファイ,牝5,56.0,佐々木,斎藤誠,474(+14),美浦,2021104421,01197,ヴィクトワールピサ,ピサノベッテル,クロフネ,-3.104452401242972,9
9,8,10,フィールオーサム,牝4,55.0,菅原明,岩戸,440(0),美浦,2022105925,01179,ルヴァンスレーヴ,フィールザプリティ,ブラックタイド,-0.6099821542133769,3
