,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,エンジョイドライブ,牡4,59.0,小野寺,宮本,464(-8),栗東,2022102713,01123,フォーウィールドライブ,プリンセスメイク,キャプテンスティーヴ
1,2,2,アルシミスト,セ5,57.0,▲坂口,浅利,518(+4),美浦,2021105805,01211,オルフェーヴル,ミセスワタナベ,Tapizar
2,3,3,ユナホークパワー,牝4,57.0,▲小林凌,和田雄,450(0),美浦,2022105927,01177,イスラボニータ,ラブリーアモン,ソングオブウインド
3,3,4,メイショウゲキリン,牡7,60.0,小牧加,笹田,524(-2),栗東,2019104092,01196,キズナ,メイショウスズラン,キングカメハメハ
4,4,5,フォルガイル,牡5,60.0,五十嵐,加藤和,452(+8),美浦,2021101164,01069,レイデオロ,アディクション,ハーツクライ
5,4,6,ラキアレクサンダー,牡5,60.0,上野,竹内,536(+19),美浦,2021106128,01087,デクラレーションオブウォー,ヒシラガーディア,マンハッタンカフェ
6,5,7,ジオパーククラウン,牡6,60.0,難波,清水英,454(+2),美浦,2020106131,01066,サトノクラウン,ジオパーククイーン,バトルプラン
7,5,8,アバットゥータ,牡4,57.0,▲井上,中竹,464(0),栗東,2022101139,01151,ハービンジャー,グッディー,キングカメハメハ
8,6,9,プラウドヘリテージ,牡7,60.0,江田勇,田中剛,508(0),美浦,2019101875,01023,ジャスタウェイ,ゴールデンリーヴス,Tiznow
9,6,10,マテンロウノカゼ,牡5,60.0,森一,昆,486(-6),栗東,2021107052,01139,ドゥラメンテ,ゼフィランサス,キングヘイロー
10,7,11,モンツァフレイバー,牡4,59.0,草野,久保田,458(-4),美浦,2022103181,01113,エピファネイア,メープルフレイバー,キングカメハメハ
11,7,12,ミレニアムヒロイン,牝5,58.0,石神深,池上,462(+4),美浦,2021103480,01059,スクリーンヒーロー,エクラミレネール,マツリダゴッホ
12,8,13,ゴールデンステップ,牝5,58.0,金子,和田勇,498(+2),美浦,2021103555,01052,ブリックスアンドモルタル,ルミナスレッド,トーセンダンス
13,8,14,ディベルティスマン,牡4,59.0,伴,菊沢,524(+2),美浦,2022104000,01149,キズナ,レディオブキャメロット,モンジュー
