,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,リノルアナ,牡3,57.0,酒井,坂口,460(+4),栗東,2023102878,01034,ディーマジェスティ,リノマカナ,マンハッタンカフェ,-1.1894957423846533,13
1,1,2,ホウオウスカイハイ,牡3,57.0,古川吉,宮,486(0),栗東,2023103255,01015,ダノンプレミアム,ユキノヴィーナス,グラスワンダー,0.12199054020336932,6
2,2,3,イクオクコウネン,牡3,57.0,ルメール,斉藤崇,516(0),栗東,2023105458,05339,スワーヴリチャード,ノッツダルジェント,バゴ,-0.6511170044707576,11
3,2,4,ペプチドアバンス,牡3,57.0,富田,小椋,482(+6),栗東,2023101356,01168,サトノダイヤモンド,ペプチドプラム,ロードカナロア,-1.3526710210143091,14
4,3,5,ステインアライヴ,牝3,55.0,鮫島駿,中村,426(0),栗東,2023105364,01157,キタサンブラック,ビーコンターン,Shamardal,0.666842377314415,2
5,3,6,フォルストランキル,牝3,55.0,岩田望,池江,412(+2),栗東,2023107270,01174,キタサンブラック,ムーンティアーズ,Kendargent,0.8802120861405466,1
6,4,7,マイラヴノリピー,牝3,55.0,荻野琢,秋山,458(-26),栗東,2023106112,01112,キズナ,ミザイ,クロフネ,-1.5199780244054346,15
7,4,8,プレスリリース,牡3,57.0,川田,中内田,488(0),栗東,2023105809,01088,ダノンスマッシュ,デルフィーノ,ハーツクライ,-0.6099270167647003,10
8,5,9,レディトゥアタック,牡3,57.0,西塚,清水久,536(0),栗東,2023104382,01200,デクラレーションオブウォー,オールスマイル,エンパイアメーカー,-0.16387392191196276,7
9,5,10,ジェンティール,牡3,54.0,▲田山,須貝,494(0),栗東,2023106636,01220,シルバーステート,アンコンソールド,Smart Strike,-0.5634584751834674,9
10,6,11,ラヴィニール,牝3,55.0,北村友,武英,460(+12),栗東,2023107047,01102,キズナ,シンプリーラヴィシング,Laoban,0.5818567200781719,4
11,6,12,フィニステーレ,牝3,55.0,斎藤,辻野,462(0),栗東,2023102247,01178,ゴールドシップ,ランドネ,Blame,0.5822544757453579,3
12,7,13,レイアン,牝3,52.0,▲和田陽,笹田,426(0),栗東,2023103887,01223,サートゥルナーリア,エトワール,Siyouni,-0.9107956594806571,12
13,7,14,ストラドーネ,牡3,55.0,△柴田裕,中竹,414(-10),栗東,2023103586,01212,マインドユアビスケッツ,ランブリングアレー,ディープインパクト,-3.500460436833718,18
14,7,15,ハクサンリング,牡3,57.0,小沢,緒方,488(-6),栗東,2023100197,01185,ハクサンムーン,アピアリング,ステイゴールド,-2.937434448666197,17
15,8,16,ハムタン,牡3,57.0,武豊,武幸,466(-2),栗東,2023103373,00666,エピファネイア,カレンブーケドール,ディープインパクト,-0.3876907576296771,8
16,8,17,ダイナソーコー,牡3,57.0,高杉,藤岡健,448(+4),栗東,2023103548,01213,ハービンジャー,ベラフォレスタ,ゼンノロブロイ,-1.690309613853229,16
17,8,18,バックドラフト,牡3,57.0,坂井,友道,460(0),栗東,2023105323,01163,キタサンブラック,ファディラー,Monsun,0.22358724173191427,5
