,0,1,2,3
202204010101,単勝,3,390,1
202204010101,複勝,3,160,1
202204010101,複勝,12,210,4
202204010101,複勝,14,350,8
202204010101,枠連,3-7,790,1
202204010101,馬連,3-12,1370,1
202204010101,ワイド,3-12,580,2
202204010101,ワイド,3-14,980,9
202204010101,ワイド,12-14,1140,11
202204010101,馬単,3→12,2620,3
202204010101,三連複,3-12-14,4690,6
202204010101,三連単,3→12→14,17960,18
202204010102,単勝,6,250,1
202204010102,複勝,6,110,1
202204010102,複勝,1,140,2
202204010102,複勝,4,160,4
202204010102,枠連,1-5,370,1
202204010102,馬連,1-6,400,1
202204010102,ワイド,1-6,180,1
202204010102,ワイド,4-6,320,2
202204010102,ワイド,1-4,370,4
202204010102,馬単,6→1,700,1
202204010102,三連複,1-4-6,850,1
202204010102,三連単,6→1→4,2660,1
202204010103,単勝,9,480,4
202204010103,複勝,9,150,3
202204010103,複勝,2,150,4
202204010103,複勝,12,140,2
202204010103,枠連,2-7,920,6
202204010103,馬連,2-9,1110,5
202204010103,ワイド,2-9,330,5
202204010103,ワイド,9-12,410,6
202204010103,ワイド,2-12,270,2
202204010103,馬単,9→2,2270,11
202204010103,三連複,2-9-12,1570,6
202204010103,三連単,9→2→12,10400,37
202204010104,単勝,7,170,1
202204010104,複勝,7,110,1
202204010104,複勝,5,150,3
202204010104,複勝,2,560,8
202204010104,枠連,5-7,540,3
202204010104,馬連,5-7,680,2
202204010104,ワイド,5-7,280,2
202204010104,ワイド,2-7,1170,13
202204010104,ワイド,2-5,1760,22
202204010104,馬単,7→5,780,2
202204010104,三連複,2-5-7,3050,10
202204010104,三連単,7→5→2,10330,30
202204010105,単勝,15,670,3
202204010105,複勝,15,190,3
202204010105,複勝,5,130,1
202204010105,複勝,11,470,7
202204010105,枠連,3-8,460,1
202204010105,馬連,5-15,710,2
202204010105,ワイド,5-15,320,2
202204010105,ワイド,11-15,1880,22
202204010105,ワイド,5-11,710,7
202204010105,馬単,15→5,1700,4
202204010105,三連複,5-11-15,3500,10
202204010105,三連単,15→5→11,17790,45
202204010106,単勝,8,820,4
202204010106,複勝,8,210,4
202204010106,複勝,12,150,3
202204010106,複勝,9,150,1
202204010106,枠連,4-6,1010,4
202204010106,馬連,8-12,1670,4
202204010106,ワイド,8-12,550,4
202204010106,ワイド,8-9,730,9
202204010106,ワイド,9-12,370,2
202204010106,馬単,8→12,3680,13
202204010106,三連複,8-9-12,2570,4
202204010106,三連単,8→12→9,17460,34
202204010107,単勝,2,190,1
202204010107,複勝,2,110,1
202204010107,複勝,3,130,2
202204010107,複勝,8,170,5
202204010107,馬連,2-3,360,1
202204010107,ワイド,2-3,160,1
202204010107,ワイド,2-8,270,2
202204010107,ワイド,3-8,540,10
202204010107,馬単,2→3,560,1
202204010107,三連複,2-3-8,730,1
202204010107,三連単,2→3→8,2270,3
202204010108,単勝,8,620,4
202204010108,複勝,8,220,4
202204010108,複勝,5,400,7
202204010108,複勝,4,180,2
202204010108,枠連,5-6,2390,14
202204010108,馬連,5-8,4220,16
202204010108,ワイド,5-8,1350,16
202204010108,ワイド,4-8,700,8
202204010108,ワイド,4-5,1460,19
202204010108,馬単,8→5,7810,31
202204010108,三連複,4-5-8,8940,39
202204010108,三連単,8→5→4,34310,126
202204010109,単勝,5,270,1
202204010109,複勝,5,120,1
202204010109,複勝,3,150,3
202204010109,複勝,11,130,2
202204010109,枠連,2-3,770,3
202204010109,馬連,3-5,720,3
202204010109,ワイド,3-5,260,2
202204010109,ワイド,5-11,210,1
202204010109,ワイド,3-11,280,3
202204010109,馬単,5→3,1310,3
202204010109,三連複,3-5-11,580,1
202204010109,三連単,5→3→11,3170,4
202204010110,単勝,10,240,1
202204010110,複勝,10,120,1
202204010110,複勝,5,530,9
202204010110,複勝,9,200,3
202204010110,枠連,4-7,910,3
202204010110,馬連,5-10,3250,9
202204010110,ワイド,5-10,1180,12
202204010110,ワイド,9-10,350,2
202204010110,ワイド,5-9,2450,32
202204010110,馬単,10→5,4200,13
