,式別,馬番,配当,人気
0,単勝,7,240,1
1,複勝,7,120,2
2,複勝,8,220,4
3,複勝,6,440,7
4,枠連,5-6,830,2
5,馬連,7-8,940,2
6,ワイド,7-8,340,2
7,ワイド,6-7,710,8
8,ワイド,6-8,1400,16
9,馬単,7→8,1290,3
10,3連複,6-7-8,4040,14
11,3連単,7→8→6,11840,33
