,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,シルヴァーデューク,セ5,60.0,小牧加,前川,栗東,2020100052,01196,シルバーステート  ,ヴァナディース  ,ロックオブジブラルタル  
1,2,2,シュバルツガイスト,牡5,60.0,伴,国枝,美浦,2020103575,01149,キタサンブラック  ,フリーティングスピリット  Fleeting Spirit(愛)  ,Invincible Spirit  (愛)  
2,3,3,ダスク,牡5,57.0,▲井上,石坂,栗東,2020106953,01151,シニスターミニスター  Sinister Minister(米)  ,フォルクスオーパー  ,テイエムオペラオー  
3,4,4,イーサンバーニング,牡6,60.0,小野寺,藤野,栗東,2019104192,01123,ホッコータルマエ  ,ターキッシュブルー  ,カリズマティック  Charismatic(米)  
4,5,5,ワカムシャ,牡3,56.0,▲水沼,矢野,美浦,2022106543,01201,バゴ  Bago(仏)  ,ナスノカツラ  ,ヴィクトワールピサ  
5,6,6,ゴールデンステップ,牝4,58.0,金子,和田勇,美浦,2021103555,01052,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ルミナスレッド  ,トーセンダンス  
6,6,7,ヴラディア,牡6,60.0,上野,小西,美浦,2019105578,01087,ラブリーデイ  ,ユメノトキメキ  ,マーベラスサンデー  
7,7,8,スマラグドス,牡5,60.0,田村,西園正,栗東,2020102798,01105,ハーツクライ  ,エメラルドスター  Emerald Star(英)  ,Mount Nelson  (英)  
8,7,9,ユイノコキュウ,牡4,60.0,大江圭,竹内,美浦,2021106583,01120,マジェスティックウォリアー  Majestic Warrior(米)  ,ベッキー  ,ブラックタイド  
9,8,10,スラーヴァ,牡4,57.0,▲坂口,高橋文,美浦,2021103916,01211,シャンハイボビー  Shanghai Bobby(米)  ,ポリアフ  ,キングカメハメハ  
10,8,11,ゴーツウキリシマ,牝5,58.0,黒岩,牧田,栗東,2020109148,01072,ナムラタイタン  ,エイシンドナウ  ,グラスワンダー  
