,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ブライテストドーン,セ6,60.0,草野,田島,524(0),美浦,2020102956,01113,マインドユアビスケッツ,デザートオブムーン,ゼンノロブロイ
1,2,2,シュハリ,牡6,60.0,大江圭,粕谷,466(0),美浦,2020105031,01120,カレンブラックヒル,キシャリ,Kris
2,3,3,ノイシュタット,牡4,57.0,▲水沼,杉浦,478(+8),美浦,2022105371,01201,ニューイヤーズデイ,スクエアゴールド,ステイゴールド
3,3,4,シャンデルナゴル,牡6,60.0,中村,石坂,496(0),栗東,2020103193,01101,サトノダイヤモンド,アガルタ,キングカメハメハ
4,4,5,ポワンキュルミナン,牡6,60.0,小牧加,岡田,434(+6),栗東,2020102955,01196,ロゴタイプ,ディオベルタ,フジキセキ
5,4,6,グローリーアテイン,セ5,60.0,上野,金成,500(+6),美浦,2021104950,01087,ヴィクトワールピサ,アンナミルト,マンハッタンカフェ
6,5,7,マテンロウノカゼ,牡5,60.0,森一,昆,486(0),栗東,2021107052,01139,ドゥラメンテ,ゼフィランサス,キングヘイロー
7,5,8,キムタックフェイス,牡4,59.0,田村,森田,486(+8),栗東,2022100727,01105,フィエールマン,ロンギングエレン,ロードカナロア
8,6,9,アバットゥータ,牡4,57.0,▲井上,中竹,470(-4),栗東,2022101139,01151,ハービンジャー,グッディー,キングカメハメハ
9,6,10,ニシノルアノーヴァ,牡4,59.0,伴,古賀,502(+8),美浦,2022102709,01149,リオンディーズ,ニシノリコルディ,ハーツクライ
10,7,11,ヒットアンドロール,牡5,60.0,石神深,田中勝,466(+2),美浦,2021104974,01059,ブリックスアンドモルタル,エオリアンハープ,キングカメハメハ
11,7,12,アンノウンウォリア,牡7,60.0,黒岩,平田,484(-4),栗東,2019100577,01072,マジェスティックウォリアー,セイユウヴィーナス,ハーツクライ
12,8,13,ヒノタマボーイ,牡6,57.0,▲坂口,和田雄,470(0),美浦,2020103021,01211,ヴィクトワールピサ,ブラッキーピサ,タイキシャトル
13,8,14,タガノバルコス,牡7,60.0,高田,秋山,486(+4),栗東,2019100549,01046,キタサンブラック,タガノレヴェントン,キングカメハメハ
