,2014110109
peds_0,ヘニーヒューズ Henny Hughes(米)
peds_1,Minny's Niece
peds_2,ヘネシー Hennessy(米)
peds_3,Meadow Flyer
peds_4,Quiet American
peds_5,Spectacular Affair
peds_6,Storm Cat (米)
peds_7,Island Kitty
peds_8,Meadowlake
peds_9,Shortley
peds_10,Fappiano
peds_11,Demure
peds_12,Spectacular Bid
peds_13,French Muff
peds_14,Storm Bird
peds_15,Terlingua
peds_16,Hawaii
peds_17,T. C. Kitten
peds_18,Hold Your Peace
peds_19,Suspicious Native
peds_20,Hagley
peds_21,Short Winded
peds_22,Mr. Prospector
peds_23,Killaloe
peds_24,Dr. Fager
peds_25,Quiet Charm
peds_26,Bold Bidder
peds_27,Spectacular
peds_28,Roberto
peds_29,Befuddled
peds_30,Northern Dancer
peds_31,South Ocean
peds_32,Secretariat
peds_33,Crimson Saint
peds_34,Utrillo
peds_35,Ethane
peds_36,Tom Cat
peds_37,Needlebug
peds_38,Speak John
peds_39,Blue Moon
peds_40,Raise a Native
peds_41,Be Suspicious
peds_42,Olden Times
peds_43,Teo Pepi
peds_44,Harvest Singing
peds_45,Wild Cloud
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Dr. Fager
peds_49,Grand Splendor
peds_50,Rough'n Tumble
peds_51,Aspidistra
peds_52,Nearctic
peds_53,Cequillo
peds_54,Bold Ruler
peds_55,High Bid
peds_56,Promised Land
peds_57,Stop On Red
peds_58,Hail to Reason
peds_59,Bramalea
peds_60,Tom Fool
peds_61,Bemuse
