,2017101078
peds_0,ローズキングダム
peds_1,タニノピカンテ
peds_2,キングカメハメハ
peds_3,ローズバド
peds_4,カーネギー Carnegie(愛)
peds_5,タニノデザート
peds_6,Kingmambo (米)
peds_7,マンファス Manfath(愛)
peds_8,サンデーサイレンス Sunday Silence(米)
peds_9,ロゼカラー
peds_10,Sadler's Wells (米)
peds_11,Detroit
peds_12,サンシー
peds_13,タニノシーバード Tanino Sea-Bird(米)
peds_14,Mr. Prospector
peds_15,Miesque
peds_16,ラストタイクーン
peds_17,Pilot Bird
peds_18,Halo
peds_19,Wishing Well
peds_20,Shirley Heights
peds_21,ローザネイ
peds_22,Northern Dancer
peds_23,Fairy Bridge
peds_24,Riverman
peds_25,Derna
peds_26,Sanctus
peds_27,Wordys
peds_28,Sea-Bird
peds_29,Flaxen
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Nureyev
peds_33,Pasadoble
peds_34,トライマイベスト
peds_35,Mill Princess
peds_36,Blakeney
peds_37,The Dancer
peds_38,Hail to Reason
peds_39,Cosmah
peds_40,Understanding
peds_41,Mountain Flower
peds_42,Mill Reef
peds_43,Hardiemma
peds_44,Lyphard
peds_45,Riviere Doree
peds_46,Nearctic
peds_47,Natalma
peds_48,Bold Reason
peds_49,Special
peds_50,Never Bend
peds_51,River Lady
peds_52,Sunny Boy
peds_53,Miss Barberie
peds_54,Fine Top
peds_55,Sanelta
peds_56,Worden
peds_57,Princesse d'Ys
peds_58,Dan Cupid
peds_59,Sicalade
peds_60,Graustark
peds_61,Flavia
