,2023107517
peds_0,Charlatan  (米)
peds_1,Nickel
peds_2,Speightstown  (米)
peds_3,Authenticity
peds_4,Unbridled's Song  (米)
peds_5,Consider It Done
peds_6,Gone West
peds_7,Silken Cat
peds_8,Quiet American
peds_9,Court of Appeal
peds_10,Unbridled
peds_11,Trolley Song
peds_12,Green Dancer
peds_13,Consider the Lily
peds_14,Mr. Prospector
peds_15,Secrettame
peds_16,Storm Cat
peds_17,Silken Doll
peds_18,Fappiano
peds_19,Demure
peds_20,Deputy Minister
peds_21,Appealing Missy
peds_22,Fappiano
peds_23,Gana Facil
peds_24,Caro
peds_25,Lucky Spell
peds_26,Nijinsky
peds_27,Green Valley
peds_28,Fappiano
peds_29,Top Corsage
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Secretariat
peds_33,Tamerett
peds_34,Storm Bird
peds_35,Terlingua
peds_36,Chieftain
peds_37,Insilca
peds_38,Mr. Prospector
peds_39,Killaloe
peds_40,Dr. Fager
peds_41,Quiet Charm
peds_42,Vice Regent
peds_43,Mint Copy
peds_44,リィフォー
peds_45,Out of Joint
peds_46,Mr. Prospector
peds_47,Killaloe
peds_48,Le Fabuleux
peds_49,Charedi
peds_50,フォルティノ
peds_51,Chambord
peds_52,Lucky Mel
peds_53,Incantation
peds_54,Northern Dancer
peds_55,Flaming Page
peds_56,Val de Loir
peds_57,Sly Pola
peds_58,Mr. Prospector
peds_59,Killaloe
peds_60,Topsider
peds_61,Corsage
