,2023107069
peds_0,サートゥルナーリア
peds_1,スカイダイヤモンズ Skye Diamonds(米)
peds_2,ロードカナロア
peds_3,シーザリオ
peds_4,First Dude
peds_5,Exonerated
peds_6,キングカメハメハ
peds_7,レディブラッサム
peds_8,スペシャルウィーク
peds_9,キロフプリミエール Kirov Premiere(英)
peds_10,Stephen Got Even
peds_11,Run Sarah Run
peds_12,ヨハネスブルグ Johannesburg(米)
peds_13,Ladies Night In
peds_14,Kingmambo
peds_15,マンファス
peds_16,Storm Cat
peds_17,サラトガデュー
peds_18,サンデーサイレンス
peds_19,キャンペンガール
peds_20,Sadler's Wells
peds_21,Querida
peds_22,A.P. Indy
peds_23,Immerse
peds_24,Smart Strike
peds_25,Breech
peds_26,ヘネシー
peds_27,Myth
peds_28,Peteski
peds_29,Ladies' Day
peds_30,Mr. Prospector
peds_31,Miesque
peds_32,ラストタイクーン
peds_33,Pilot Bird
peds_34,Storm Bird
peds_35,Terlingua
peds_36,Cormorant
peds_37,Super Luna
peds_38,Halo
peds_39,Wishing Well
peds_40,マルゼンスキー
peds_41,レディーシラオキ
peds_42,Northern Dancer
peds_43,Fairy Bridge
peds_44,Habitat
peds_45,Principia
peds_46,Seattle Slew
peds_47,Weekend Surprise
peds_48,Cox's Ridge
peds_49,Baroness Direct
peds_50,Mr. Prospector
peds_51,Classy 'n Smart
peds_52,Relaunch
peds_53,Scatter Plan
peds_54,Storm Cat
peds_55,Island Kitty
peds_56,オジジアン
peds_57,Yarn
peds_58,Affirmed
peds_59,ビベ
peds_60,Ascot Knight
peds_61,Show Lady
