,2023104537
peds_0,ミスターメロディ
peds_1,アンシェリゼ  Une Cherise(米)
peds_2,Scat Daddy  (米)
peds_3,Trusty Lady
peds_4,Curlin  (米)
peds_5,Lady Cerise
peds_6,ヨハネスブルグ  Johannesburg(米)
peds_7,Love Style
peds_8,Deputy Minister
peds_9,Klassy Kim
peds_10,Smart Strike  (加)
peds_11,Sherriff's Deputy
peds_12,Honor Grades
peds_13,Lady Inverness
peds_14,ヘネシー
peds_15,Myth
peds_16,Mr. Prospector
peds_17,Likeable Style
peds_18,Vice Regent
peds_19,Mint Copy
peds_20,Silent Screen
peds_21,クールアライヴァル
peds_22,Mr. Prospector
peds_23,Classy 'n Smart
peds_24,Deputy Minister
peds_25,Barbarika
peds_26,Danzig
peds_27,Weekend Surprise
peds_28,Red Ryder
peds_29,Careful
peds_30,Storm Cat
peds_31,Island Kitty
peds_32,オジジアン
peds_33,Yarn
peds_34,Raise a Native
peds_35,Gold Digger
peds_36,Nijinsky
peds_37,Personable Lady
peds_38,Northern Dancer
peds_39,Victoria Regina
peds_40,Bunty's Flight
peds_41,Shakney
peds_42,Prince John
peds_43,Prayer Bell
peds_44,Relaunch
peds_45,Irish Arrival
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Smarten
peds_49,No Class
peds_50,Vice Regent
peds_51,Mint Copy
peds_52,Bates Motel
peds_53,War Exchange
peds_54,Northern Dancer
peds_55,Pas de Nom
peds_56,Secretariat
peds_57,Lassie Dear
peds_58,Raise a Native
peds_59,Gold Digger
peds_60,Tampa Trouble
peds_61,Hold Harmless
