,2014100739
peds_0,ステイゴールド
peds_1,マイネトゥインクル
peds_2,サンデーサイレンス Sunday Silence(米)
peds_3,ゴールデンサッシュ
peds_4,ムタファーウエク Mutafaweq(米)
peds_5,マイネブリリアン
peds_6,Halo
peds_7,Wishing Well
peds_8,ディクタス Dictus(仏)
peds_9,ダイナサッシュ
peds_10,Silver Hawk
peds_11,ザケアテーカー The Caretaker(愛)
peds_12,サッカーボーイ
peds_13,タケノフラッグ
peds_14,Hail to Reason
peds_15,Cosmah
peds_16,Understanding
peds_17,Mountain Flower
peds_18,Sanctus
peds_19,Doronic
peds_20,ノーザンテースト
peds_21,ロイヤルサッシュ
peds_22,Roberto
peds_23,Gris Vitesse
peds_24,Caerleon
peds_25,Go Feather Go
peds_26,ディクタス
peds_27,ダイナサッシュ
peds_28,ニホンピロウイナー
peds_29,トキノカホウ
peds_30,Turn-to
peds_31,Nothirdchance
peds_32,Cosmic Bomb
peds_33,Almahmoud
peds_34,Promised Land
peds_35,Pretty Ways
peds_36,Montparnasse
peds_37,Edelweiss
peds_38,Fine Top
peds_39,Sanelta
peds_40,Worden
peds_41,Dulzetta
peds_42,Northern Dancer
peds_43,Lady Victoria
peds_44,Princely Gift
peds_45,Sash of Honour
peds_46,Hail to Reason
peds_47,Bramalea
peds_48,Amerigo
peds_49,Matchiche
peds_50,Nijinsky
peds_51,Foreseer
peds_52,ゴーマーチング
peds_53,Feather Bed
peds_54,Sanctus
peds_55,Doronic
peds_56,ノーザンテースト
peds_57,ロイヤルサッシュ
peds_58,スティールハート
peds_59,ニホンピロエバート
peds_60,テューダーペリオッド
peds_61,トキノシャトー
