,2016105103
peds_0,ディープインパクト
peds_1,ダルタヤ Daltaya(仏)
peds_2,サンデーサイレンス Sunday Silence(米)
peds_3,ウインドインハーヘア Wind in Her Hair(愛)
peds_4,Anabaa
peds_5,Daltaiyma
peds_6,Halo
peds_7,Wishing Well
peds_8,Alzao
peds_9,Burghclere
peds_10,Danzig
peds_11,Balbonella
peds_12,Doyoun
peds_13,Daltawa
peds_14,Hail to Reason
peds_15,Cosmah
peds_16,Understanding
peds_17,Mountain Flower
peds_18,Lyphard
peds_19,Lady Rebecca
peds_20,Busted
peds_21,Highclere
peds_22,Northern Dancer
peds_23,Pas de Nom
peds_24,ゲイメセン
peds_25,Bamieres
peds_26,Mill Reef
peds_27,Dumka
peds_28,Miswaki
peds_29,Damana
peds_30,Turn-to
peds_31,Nothirdchance
peds_32,Cosmic Bomb
peds_33,Almahmoud
peds_34,Promised Land
peds_35,Pretty Ways
peds_36,Montparnasse
peds_37,Edelweiss
peds_38,Northern Dancer
peds_39,Goofed
peds_40,Sir Ivor
peds_41,Pocahontas
peds_42,Crepello
peds_43,Sans le Sou
peds_44,Queen's Hussar
peds_45,Highlight
peds_46,Nearctic
peds_47,Natalma
peds_48,Admiral's Voyage
peds_49,Petitioner
peds_50,Vaguely Noble
peds_51,Gay Missile
peds_52,Riverman
peds_53,Bergamasque
peds_54,Never Bend
peds_55,Milan Mill
peds_56,Kashmir
peds_57,Faizebad
peds_58,Mr. Prospector
peds_59,Hopespringseternal
peds_60,クリスタルパレス
peds_61,Denia
