,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ハギノコラソン,牝4,53.0,小崎,寺島,474(+6),35.8,10,栗東,2022100439,01152,ミッキーアイル,ハギノセゾン,シンボリクリスエス,-0.6079352906670349,14,0.008372447371715415,5,-0.8738773926120433,12,-1.9635161639269678,14,0.007313362105404065,0.021877175013862913
1,1,2,ボウウィンドウ,牝4,55.0,ルメール,武井,472(0),2.1,1,美浦,2022105002,05339,サートゥルナーリア,フローレスマジック,ディープインパクト,2.108661693458963,2,-0.03850732085848879,15,-1.0379249287317305,13,-0.011437320361814158,5,0.051510308048888946,0.37295374547442484
2,2,3,バンフィエルド,牡7,53.0,柴田大,粕谷,426(-6),204.1,17,美浦,2019104531,01009,オルフェーヴル,エヴィータアルゼンティーナ,Candy Ride,-0.7511489852558746,17,0.014541662948476631,3,-0.5125162604968534,10,-2.4457831607239964,15,0.004515139591054128,0.0038373486795506722
3,2,4,ツルマウカタチ,牡5,55.0,嶋田,手塚久,480(+10),19.3,7,美浦,2021102106,01134,ヤングマンパワー,ハイタッチクイーン,キングヘイロー,-0.3785493081089845,8,1.215493555340526e-05,8,-0.3718223512575143,8,-0.8627920426715507,11,0.021986469064524502,0.04058045935213949
4,3,5,ロールザダイス,セ4,55.0,ミシェル,池江,462(-6),24.5,8,栗東,2022106626,05586,エピファネイア,エレーデ,ディープインパクト,-0.4636775549603841,11,-0.0019002664381754797,9,-1.2094241757398962,15,-1.0510818067682324,12,0.018213033379129988,0.031967463897807843
5,3,6,オリバナム,牝4,54.0,戸崎圭,斉藤崇,486(-4),31.0,9,栗東,2022100381,05386,ロジャーバローズ,ハマオリ,タートルボウル,-0.2632526740693896,7,0.010001258852771446,4,-0.20184957595949804,6,0.03721460939194334,4,0.05407834744586486,0.025264608564396523
6,4,7,ジャンビ,牝5,52.0,木幡育,勢司,470(+4),72.7,14,美浦,2021103878,01167,スクリーンヒーロー,グローバルフェイム,クロフネ,-0.7158035848527275,16,-0.0352822198401822,14,-0.037354048395597604,4,-2.951750478345892,17,0.002722277336160758,0.01077307930531351
7,4,8,ホウオウタイタン,牝4,55.0,丸山,須貝,500(+2),6.3,3,栗東,2022103278,01127,キズナ,レネーズタイタン,Bernstein,0.9043199647558913,3,-0.008997002508514039,10,0.06436882561229698,2,0.8743788549844412,2,0.12491057974595804,0.12431791515814161
8,5,9,バガン,牡8,55.0,岩田康,宮地,470(+2),109.7,15,栗東,2018106354,05203,バゴ,トーコーユズキ,ディープインパクト,-0.4790172959700368,12,-0.03344184342220073,13,-1.2215001654311242,16,-0.24431616122264635,7,0.040809018680322565,0.007139497406529555
9,5,10,ペッレグリーニ,セ5,55.0,内田博,手塚久,444(+2),50.0,13,美浦,2021105647,00422,レイデオロ,チャーチクワイア,ネオユニヴァース,-0.4288883768663001,9,0.016778961437483187,1,-0.2123811344666749,7,-0.2749363502304846,8,0.039578376219760694,0.015664057309925844
10,6,11,ティムール,牡6,55.0,原,中竹,482(-2),47.4,12,栗東,2020103048,01184,キズナ,ホワイトローズ,Tapit,-0.2492898023053241,6,0.00489463498478168,6,0.07666736342797822,1,0.2188781726094584,3,0.06485133113377682,0.016523267204563128
11,6,12,マイネルアズーロ,牡4,55.0,津村,鹿戸,470(0),14.0,5,美浦,2022100274,01092,ダノンバラード,ショウナンアオバ,キングカメハメハ,2.717489136146625,1,-0.014197296183582515,11,0.00845444690290617,3,2.1716989444742003,1,0.4571073243678547,0.05594306182116373
12,7,13,エリーナストーム,牝4,53.0,三浦,鹿戸,532(+8),16.2,6,美浦,2022105030,01122,サトノアラジン,プンタステラ,Elusive City,-0.4519019111424381,10,0.014651532571275303,2,-0.10522712728964623,5,-2.6868253139280363,16,0.003548035075405628,0.048345855894832854
13,7,14,カフェアローロ,牝5,52.0,石神道,古賀慎,518(+8),138.9,16,美浦,2021100469,01209,ダンカーク,カフェローレル,マンハッタンカフェ,-0.6768409708442371,15,-0.04376108206086011,17,-0.4107326251663158,9,-1.348610564021308,13,0.013525931573734568,0.005638609542809879
14,8,15,スピンザブラッド,牡5,55.0,松山,平岩,430(-6),41.3,11,美浦,2021105244,01126,ブリックスアンドモルタル,マンハッタンセレブ,サンデーサイレンス,-0.5185324585857887,13,-0.04136040723020897,16,-1.132468448306496,14,-0.8075515715480004,10,0.023235184259091907,0.01896374976988601
15,8,16,ピエナフェーヴル,牡4,56.0,田辺,萱野,472(+14),6.2,2,美浦,2022101175,01075,オルフェーヴル,ピエナフラッシュ,エイシンフラッシュ,0.26523477281691593,4,-0.02466733975734081,12,-1.3365185935976538,17,-0.5548084114762433,9,0.02991652049764553,0.12632304282198262
16,8,17,マイネルアレス,牡4,56.0,菊沢,相沢,456(-2),10.6,4,美浦,2022106817,01161,スクリーンヒーロー,リープフラウミルヒ,ステイゴールド,-0.010867353549874004,5,0.0001084756736827498,7,-0.8727442580097345,11,-0.211302452512161,6,0.04217876147542231,0.07388706278266909
