,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ハッピーラッキー,牡3,52.0,★河原田,武市,458(0),10.0,7,美浦,2023103137,1204,ウインブライト,スズカシャーマン,チチカステナンゴ,1.1108447953958256,3,0.0159954014980827,5,0.0107844707859256,3,0.1696789076128416,3,0.1469321771541311,0.0795357062048127
1,1,2,プリュノワール,牝5,56.0,横山武,浅利,460(+8),16.9,10,美浦,2021105747,1170,ロードカナロア,プチノワール,シングスピール,0.1277074549639215,8,-0.1823690145747805,16,-0.2559291656622325,6,-0.3249074922337134,4,0.0896026325385482,0.047062548050185
2,2,3,レッドカメリア,牝6,56.0,古川吉,佐藤吉,472(+6),53.8,14,美浦,2020100084,1015,レーヴミストラル,インブルーム,シンボリクリスエス,-0.8796852620571821,12,-0.1526608520390034,14,-0.7812426030757267,13,-1.4236608623608729,9,0.0298633307200324,0.0147835885139057
3,2,4,ニルマーネル,牝3,54.0,横山和,小島,410(-4),9.8,3,美浦,2023107231,1140,モーリス,ポロンナルワ,Rahy,0.3561004692114123,7,-0.1053991769877533,11,-0.3444114856188396,8,-0.484723231704776,5,0.0763683971776555,0.0811588838824619
4,3,5,グロリアスマーチ,牡3,56.0,鮫島駿,須貝,496(0),7.1,4,栗東,2023103680,1157,モーリス,ヴィクトリーマーチ,アグネスタキオン,0.5772769002345023,6,-0.058251983525991,8,-0.9623339390279008,15,-0.635070354950247,7,0.065708075837876,0.1120221214152292
5,3,6,ロードヴェルテクス,牡3,53.0,▲和田陽,奥村豊,460(+8),145.2,16,栗東,2023105813,1223,ドレフォン,ファイナライズ,ロードカナロア,-1.272143513506991,16,-0.1437058704935331,13,-1.2356946099390738,16,-3.6200431211383393,16,0.0033209439727471,0.0054776657165848
6,4,7,ミレニアルピンク,牝3,54.0,斎藤,安田,442(+12),22.8,9,栗東,2023105679,1178,ラブリーデイ,フライングレディ,ディープインパクト,-0.672214082170931,11,0.1176292834109754,1,-0.4509597468635264,9,-1.4629117317566107,11,0.0287138751613167,0.0348840816687775
7,4,8,ジーティーエスピ,牡4,58.0,丹内,中村,466(+2),11.0,8,栗東,2022103991,1091,ドゥラメンテ,トゥアーニー,Country Reel,1.4388430680411222,2,-0.0066055285544496,6,-0.134999819163021,5,0.3953120279891493,1,0.1841230383426855,0.0723051874589206
8,5,9,ラプランセス,牝3,54.0,横山琉,斎藤誠,472(+4),4.8,2,美浦,2023103733,1192,エピファネイア,レジーナドーロ,キングカメハメハ,0.6409496677841264,5,0.0419773255515672,3,0.0027489476398476,4,-1.9384640388904848,12,0.0178468701997622,0.1656993879266932
9,5,10,ハルヒメ,牝3,51.0,▲小林美,矢嶋,416(+6),6.4,5,美浦,2023103400,1206,マインドユアビスケッツ,ゴルトキルシェ,ステイゴールド,1.7997056811732857,1,-0.096900916902784,10,0.0402650629548176,2,0.2863557880732625,2,0.1651159543740401,0.1242745409450199
10,6,11,ペガサスノース,牝4,56.0,落合玄,高柳大,498(+4),76.4,15,栗東,2022101053,5578,ロードカナロア,マリンフェスタ,サクラバクシンオー,-1.2147221918730455,15,-0.062400818599703,9,-0.5325094382005636,10,-3.5301750704775072,15,0.0036332120610455,0.010410432749321
11,6,12,ペイシャアーサー,牡4,55.0,▲遠藤,本間,486(0),90.1,13,美浦,2022104221,1218,ビッグアーサー,ペイシャマリヤ,タイキシャトル,-1.1602644000908042,14,-0.130358169473365,12,-0.8071977003679627,14,-2.4988372707875617,14,0.0101904898936959,0.0088274923645741
12,7,13,ナンナンプー,牝4,56.0,石川倭,水野,472(+6),33.7,12,美浦,2022102878,5534,フィエールマン,シエルクレール,ダイワメジャー,-0.4334244212270391,10,-0.0155432922882155,7,-0.6648564299108836,12,-0.6962493830859845,8,0.061808618316953,0.0236010997640393
13,7,14,マグネシアブリック,セ4,58.0,北村友,中舘,462(+8),12.4,6,美浦,2022101920,1102,ブリックスアンドモルタル,テンダリーヴォイス,ディープインパクト,-0.349176013340776,9,0.06386590325433,2,-0.6120663090093128,11,-1.454255055300702,10,0.0289635208804984,0.0641416985522683
14,8,15,ツルノマイハシ,牝3,54.0,武豊,杉浦,466(0),6.0,1,美浦,2023103528,666,モーリス,ブリッツアウェイ,ディープインパクト,0.8571729644124174,4,0.0290940854284726,4,-0.2897542837757971,7,-0.5613201689562872,6,0.0707372298800797,0.1325595103413545
15,8,16,スプリングデイ,牝5,56.0,黛,伊藤大,434(-8),34.2,11,美浦,2021103322,1109,ディスクリートキャット,ヴァップ,ストーミングホーム,-0.9269711169498448,13,-0.174002699099588,15,0.1819944863606711,1,-1.9828739670135964,13,0.0170716334889319,0.0232560544458516
