,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ルアシュエル,牡2,55.0,落合玄,地方田中淳,468(+4),15.1,8, ,2024107393,05578,シュウジ,ミヤビペルラ,ロードカナロア,-0.6476582777921578,8,-0.05757858786327131,8,0.18038461046437024,1,-1.571586016038009,11,0.027822416865052175,0.0525113570231137
1,2,2,ルベルグラン,牝2,55.0,桑村真,地方角川秀,420(-8),45.5,10, ,2024105383,05411,ダノンスマッシュ,カインドリー,キズナ,-0.8503909799892272,10,-0.07915486377944514,10,-0.18781574900613646,7,-1.3171743257231594,9,0.03588264484592653,0.01742684595712125
2,3,3,ワールドエンジェル,牝2,55.0,横山和,橋田,442(+10),5.6,2,栗東,2024107239,01140,スワーヴリチャード,アースエンジェル,キンシャサノキセキ,0.8605207290786239,3,-0.011722455688123442,3,-0.17591808168413378,5,0.042648948271226936,2,0.1397810153759329,0.14159312340161015
3,4,4,スハッチェ,牝2,55.0,宮内勇,地方川島洋,446(-6),71.5,11, ,2024105617,05685,タニノフランケル,エコロナデシコ,ジャスタウェイ,-0.9053268441804234,12,-0.011722455688123442,3,-0.7468934713283527,11,-1.3450350805364926,10,0.03489672528097101,0.011089811063622612
4,5,5,ピンクゴールド,牝2,55.0,小野楓,地方小野望,454(-8),82.5,12, ,2024109031,05592,ヘンリーバローズ,ブルーフォレスト,パイロ,-0.888756583487719,11,-0.03147344210737101,5,-0.9329091837849484,12,-1.2445856315815267,8,0.03858418364111717,0.009611169588472931
5,5,6,トラデスカンティア,牝2,55.0,服部茂,地方松本隆,428(-6),39.2,9, ,2024101160,05286,シルバーステート,レヒーク,Muhaarar,-0.4808478288906888,7,0.0032566186628093133,1,-0.05800334529583961,3,-0.48654641496908313,4,0.08234202909180877,0.020227589057372874
6,6,7,ピクニックマーチ,牝2,55.0,木幡初,竹内,448(+8),12.9,7,美浦,2024101438,01153,シスキン,ラブリランテ,ディープブリランテ,-0.6499602630961058,9,-0.011722455688123442,3,0.008497283253900319,2,-1.976411973802107,12,0.018560136837657944,0.061466782251861765
7,6,8,タイフーンナイン,牝2,55.0,斎藤,柴田,444(+2),6.9,3,栗東,2024105166,01178,ダノンプレミアム,ハリケーンフラッグ,Storm Cat,0.18711553340132497,4,-0.032013334734708805,6,-0.17837494364199757,6,-0.5576173479891546,5,0.07669302195887069,0.11491615812304591
8,7,9,ムーンベリル,牝2,55.0,北村友,西村,462(+2),7.1,4,栗東,2024106276,01102,クリソベリル,クインズムーン,Gutaifan,-0.03855996580529161,5,-0.07915486377944514,10,-0.25554344725014955,8,-0.9884589801071343,6,0.04984753733806308,0.11167908324634039
9,7,10,ヌーンベルク,牝2,55.0,横山武,武井,438(+8),9.2,6,美浦,2024103505,01170,タワーオブロンドン,ウルド,ハービンジャー,1.94445135108881,1,-0.11026890639603232,12,-0.05923941620454929,4,0.9305613406304182,1,0.33967504632204454,0.08618711859228444
10,8,11,ラビリンスティアラ,牝2,55.0,石川倭,地方村上正,506(-12),8.8,5, ,2024101636,05534,サブノジュニア,スマートラビリンス,スマートファルコン,-0.2544174036744465,6,-0.06641486482423577,9,-0.25554344725014955,8,-1.1444454798443497,7,0.04264809444353817,0.09010471489193372
11,8,12,ウインガラハッド,牡2,55.0,丹内,宮,476(+4),2.8,1,栗東,2024103547,01091,ビッグアーサー,コスモメリー,アドマイヤジャパン,1.723830533347302,2,-0.0362996632350875,7,-0.4213578899583733,10,-0.16767890374104444,3,0.11326714799901699,0.2831862468032203
