,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ボンヌソワレ,牝4,56.0,川田,宮田,468(+2),4.9,2,美浦,2022105435,01088,レイデオロ,ノッテビアンカ,Kendargent,0.742582331996245,3,-1.0856940541054734,15,0.014787635324650718,4,-1.2417604339028312,15,0.03299865913081244,0.16153292099886368
1,2,2,ロードマイライフ,牡5,58.0,長岡,佐藤悠,510(+2),27.7,9,栗東,2021103312,01142,ロードカナロア,フェリス,ジャングルポケット,-0.650839923517009,11,0.47281329066874084,2,0.07634593525739496,2,-0.804023883629247,11,0.05112141443050875,0.028574415627957837
2,2,3,ビップジーニー,牡5,58.0,田山,松下,492(-2),42.0,12,栗東,2021105812,01220,サトノアラジン,ムーンライトダンス,Sinndar,-0.6234040387710851,10,-0.9228471301427352,14,-0.2508289145867551,10,-0.59332611563616,7,0.06311138912393548,0.01884550744986743
3,3,4,ブルクトーア,牡4,58.0,亀田,長谷川,498(0),18.6,8,栗東,2022104694,01176,Saxon Warrior,エルヴァス,Catcher In The Rye,0.33211113421318145,4,0.12878725264070465,4,0.021684875710059646,3,0.03372045724685531,1,0.11814915118486954,0.042554371660990964
4,3,5,チャンネルトンネル,牡5,58.0,団野,福永,472(+8),5.0,3,栗東,2021106369,01180,グレーターロンドン,ギャルソンヌ,Henrythenavigator,1.567346762614143,2,-0.07716936154448623,6,-0.15945181900623087,9,-0.09191123561184882,2,0.10420041651043271,0.15830226257888644
5,4,6,セシリエプラージュ,牝5,56.0,Ｍデムーロ,中村,426(-2),40.4,11,栗東,2021104941,05212,ブリックスアンドモルタル,アットザシーサイド,キングカメハメハ,-0.8704810001497488,15,-0.8391333901052266,12,-0.49508738808438185,13,-1.0004924530682664,13,0.042002742302809065,0.019591864180555252
6,4,7,コト,牝5,56.0,田口,野中,474(-2),28.2,10,栗東,2021101019,01208,キズナ,ニコール,キングカメハメハ,-0.6742792784342115,12,-0.8445557982368985,13,-0.7061944453883705,14,-0.8322958426953515,12,0.04969635147533529,0.02806777705299405
7,5,8,ダークエクリプス,牡7,58.0,松若,今野,482(0),74.5,15,栗東,2019106739,01154,ドゥラメンテ,スターズインハーアイズ,Woodman,-0.37567133154974286,8,-0.28506935136051037,7,-0.056798925235194295,7,-0.21917169486502774,4,0.09174891555301334,0.010624312924757478
8,5,9,モジャーリオ,牡4,58.0,菱田,斎藤誠,474(+6),15.6,6,美浦,2022106603,01144,リオンディーズ,テルメディカラカラ,ハービンジャー,-0.5854226692047303,9,0.5658459750099465,1,-0.30329370592048993,11,-1.2016503584756397,14,0.03434914074550307,0.05073790467272001
9,6,10,ポッドロワール,牡4,58.0,岩田望,畠山,510(-2),3.1,1,美浦,2022101573,01174,レイデオロ,レディヴァルール,Multiplex,2.6528851656863237,1,-0.4657759005943729,8,-0.02170088617829874,5,-0.16724863441443752,3,0.09663864642549691,0.25532622996594584
10,6,11,フライングブレード,牡6,58.0,幸,飯田,488(-2),60.6,14,栗東,2020100906,00732,ビッグアーサー,ルプス,キングズベスト,-0.7419022526347888,13,-0.4880232237963491,9,-0.4140959339794429,12,-0.658490796461457,8,0.05912989095550952,0.013061242787036832
11,7,12,ポエットリー,牝5,56.0,富田,平田,486(+2),60.1,13,栗東,2021105202,01168,ダイワメジャー,ブギーダモーレ,Rail Link,-0.827713405791961,14,0.07856505441040455,5,-0.10530353356730375,8,-0.7879591987180835,10,0.051949295868282105,0.013169905372619502
12,7,13,ユハンヌス,牡6,58.0,吉村,大久保,480(-2),17.7,7,栗東,2020110039,01216,Frankel,ミッドサマーフェア,タニノギムレット,-0.04189161949112926,6,-0.8045766344183295,11,-1.1584474949829768,15,-0.29366291583528475,5,0.08516277679638218,0.04471815327087187
13,8,14,ガンマジーティーピ,牡4,58.0,西村淳,渡辺,474(+4),8.9,4,栗東,2022106123,01171,カレンブラックヒル,ダームドゥラック,シンボリクリスエス,0.2645317170329709,5,-0.6306042903181792,10,0.20319697948199153,1,-0.5455429364869909,6,0.0662002623322009,0.08893385538139686
14,8,15,ユウファラオ,牡3,55.0,中井,森秀,482(-4),12.0,5,栗東,2023110065,01141,American Pharoah,Limari,Medaglia d'Oro,-0.16785159199845678,7,0.16985160021888612,3,-0.03877723308270395,6,-0.757780633418217,9,0.05354094716490873,0.065959276074536
