,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,カジカライズ,牡5,55.0,▲大久保,久保田,,美浦,2021106519,01194,シルバーステート,ジプシーマイラブ,Manduro,-1.1479590820428243,2
1,2,2,アルヘンティニータ,牝5,56.0,杉原,西村,,栗東,2021104455,01135,Constitution,ウェイトゥヴェルサイユ,Tizway,-1.5673894300597127,5
2,3,3,マオノクラッシュ,牝4,53.0,▲小林美,黒岩,,美浦,2022101864,01206,リアルインパクト,ネオヴェルザンディ,Temple City,-0.8623686330801412,1
3,3,4,イチトゼロノアイダ,牝4,53.0,▲舟山,石坂,,栗東,2022101607,01221,サンダースノー,トーホウルス,ディープインパクト,-1.6256932827078374,6
4,4,5,グッドヴァイブス,牡5,58.0,鮫島駿,高柳瑞,,美浦,2021101521,01157,シュヴァルグラン,インドリヤ,Stormy Atlantic,-2.720730738884812,8
5,4,6,シャーンゴッセ,セ6,56.0,△鷲頭,蛯名正,,美浦,2020106930,01202,イスラボニータ,ルーシーブライド,ブライアンズタイム,-1.426590350812921,3
6,5,7,スターチスブーケ,牝5,56.0,菊沢,田中勝,,美浦,2021110075,01161,Practical Joke,Sovereign Halo,Haynesfield,-4.0832548812116505,13
7,5,8,マカニ,牝4,53.0,▲石田,尾形,,美浦,2022104370,01203,ルヴァンスレーヴ,デヒアバーズ,デヒア,-3.3434630698155745,11
8,6,9,レネネト,牝4,53.0,▲田山,佐々木,,栗東,2022110062,01220,American Pharoah,Family Meeting,Sky Mesa,-4.173006868500927,14
9,6,10,エコロカディス,セ4,55.0,▲石神道,森一,,美浦,2022110126,01209,Global Campaign,Meadow Mystique,Ghostzapper,-2.895163737789365,10
10,7,11,クインズシフォン,牝4,56.0,丹内,和田郎,,美浦,2022103857,01091,デクラレーションオブウォー,ケイアイエーデル,トワイニング,-1.4392683239657433,4
11,7,12,ヨーグルトナン,牝4,55.0,☆西塚,井上,,栗東,2022100188,01200,ダンカーク,ナンヨークイーン,トワイニング,-3.6868650395557525,12
12,8,13,エコロレオナ,牝4,56.0,松本,森秀,,栗東,2022110110,01191,City of Light,Dana Point,Union Rags,-1.893890584389095,7
13,8,14,オコジュ,牝6,56.0,嶋田,矢嶋,,美浦,2020101265,01134,ロゴタイプ,マロンコート,ハービンジャー,-2.879323095029724,9
