,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,カニキュル,牝5,56.0,ルメール,菊沢,,美浦,2021104865,05339,エピファネイア,シャルール,ゼンノロブロイ,-0.663805654039208,3
1,2,2,ロジシルバー,牝6,56.0,野中,宮田,,美浦,2020109027,01158,シルバーステート,ヴルタヴァ,ロードカナロア,-3.0401498600446977,10
2,3,3,テリオスララ,牝4,55.0,武豊,田島,,美浦,2022104812,00666,シスキン,シャンドランジュ,マンハッタンカフェ,-0.9222319648830264,5
3,4,4,クリニクラウン,牝6,56.0,大野,小手川,,美浦,2020100934,01096,トビーズコーナー,ルナフォース,ディープブリランテ,-2.234979457224386,9
4,5,5,ミッキーツインクル,牝6,56.0,菅原明,中内田,,栗東,2020103487,01179,ドゥラメンテ,テーブルロンド,Astronomer Royal,-0.07819856181183579,1
5,6,6,レディベル,牝7,56.0,石川,辻,,美浦,2019106527,01150,キズナ,レディインディ,A.P. Indy,-3.3854330553184986,11
6,6,7,ミエスペランサ,牝5,56.0,三浦,池江,,栗東,2021105800,01122,リアルスティール,ミスエルテ,Frankel,-1.4053441606136905,6
7,7,8,バロッサヴァレー,牝6,56.0,津村,高野,,栗東,2020103553,01092,ハーツクライ,ピラミマ,Unbridled's Song,-0.44592678126566815,2
8,7,9,ルージュソリテール,牝4,55.0,横山武,藤原,,栗東,2022105157,01170,ロードカナロア,レッドオルガ,ディープインパクト,-0.8039825998028607,4
9,8,10,エバーハピネス,牝6,56.0,佐々木,久保田,,美浦,2020103240,01197,ドゥラメンテ,イルーシヴハピネス,Frankel,-1.8691291646328476,7
10,8,11,リンクスティップ,牝4,55.0,キング,西村,,栗東,2022105815,05643,キタサンブラック,ダンスウィズキトゥン,Kitten's Joy,-2.0317874146369492,8
