,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ルパヴィヨン,牝4,56.0,菊沢,小手川,476(+4),美浦,2022105279,01161,イスラボニータ,オーレリアズベル,Lemon Drop Kid,-2.366934552230818,8
1,1,2,ヴァージル,牡4,58.0,斎藤,小椋,466(+12),栗東,2022106912,01178,ビッグアーサー,ストームイメージ,ダンスインザダーク,-1.948064390156636,6
2,2,3,グランテレーズ,牝5,56.0,鮫島駿,渡辺,456(+4),栗東,2021102401,01157,シュヴァルグラン,アドマイヤテレサ,エリシオ,-1.758817053559974,4
3,2,4,ドライグ,牡6,56.0,△鷲頭,大根田,494(-2),栗東,2020101652,01202,ダノンレジェンド,ラヴィーゲラン,スペシャルウィーク,-3.257154042476863,13
4,3,5,レインオンミー,牡4,56.0,◇今村,福永,482(-2),栗東,2022104117,01193,リアルスティール,アルマリンピア,タイキシャトル,-2.239827738628869,7
5,3,6,パリコレジェンヌ,牝4,56.0,古川吉,鈴木孝,472(+2),栗東,2022104501,01015,ミスターメロディ,ビオレイメル,ワイルドラッシュ,-4.1007703079857425,17
6,4,7,タマモブラウンタイ,牡4,56.0,△柴田裕,角田,480(+6),栗東,2022106438,01212,ディスクリートキャット,タマモイヤリング,ブラックタイド,-3.0103079234673165,10
7,4,8,ヤマニンレセディ,牝4,56.0,横山琉,長谷川,462(+6),栗東,2022106605,01192,エピファネイア,ヤマニンアンプリメ,シニスターミニスター,-1.3588059336102902,2
8,5,9,ツィスカリーゼ,牡6,58.0,的場,的場,474(+6),美浦,2020102269,01108,リオンディーズ,アンドリエッテ,ディープインパクト,-1.7253827151817105,3
9,5,10,ランスオブプライム,牝5,56.0,国分恭,奥村豊,476(+2),栗東,2021104426,01124,エピファネイア,マイティティー,エンパイアメーカー,-3.2383446313602158,12
10,6,11,テクノデザイン,牝6,56.0,松本,千田,448(0),栗東,2020102950,01191,ロゴタイプ,テクニカルラン,アグネスタキオン,-3.7298998722993755,16
11,6,12,シャドフ,牝5,53.0,▲舟山,庄野,462(+2),栗東,2021105563,01221,スワーヴリチャード,シャンブルドット,Lope de Vega,-3.459645976082368,14
12,7,13,ジーティーエスピ,牡4,58.0,丹内,中村,472(0),栗東,2022103991,01091,ドゥラメンテ,トゥアーニー,Country Reel,-0.8355764378352998,1
13,7,14,ヒットザグラウンド,牝4,56.0,角田和,四位,448(+4),栗東,2022102406,01186,ファインニードル,ジェントルヴァウ,Broken Vow,-2.7330106522884,9
14,7,15,モルティフレーバー,牝4,56.0,小沢,清水久,478(+2),栗東,2022104901,01185,キタサンブラック,チャイマックス,Congrats,-1.91401050548295,5
15,8,16,シャインズオンユー,牡5,58.0,松若,藤野,460(+4),栗東,2021103535,01154,サトノクラウン,フローラルダンサー,ファスリエフ,-3.020227959197928,11
16,8,17,トモサカエ,牝5,56.0,中井,大竹,544(+2),美浦,2021101432,01141,アニマルキングダム,ブライダルブーケ,ゴールドアリュール,-4.271745445382579,18
17,8,18,フーレイ,牝7,56.0,富田,加藤公,470(+4),栗東,2019103672,01168,ビッグアーサー,ビーフィットウォー,ウォーエンブレム,-3.5328786135788968,15
