,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,タガノバルコス,牡7,60.0,高田,秋山,,栗東,2019100549,01046,キタサンブラック,タガノレヴェントン,キングカメハメハ
1,2,2,バラジ,セ7,60.0,小牧加,井上,,栗東,2019106698,01196,ヴァンセンヌ,シーダーアラジ,アラジ
2,3,3,アドアプローズ,牡5,60.0,上野,小手川,,美浦,2021107224,01087,ジャングルポケット,マーシフルレイン,キングカメハメハ
3,4,4,フォルガイル,牡5,57.0,▲水沼,加藤和,,美浦,2021101164,01201,レイデオロ,アディクション,ハーツクライ
4,5,5,ダスク,牡6,60.0,小野寺,宮本,,栗東,2020106953,01123,シニスターミニスター,フォルクスオーパー,テイエムオペラオー
5,5,6,アポロプラネット,牡7,60.0,草野,伊藤圭,,美浦,2019101264,01113,リオンディーズ,アポロノカンザシ,Ghostzapper
6,6,7,バルサムノート,牡6,60.0,森一,高野,,栗東,2020103276,01139,モーリス,エピセアローム,ダイワメジャー
7,6,8,ブランフォルテ,牡4,59.0,石神深,辻,,美浦,2022100527,01059,シルバーステート,トーセンバスケット,ブライアンズタイム
8,7,9,ボエーム,牡5,57.0,▲坂口,石栗,,美浦,2021100475,01211,アニマルキングダム,ラストマイア,ローエングリン
9,7,10,パーセルペーパー,牡5,60.0,江田勇,和田雄,,美浦,2021106840,01023,ロージズインメイ,ビジュティエ,オルフェーヴル
10,8,11,ヴォンヌヴォー,牝6,58.0,五十嵐,天間,,美浦,2020106585,01069,ドレフォン,ヴェイルオブクララ,ゼンノロブロイ
11,8,12,ディベルティスマン,牡4,59.0,伴,菊沢,,美浦,2022104000,01149,キズナ,レディオブキャメロット,モンジュー
