,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010803,1,8,10,アイビーチーキー,牡3,57,ゴンサル,0:1:54.3,,3-3-2-2,40.4,1.1,1,494,[東]加藤士津,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023106573,05675
202604010803,2,2,2,マイネルゼーロス,牡3,57,丹内祐次,0:1:54.8,3,1-1-1-1,41.6,6.9,2,486,[東]相沢郁,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023106474,01091
202604010803,3,1,1,ホシヅキヨ,牡3,54,石神深道,0:1:54.9,3/4,8-8-7-6,39.5,54.8,6,470,[東]柄崎将寿,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023104935,01209
202604010803,4,5,5,ザンテソーロ,牡3,57,菊沢一樹,0:1:55.5,3.1/2,6-5-5-5,40.8,29.9,5,450,[東]畠山吉宏,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023106733,01161
202604010803,5,6,6,セブンワンダーズ,牡3,57,斎藤新,0:1:56.2,4,3-4-4-4,41.7,8.9,3,468,[東]斎藤誠,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023100928,01178
202604010803,6,7,8,ブライトラン,牡3,53,河原田菜,0:1:58.1,大,2-2-2-3,44.2,64.9,7,494,[東]尾形和幸,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023100346,01204
202604010803,7,4,4,トクシーゼファー,牡3,57,横山琉人,0:1:58.5,2.1/2,6-5-6-6,43.6,24.0,4,494,[東]辻哲英,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023103647,01192
202604010803,8,8,9,ラブミーアゲイン,牝3,55,嶋田純次,0:1:58.5,クビ,8-8-9-9,42.2,120.1,8,422,[東]矢嶋大樹,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023106599,01134
202604010803,9,7,7,スナップジジ,牡3,55,鷲頭虎太,0:1:58.7,1,10-10-8-8,42.8,246.5,9,520,[東]堀内岳志,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023101469,01202
202604010803,10,3,3,エルヴ,牝3,52,川端海翼,0:2:03.0,大,5-5-9-10,46.7,259.0,10,452,[西]羽月友彦,ダート,1800,曇,稍重,2026年05月24日,未勝利,2023104086,01195
