,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010306,1,8,15,タイキアロハ,牡3,57,菊沢一樹,0:2:06.5,,6-6-6-6,36.1,21.3,6,486,[東]西田雄一,芝,2000,晴,良,2026年05月09日,未勝利,2023102183,01161
202604010306,2,5,9,ウインマニフィーク,牡3,54,石神深道,0:2:06.5,ハナ,8-9-7-7,35.9,2.8,1,466,[東]鈴木慎太,芝,2000,晴,良,2026年05月09日,未勝利,2023105862,01209
202604010306,3,3,5,フローレンスフーガ,牡3,57,小崎綾也,0:2:06.7,1.1/4,8-7-7-7,36.2,20.9,5,480,[西]四位洋文,芝,2000,晴,良,2026年05月09日,未勝利,2023101000,01152
202604010306,4,7,13,ダンツウルス,牡3,57,丸山元気,0:2:06.7,ハナ,3-3-3-3,36.6,3.0,2,460,[西]谷潔,芝,2000,晴,良,2026年05月09日,未勝利,2023102901,01127
202604010306,5,7,14,マコトアディントン,牡3,57,斎藤新,0:2:06.8,1/2,13-14-14-14,35.6,4.9,3,430,[西]前川恭子,芝,2000,晴,良,2026年05月09日,未勝利,2023102128,01178
202604010306,6,3,6,ホウオウライラック,牝3,52,小林美駒,0:2:06.8,ハナ,16-16-13-9,35.7,48.1,10,430,[東]高柳瑞樹,芝,2000,晴,良,2026年05月09日,未勝利,2023105618,01206
202604010306,7,2,4,ビップジョワ,牝3,55,丸田恭介,0:2:06.9,クビ,1-1-1-1,37.0,22.5,7,416,[東]高柳瑞樹,芝,2000,晴,良,2026年05月09日,未勝利,2023102511,01117
202604010306,8,6,11,オーブレーヌ,牝3,53,舟山瑠泉,0:2:06.9,クビ,13-12-11-9,35.9,30.1,8,388,[東]和田正一,芝,2000,晴,良,2026年05月09日,未勝利,2023106812,01221
202604010306,9,4,7,コスモペンタス,牝3,52,森田誠也,0:2:06.9,アタマ,3-5-3-3,36.7,328.9,16,414,[東]西田雄一,芝,2000,晴,良,2026年05月09日,未勝利,2023106482,01222
202604010306,10,6,12,ナイトバード,牡3,57,ゴンサル,0:2:07.0,クビ,10-9-10-9,36.2,8.8,4,432,[東]田村康仁,芝,2000,晴,良,2026年05月09日,未勝利,2023103429,05675
202604010306,11,5,10,ウールヴヘジン,牡3,57,西塚洸二,0:2:07.0,ハナ,2-2-2-2,37.0,104.8,12,420,[東]青木孝文,芝,2000,晴,良,2026年05月09日,未勝利,2023102442,01200
202604010306,12,1,2,チェイサー,牡3,56,長浜鴻緒,0:2:07.2,1.1/2,3-3-3-3,37.0,99.3,11,420,[東]相沢郁,芝,2000,晴,良,2026年05月09日,未勝利,2023104603,01214
202604010306,13,1,1,モロノディアマンテ,牡3,54,大久保友,0:2:07.4,3/4,6-7-7-9,36.8,327.3,14,422,[東]田中勝春,芝,2000,晴,良,2026年05月09日,未勝利,2023102890,01194
202604010306,14,2,3,クレインヴォイス,牡3,57,石川裕紀,0:2:07.9,3.1/2,10-9-11-13,36.9,149.6,13,436,[東]相沢郁,芝,2000,晴,良,2026年05月09日,未勝利,2023106789,01150
202604010306,15,8,16,ドナシュネル,牝3,52,和田陽希,0:2:08.0,クビ,10-12-15-15,36.6,328.6,15,434,[東]栗田徹,芝,2000,晴,良,2026年05月09日,未勝利,2023110050,01223
202604010306,16,4,8,トンデトンデトンデ,牡3,57,亀田温心,0:2:08.4,2.1/2,13-14-16-15,36.9,37.1,9,466,[西]北出成人,芝,2000,晴,良,2026年05月09日,未勝利,2023101914,01176
