,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010704,1,4,4,コレペティトール,セ6,57,井上敏樹,0:3:35.5,,3-3-1-1,13.1,1.4,1,476,[西]中竹和也,障害,3290,晴,稍重,2026年05月23日,オープン,2020103043,01151
202604010704,2,4,5,トゥラッタッタ,牡5,60,五十嵐雄,0:3:36.6,7,4-4-3-2,13.2,6.5,2,474,[東]新開幸一,障害,3290,晴,稍重,2026年05月23日,オープン,2021102973,01069
202604010704,3,3,3,サトノエピック,牡5,60,上野翔,0:3:36.9,1.1/2,5-5-4-3,13.2,6.8,3,536,[東]奥村武,障害,3290,晴,稍重,2026年05月23日,オープン,2021105271,01087
202604010704,4,8,12,パープルアドミラル,牡6,61,金子光希,0:3:37.9,6,8-7-6-5,13.2,28.5,5,452,[東]堀内岳志,障害,3290,晴,稍重,2026年05月23日,オープン,2020104328,01052
202604010704,5,2,2,サルサロッサ,牝7,57,土田真翔,0:3:40.3,大,8-9-7-6,13.4,135.5,13,460,[東]高柳瑞樹,障害,3290,晴,稍重,2026年05月23日,オープン,2019103100,01198
202604010704,6,5,7,ゲインサポート,セ5,60,中村将之,0:3:40.4,1/2,5-7-8-8,13.4,92.2,11,454,[西]秋山真一,障害,3290,晴,稍重,2026年05月23日,オープン,2021104590,01101
202604010704,7,6,8,ジーククローネ,セ6,61,草野太郎,0:3:40.6,1.1/4,10-10-8-8,13.4,37.5,7,456,[東]宮田敬介,障害,3290,晴,稍重,2026年05月23日,オープン,2020103537,01113
202604010704,8,1,1,トモジャシック,牡4,59,難波剛健,0:3:40.7,1/2,10-11-11-10,13.4,42.6,8,480,[西]大根田裕,障害,3290,晴,稍重,2026年05月23日,オープン,2022104293,01066
202604010704,9,8,13,ウイングランブルー,牡6,60,大江原圭,0:3:41.1,2.1/2,1-1-2-4,13.4,57.8,10,472,[東]深山雅史,障害,3290,晴,稍重,2026年05月23日,オープン,2020105211,01120
202604010704,10,5,6,グアラニア,牡5,60,伴啓太,0:3:41.2,1/2,2-2-5-6,13.4,13.0,4,510,[東]矢野英一,障害,3290,晴,稍重,2026年05月23日,オープン,2021103051,01149
202604010704,11,7,11,ダイスアローリング,牡5,60,小牧加矢,0:3:44.5,大,12-12-12-12,13.6,50.1,9,516,[東]古賀慎明,障害,3290,晴,稍重,2026年05月23日,オープン,2021104861,01196
202604010704,12,7,10,ケイテンアイジン,牡4,59,小坂忠士,0:3:45.4,5,7-5-8-11,13.7,94.4,12,500,[西]谷潔,障害,3290,晴,稍重,2026年05月23日,オープン,2022109119,01063
202604010704,13,6,9,ジオフロント,牡8,58,鷲頭虎太,0:3:45.4,クビ,13-13-13-13,13.7,29.2,6,482,[西]清水久詞,障害,3290,晴,稍重,2026年05月23日,オープン,2018104881,01202
