,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010107,1,1,1,レッドイステル,セ4,58,丹内祐次,0:1:55.2,,1-1-1-1,41.0,1.4,1,482,[西]宮地貴稔,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022103227,01091
202604010107,2,2,2,ソングコレクター,牝4,56,富田暁,0:1:55.4,1,2-2-2-2,41.1,14.7,5,494,[西]加藤公太,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022110143,01168
202604010107,3,8,14,サトノシャムロック,セ4,56,舟山瑠泉,0:1:55.6,1.1/2,3-6-3-3,41.1,9.8,2,500,[東]田中博康,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022104967,01221
202604010107,4,4,7,ブレスドナイル,牝4,54,今村聖奈,0:1:55.6,クビ,13-13-13-13,39.7,74.2,11,440,[西]茶木太樹,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022110061,01193
202604010107,5,3,4,メトロポリターナ,牝5,56,丸田恭介,0:1:55.8,1,8-7-7-7,41.0,158.7,14,494,[東]粕谷昌央,ダート,1800,晴,重,2026年05月02日,1勝クラス,2021110040,01117
202604010107,6,7,12,リュミナーズ,牝4,56,横山琉人,0:1:56.3,3,13-13-12-11,40.8,11.5,3,444,[東]堀内岳志,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022101465,01192
202604010107,7,5,8,ロードスカイブルー,牡4,58,ゴンサル,0:1:56.6,1.1/2,12-12-9-9,41.4,12.1,4,480,[東]和田勇介,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022100557,05675
202604010107,8,3,5,コスモフレディ,牡5,58,武藤雅,0:1:56.8,1.1/4,3-3-3-4,42.3,37.8,10,474,[東]水野貴広,ダート,1800,晴,重,2026年05月02日,1勝クラス,2021100730,01169
202604010107,9,2,3,サンディエゴ,セ4,58,斎藤新,0:1:57.4,3.1/2,3-3-3-4,42.9,26.3,8,488,[西]清水久詞,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022104982,01178
202604010107,10,6,10,ビリングス,セ4,58,嶋田純次,0:1:57.5,1/2,8-7-7-7,42.7,18.2,6,468,[東]手塚貴久,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022104930,01134
202604010107,11,5,9,ヴィーナスバブル,牝4,54,田山旺佑,0:1:57.5,ハナ,10-10-11-11,42.1,28.3,9,434,[西]東田明士,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022102957,01220
202604010107,12,7,13,サカイシューター,牡4,55,大久保友,0:1:58.2,4,13-15-15-15,42.0,323.2,15,492,[東]松永康利,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022110018,01194
202604010107,13,6,11,トラストエムシー,牡6,58,亀田温心,0:1:58.5,2,10-10-9-9,43.3,23.9,7,438,[西]北出成人,ダート,1800,晴,重,2026年05月02日,1勝クラス,2020103502,01176
202604010107,14,4,6,グロリアスヒーロー,セ7,58,菊沢一樹,0:1:58.8,2,3-3-3-4,44.3,131.0,13,474,[東]高木登,ダート,1800,晴,重,2026年05月02日,1勝クラス,2019105755,01161
202604010107,15,8,15,ヴィーデ,セ4,55,水沼元輝,0:2:00.0,7,7-9-13-14,44.2,89.5,12,470,[東]戸田博文,ダート,1800,晴,重,2026年05月02日,1勝クラス,2022100548,01201
