,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010507,1,6,9,シャンハイナイト,牝4,52,河原田菜,0:1:12.0,,11-10,35.9,9.3,5,474,[東]村田一誠,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022102347,01204
202604010507,2,8,12,オースミライト,牝4,56,加藤祥太,0:1:12.8,5,3-3,37.9,12.6,7,480,[西]宮本博,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022103610,01156
202604010507,3,8,13,アルバニー,牝5,54,舟山瑠泉,0:1:12.9,3/4,1-1,38.1,10.5,6,458,[西]千田輝彦,ダート,1200,晴,良,2026年05月16日,1勝クラス,2021105715,01221
202604010507,4,2,2,マダムイグレイン,牝4,54,今村聖奈,0:1:12.9,クビ,4-4,37.8,4.5,2,486,[西]飯田祐史,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022100203,01193
202604010507,5,4,4,クインズシャウラ,牝5,56,西塚洸二,0:1:13.2,1.1/2,9-9,37.6,8.1,4,432,[西]野中賢二,ダート,1200,晴,良,2026年05月16日,1勝クラス,2021103837,01200
202604010507,6,7,11,アルヘンティニータ,牝5,56,杉原誠人,0:1:13.5,2,4-4,38.4,15.7,8,434,[東]戸田博文,ダート,1200,晴,良,2026年05月16日,1勝クラス,2021104455,01135
202604010507,7,1,1,フルドド,牝4,56,西村淳也,0:1:13.7,1,8-7,38.2,2.7,1,460,[西]茶木太樹,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022100630,01171
202604010507,8,7,10,オッシレイション,牝4,54,柴田裕一,0:1:13.9,1,10-10,38.1,43.6,10,438,[西]岡田稲男,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022101707,01212
202604010507,9,4,5,ガールネクストドア,牝4,56,嶋田純次,0:1:14.1,1.1/4,6-6,38.7,31.4,9,462,[東]佐藤吉勝,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022103326,01134
202604010507,10,5,7,トルティーナ,牝4,56,野中悠太,0:1:14.8,4,12-12,38.3,259.3,13,492,[東]高橋文雅,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022106102,01158
202604010507,11,5,6,パーティーガール,牝4,53,遠藤汰月,0:1:15.0,1.1/4,6-7,39.7,143.9,11,484,[東]伊藤伸一,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022106420,01218
202604010507,12,6,8,ヴィヴァラリス,牝4,56,菊沢一樹,0:1:15.4,2.1/2,12-12,38.9,195.7,12,408,[東]尾関知人,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022102749,01161
202604010507,13,3,3,ペイシャマリーン,牝4,53,小林美駒,0:1:17.6,大,2-2,42.8,7.5,3,450,[東]菊川正達,ダート,1200,晴,良,2026年05月16日,1勝クラス,2022100046,01206
