,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010607,1,6,8,ベネスピラ,牡4,58,荻野極,0:2:01.4,,1-1,34.2,2.6,1,452,[東]鹿戸雄一,芝,2000,晴,良,2026年05月17日,1勝クラス,2022102745,01160
202604010607,2,4,4,コスモアチーブ,牡4,58,石川裕紀,0:2:01.5,3/4,10-11,33.4,13.8,5,472,[東]相沢郁,芝,2000,晴,良,2026年05月17日,1勝クラス,2022106792,01150
202604010607,3,8,12,ダノンアトラス,牡5,56,舟山瑠泉,0:2:01.5,クビ,9-9,33.4,2.9,2,410,[西]橋口慎介,芝,2000,晴,良,2026年05月17日,1勝クラス,2021105113,01221
202604010607,4,1,1,マイネルアウルム,牡4,55,石神深道,0:2:01.5,ハナ,7-7,33.7,6.4,3,448,[東]伊藤伸一,芝,2000,晴,良,2026年05月17日,1勝クラス,2022106811,01209
202604010607,5,7,11,ウインボレロ,牡5,58,武藤雅,0:2:01.7,1.1/4,2-2,34.4,16.7,6,448,[東]水野貴広,芝,2000,晴,良,2026年05月17日,1勝クラス,2021106203,01169
202604010607,6,3,3,ロジウムエポック,牡6,54,河原田菜,0:2:01.8,クビ,3-3,34.2,193.8,12,488,[東]村田一誠,芝,2000,晴,良,2026年05月17日,1勝クラス,2020104986,01204
202604010607,7,4,5,コンサートマスター,牡4,57,長浜鴻緒,0:2:01.9,1,10-12,33.3,55.0,9,484,[東]黒岩陽一,芝,2000,晴,良,2026年05月17日,1勝クラス,2022104595,01214
202604010607,8,7,10,ディーンズリスター,セ7,58,亀田温心,0:2:02.1,1,6-6,34.3,7.4,4,502,[西]斉藤崇史,芝,2000,晴,良,2026年05月17日,1勝クラス,2019105490,01176
202604010607,9,6,9,トラストモアリズム,牝4,54,今村聖奈,0:2:02.2,クビ,10-9,34.1,34.4,8,418,[東]高橋文雅,芝,2000,晴,良,2026年05月17日,1勝クラス,2022101620,01193
202604010607,10,5,6,コーラスライン,牝7,53,上里直汰,0:2:02.2,ハナ,7-7,34.3,281.7,13,450,[東]本間忍,芝,2000,晴,良,2026年05月17日,1勝クラス,2019104843,01217
202604010607,11,5,7,デビューフライト,牝4,53,遠藤汰月,0:2:02.4,1.1/2,13-13,33.6,102.0,11,440,[東]小島茂之,芝,2000,晴,良,2026年05月17日,1勝クラス,2022105123,01218
202604010607,12,2,2,アンドローゼス,牝5,56,丸山元気,0:2:03.2,5,3-3,35.7,27.9,7,466,[東]加藤士津,芝,2000,晴,良,2026年05月17日,1勝クラス,2021105911,01127
202604010607,13,8,13,ソリッドベーシス,セ4,58,菊沢一樹,0:2:04.2,6,3-3,36.5,86.9,10,486,[東]大和田成,芝,2000,晴,良,2026年05月17日,1勝クラス,2022105697,01161
