,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010310,1,3,3,スピンザブラッド,牡5,58,舟山瑠泉,0:1:47.9,,4-4,35.2,7.2,4,432,[東]萩原清,芝,1800,晴,良,2026年05月09日,1勝クラス,2021105244,01221
202604010310,2,6,8,ゴーゴータカシ,セ4,58,吉田隼人,0:1:48.0,1/2,1-1,36.1,8.7,5,486,[東]武井亮,芝,1800,晴,良,2026年05月09日,1勝クラス,2022102135,01095
202604010310,3,5,7,サトノラポール,セ4,58,ゴンサル,0:1:48.2,1.1/4,6-6,35.3,4.9,2,464,[東]鹿戸雄一,芝,1800,晴,良,2026年05月09日,1勝クラス,2022104786,05675
202604010310,4,4,5,トゥルーサクセサー,牡5,58,西塚洸二,0:1:48.2,ハナ,10-10,34.8,2.7,1,474,[東]高木登,芝,1800,晴,良,2026年05月09日,1勝クラス,2021103537,01200
202604010310,5,2,2,ドーギッド,牝4,56,古川奈穂,0:1:49.1,5,7-8,35.8,20.5,7,468,[西]矢作芳人,芝,1800,晴,良,2026年05月09日,1勝クラス,2022105766,01190
202604010310,6,7,11,ピティロディア,牡4,58,上里直汰,0:1:49.2,アタマ,2-2,36.8,42.8,10,454,[東]西田雄一,芝,1800,晴,良,2026年05月09日,1勝クラス,2022105400,01217
202604010310,7,1,1,ジャグアール,牡5,58,菊沢一樹,0:1:49.2,アタマ,3-2,36.8,13.8,6,462,[東]矢野英一,芝,1800,晴,良,2026年05月09日,1勝クラス,2021102717,01161
202604010310,8,6,9,テンドリームガール,牝4,56,石川裕紀,0:1:49.4,1.1/4,7-7,36.2,44.8,11,426,[東]矢野英一,芝,1800,晴,良,2026年05月09日,1勝クラス,2022106347,01150
202604010310,9,7,10,シャインフリーリー,牡4,58,長浜鴻緒,0:1:49.4,アタマ,9-8,36.0,55.3,13,470,[東]矢嶋大樹,芝,1800,晴,良,2026年05月09日,1勝クラス,2022101495,01214
202604010310,10,5,6,スピアッジャローザ,牝4,56,横山琉人,0:1:49.7,1.1/2,12-12,36.1,6.3,3,456,[東]蛯名利弘,芝,1800,晴,良,2026年05月09日,1勝クラス,2022103537,01192
202604010310,11,4,4,メイショウタクボク,牡6,58,長岡禎仁,0:1:49.7,ハナ,12-12,36.1,22.7,8,464,[西]高橋亮,芝,1800,晴,良,2026年05月09日,1勝クラス,2020104000,01142
202604010310,12,8,13,ワールドキッス,牡4,58,鮫島良太,0:1:50.5,5,10-10,37.0,51.1,12,454,[西]河嶋宏樹,芝,1800,晴,良,2026年05月09日,1勝クラス,2022104382,01099
202604010310,13,8,12,デビューフライト,牝4,56,石田拓郎,0:1:51.3,5,4-5,38.3,38.7,9,444,[東]小島茂之,芝,1800,晴,良,2026年05月09日,1勝クラス,2022105123,01203
