,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010212,1,2,3,タケルハーロック,牡4,58,亀田温心,0:1:11.7,,5-5,36.6,2.7,2,498,[西]高柳大輔,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022100333,01176
202604010212,2,6,10,リッキースタイル,牡4,56,舟山瑠泉,0:1:11.9,1.1/4,5-5,36.9,5.9,3,490,[東]水野貴広,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022103577,01221
202604010212,3,3,4,バルジール,牡4,58,吉田隼人,0:1:12.1,1.1/4,1-1,37.7,17.9,5,488,[東]久保田貴,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022105705,01095
202604010212,4,6,11,スーパーバイザー,牡5,58,菊沢一樹,0:1:12.1,ハナ,8-8,36.8,18.1,6,482,[東]菊沢隆徳,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2021101015,01161
202604010212,5,5,9,ワンウェイトゥヘル,牡4,58,長岡禎仁,0:1:12.2,クビ,2-2,37.5,10.0,4,468,[西]中村直也,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022102701,01142
202604010212,6,3,5,フルドド,牝4,56,ゴンサル,0:1:12.2,クビ,3-3,37.4,2.6,1,454,[西]茶木太樹,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022100630,05675
202604010212,7,4,6,ダディーズアイル,牡5,56,鷲頭虎太,0:1:12.4,1,13-13,36.6,50.6,9,482,[西]千田輝彦,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2021104673,01202
202604010212,8,5,8,シュネーグロッケン,牡4,58,小沢大仁,0:1:12.4,クビ,10-10,36.8,33.3,7,496,[西]清水久詞,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022104944,01185
202604010212,9,7,12,クインズメレンゲ,牝4,54,田山旺佑,0:1:12.7,1.1/2,3-3,37.8,36.7,8,464,[西]吉岡辰弥,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022103954,01220
202604010212,10,7,13,アイファーファイト,牡7,58,的場勇人,0:1:12.8,1/2,15-15,36.6,259.2,14,436,[東]的場均,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2019101233,01108
202604010212,11,4,7,クリノミニスター,牡7,58,丹内祐次,0:1:12.8,クビ,10-10,37.2,52.5,10,460,[西]荒川義之,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2019103285,01091
202604010212,12,8,15,サイコウダネ,牡5,54,河原田菜,0:1:13.3,2.1/2,5-5,38.2,159.2,12,452,[東]天間昭一,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2021102701,01204
202604010212,13,1,1,サイモンプレジール,牡5,55,森田誠也,0:1:13.6,2,13-14,37.8,235.4,13,476,[東]加藤和宏,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2021102798,01222
202604010212,14,8,14,ダイチラポール,牡4,56,永島まな,0:1:14.0,2.1/2,9-9,38.6,66.0,11,480,[東]蛯名利弘,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2022100076,01187
202604010212,15,2,2,ジャーニーメモリー,牡6,55,上里直汰,0:1:15.0,6,10-10,39.4,268.7,15,468,[東]粕谷昌央,ダート,1200,曇,稍重,2026年05月03日,1勝クラス,2020104437,01217
