,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010610,1,7,14,マリアイリダータ,牝4,56,舟山瑠泉,0:2:00.7,,5-5,33.3,2.5,1,454,[東]田中博康,芝,2000,晴,良,2026年05月17日,2勝クラス,2022105064,01221
202604010610,2,2,4,ホウオウシンデレラ,牝5,56,丸田恭介,0:2:01.0,1.3/4,7-5,33.6,22.3,8,472,[東]奥村武,芝,2000,晴,良,2026年05月17日,2勝クラス,2021103533,01117
202604010610,3,1,1,コンフォルツァ,牡4,58,丸山元気,0:2:01.0,アタマ,5-5,33.7,7.2,4,498,[西]松永幹夫,芝,2000,晴,良,2026年05月17日,2勝クラス,2022105421,01127
202604010610,4,5,9,クロシェットノエル,牝5,56,武藤雅,0:2:01.1,1/2,4-4,33.9,7.0,3,442,[東]戸田博文,芝,2000,晴,良,2026年05月17日,2勝クラス,2021101068,01169
202604010610,5,8,16,ズイウンゴサイ,牡5,58,小崎綾也,0:2:01.3,1,11-12,33.2,18.4,6,464,[東]武市康男,芝,2000,晴,良,2026年05月17日,2勝クラス,2021100597,01152
202604010610,6,5,10,ジェットブレード,牡4,58,富田暁,0:2:01.3,クビ,11-9,33.5,48.7,12,500,[東]青木孝文,芝,2000,晴,良,2026年05月17日,2勝クラス,2022103522,01168
202604010610,7,4,7,ワザモノ,牡8,58,黛弘人,0:2:01.3,ハナ,10-9,33.7,53.5,13,496,[東]尾関知人,芝,2000,晴,良,2026年05月17日,2勝クラス,2018103560,01109
202604010610,8,4,8,ハイディージェン,セ5,58,長浜鴻緒,0:2:01.4,クビ,2-2,34.5,204.9,16,474,[西]森田直行,芝,2000,晴,良,2026年05月17日,2勝クラス,2021103821,01214
202604010610,9,3,6,バンフィエルド,牡7,58,野中悠太,0:2:01.4,ハナ,3-2,34.5,202.2,15,434,[東]粕谷昌央,芝,2000,晴,良,2026年05月17日,2勝クラス,2019104531,01158
202604010610,10,6,11,ホウオウレイヴン,セ4,58,西塚洸二,0:2:01.6,1.1/4,14-14,33.4,35.6,10,454,[西]矢作芳人,芝,2000,晴,良,2026年05月17日,2勝クラス,2022105322,01200
202604010610,11,2,3,コスモアバンサ,牡6,58,石川裕紀,0:2:01.7,3/4,13-12,33.8,108.3,14,484,[東]清水英克,芝,2000,晴,良,2026年05月17日,2勝クラス,2020101337,01150
202604010610,12,8,15,パッションリッチ,牡4,58,斎藤新,0:2:01.7,クビ,8-9,33.9,4.7,2,496,[東]久保田貴,芝,2000,晴,良,2026年05月17日,2勝クラス,2022105390,01178
202604010610,13,3,5,フルレゾン,牝5,56,小沢大仁,0:2:01.7,アタマ,8-8,34.1,20.0,7,458,[西]池添学,芝,2000,晴,良,2026年05月17日,2勝クラス,2021104840,01185
202604010610,14,1,2,バードウォッチャー,牡5,58,横山琉人,0:2:01.8,1/2,1-1,35.2,38.6,11,474,[東]中舘英二,芝,2000,晴,良,2026年05月17日,2勝クラス,2021105375,01192
202604010610,15,6,12,ジャンビ,牝5,56,菊沢一樹,0:2:02.2,2,14-15,33.9,27.8,9,474,[東]勢司和浩,芝,2000,晴,良,2026年05月17日,2勝クラス,2021103878,01161
202604010610,中,7,13,タッチアンドムーブ,牡5,58,荻野極,0:,,16,,14.6,5,458,[東]栗田徹,芝,2000,晴,良,2026年05月17日,2勝クラス,2021105106,01160
