,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010802,1,2,3,アーガイルショア,牝3,55,斎藤新,0:1:12.5,,7-6,37.7,3.9,2,512,[西]安田翔伍,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023103718,01178
202604010802,2,1,1,ジュディーイメル,牝3,52,小林美駒,0:1:12.5,ハナ,1-1,38.2,2.3,1,442,[西]武英智,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023105116,01206
202604010802,3,7,13,メリオルヴィア,牝3,55,西塚洸二,0:1:12.9,2.1/2,3-3,38.4,5.0,3,444,[西]辻野泰之,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023103723,01200
202604010802,4,2,2,メイワメジェール,牝3,52,大久保友,0:1:13.0,3/4,2-2,38.7,20.3,7,466,[西]茶木太樹,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023100732,01194
202604010802,5,6,11,キャスケード,牝3,55,長岡禎仁,0:1:13.1,クビ,8-8,38.2,47.1,9,450,[西]高橋亮,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023102968,01142
202604010802,6,8,15,キタノプレミアム,牝3,55,中井裕二,0:1:13.1,クビ,3-3,38.6,7.2,4,452,[西]坂口智康,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023100598,01141
202604010802,7,3,5,ジュエルサンライズ,牝3,53,古川奈穂,0:1:13.2,クビ,9-9,37.9,36.6,8,478,[西]東田明士,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023104826,01190
202604010802,8,4,7,ヘヴンズドライブ,牝3,55,ゴンサル,0:1:13.3,3/4,6-6,38.6,19.6,6,410,[東]和田勇介,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023104438,05675
202604010802,9,4,6,キタノオンザバス,牝3,52,上里直汰,0:1:13.8,2.1/2,13-13,37.5,674.3,14,452,[東]蛯名利弘,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023104809,01217
202604010802,10,5,8,ミヤカグラ,牝3,52,石田拓郎,0:1:13.9,1/2,12-11,38.0,298.0,11,418,[東]田村康仁,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023105567,01203
202604010802,11,6,10,プラチナムディスク,牝3,53,舟山瑠泉,0:1:14.3,2.1/2,3-3,39.8,13.6,5,426,[東]小笠倫弘,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023102383,01221
202604010802,12,8,14,ブールドネージュ,牝3,52,遠藤汰月,0:1:14.6,2,11-11,39.1,621.8,13,446,[東]大和田成,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023106591,01218
202604010802,13,5,9,オダイ,牝3,55,野中悠太,0:1:14.7,3/4,9-10,39.5,298.2,12,428,[東]秋本大介,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023100892,01158
202604010802,14,7,12,ナムラカメコ,牝3,52,森田誠也,0:1:15.4,4,14-14,38.6,201.1,10,442,[西]飯田祐史,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023106230,01222
202604010802,除,3,4,ジョリュウジャンシ,牝3,55,菊沢一樹,0:,,,,---,,412,[東]石栗龍彦,ダート,1200,曇,稍重,2026年05月24日,未勝利,2023101251,01161
