,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010201,1,8,16,オモイヲノセテ,牝3,55,横山琉人,0:2:02.4,,12-12-9-9,35.5,8.4,5,460,[西]高橋義忠,芝,2000,晴,稍重,2026年05月03日,未勝利,2023103996,01192
202604010201,2,1,1,オートカリテ,牝3,55,富田暁,0:2:02.5,1/2,4-3-3-3,36.3,3.0,1,516,[東]牧光二,芝,2000,晴,稍重,2026年05月03日,未勝利,2023103555,01168
202604010201,3,5,10,マサハヤルージュ,牝3,52,和田陽希,0:2:02.5,クビ,5-5-6-4,36.0,63.9,12,424,[西]千田輝彦,芝,2000,晴,稍重,2026年05月03日,未勝利,2023103357,01223
202604010201,4,6,12,キコリータ,牝3,55,小沢大仁,0:2:02.6,1/2,15-15-12-11,35.4,5.5,3,412,[東]田中勝春,芝,2000,晴,稍重,2026年05月03日,未勝利,2023103321,01185
202604010201,5,2,4,フィールライクユー,牝3,53,舟山瑠泉,0:2:02.6,クビ,12-12-12-14,35.4,65.2,13,396,[西]森田直行,芝,2000,晴,稍重,2026年05月03日,未勝利,2023106157,01221
202604010201,6,2,3,サウンドファミリエ,牝3,55,石川裕紀,0:2:02.7,クビ,9-9-12-12,35.5,159.0,16,408,[東]和田正一,芝,2000,晴,稍重,2026年05月03日,未勝利,2023104254,01150
202604010201,7,7,14,フロンテアムーン,牝3,52,上里直汰,0:2:02.7,クビ,9-9-6-7,36.2,14.4,6,408,[東]奥村武,芝,2000,晴,稍重,2026年05月03日,未勝利,2023102172,01217
202604010201,8,7,13,ソフィア,牝3,55,丹内祐次,0:2:03.0,1.1/2,6-7-5-4,36.6,7.9,4,448,[東]鹿戸雄一,芝,2000,晴,稍重,2026年05月03日,未勝利,2023107088,01091
202604010201,9,3,6,ピアス,牝3,55,丸山元気,0:2:03.1,3/4,2-2-2-2,37.1,4.0,2,462,[東]森一誠,芝,2000,晴,稍重,2026年05月03日,未勝利,2023105443,01127
202604010201,10,4,7,リベルタアーラ,牝3,52,石神深道,0:2:03.1,アタマ,6-7-11-12,36.1,109.8,14,408,[東]深山雅史,芝,2000,晴,稍重,2026年05月03日,未勝利,2023107126,01209
202604010201,11,3,5,ティンブロポップ,牝3,55,ゴンサル,0:2:03.1,アタマ,16-16-16-16,35.3,119.1,15,426,[東]和田勇介,芝,2000,晴,稍重,2026年05月03日,未勝利,2023102065,05675
202604010201,12,6,11,チョコスコーン,牝3,53,田山旺佑,0:2:03.4,1.1/2,14-12-15-14,35.9,29.5,7,404,[東]林徹,芝,2000,晴,稍重,2026年05月03日,未勝利,2023107263,01220
202604010201,13,4,8,ワイドバヴァール,牝3,55,亀田温心,0:2:03.4,ハナ,3-3-3-4,37.2,46.6,10,460,[西]奥村豊,芝,2000,晴,稍重,2026年05月03日,未勝利,2023103910,01176
202604010201,14,8,15,ミズノミヤコ,牝3,51,河原田菜,0:2:03.5,1/2,1-1-1-1,37.6,39.4,8,410,[東]青木孝文,芝,2000,晴,稍重,2026年05月03日,未勝利,2023103051,01204
202604010201,15,5,9,コスモエーヴィヒ,牝3,55,菊沢一樹,0:2:03.7,1,9-11-6-8,37.1,48.2,11,448,[東]伊藤大士,芝,2000,晴,稍重,2026年05月03日,未勝利,2023106481,01161
202604010201,16,1,2,トレンドラド,牝3,52,石田拓郎,0:2:03.8,3/4,6-6-9-9,36.9,41.1,9,444,[東]伊藤大士,芝,2000,晴,稍重,2026年05月03日,未勝利,2023106087,01203
