,式別,馬番,配当,人気
0,単勝,5,680,5
1,複勝,5,220,5
2,複勝,6,160,1
3,複勝,4,170,3
4,枠連,4-5,500,2
5,馬連,5-6,1480,7
6,ワイド,5-6,560,8
7,ワイド,4-5,640,9
8,ワイド,4-6,470,5
9,馬単,5→6,3550,16
10,3連複,4-5-6,2710,8
11,3連単,5→6→4,17300,51
