,式別,馬番,配当,人気
0,単勝,14,180,1
1,複勝,14,110,1
2,複勝,3,230,5
3,複勝,5,160,2
4,枠連,2-7,1090,4
5,馬連,3-14,1250,4
6,ワイド,3-14,450,3
7,ワイド,5-14,240,1
8,ワイド,3-5,690,8
9,馬単,14→3,1560,4
10,3連複,3-5-14,1690,3
11,3連単,14→3→5,5770,6
