,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ゴージャス,牝4,56.0,浜中,四位,424(-4),栗東,2022106996,1115,ゴールドシップ,サトノジャスミン,Wilburn,-0.5545078803344672,13,-0.4813235149987304,12,,13,46.1,44.2,46.2,11
1,1,2,オタルグリーン,牝5,54.0,△柴田裕,中竹,456(0),栗東,2021105289,1212,ハービンジャー,レッドカチューシャ,ディープインパクト,0.107213581391474,9,-0.2791589557465268,2,,3,53.6,60.1,85.3,1
2,2,3,ナリノエンブレム,牝4,53.0,▲上里,加藤征,474(0),美浦,2022105269,1217,パドトロワ,オメガエンブレム,ウォーエンブレム,0.4222834208485442,6,-0.1829009999272225,17,,17,43.9,43.1,44.5,18
3,2,4,マーゴットカーラ,牝4,56.0,小崎,石坂,414(-2),栗東,2022100492,1152,エピファネイア,ベラルーナ,ディープインパクト,0.55256246670265,5,-0.1430990478850489,11,,1,47.3,83.4,46.8,10
4,3,5,ワンコールアウェイ,牝4,56.0,松若,杉山晴,452(+2),栗東,2022104180,1154,サートゥルナーリア,モーニングコール,ブライアンズタイム,1.1574490700685878,4,0.0417017189634102,4,,5,52.2,53.0,50.5,4
5,3,6,カンカール,牝5,56.0,西塚,藤野,468(-2),栗東,2021102303,1200,シャンハイボビー,ウィズペイシェンス,ネオユニヴァース,1.770936597572356,1,0.2291301806019869,16,,14,44.0,44.0,44.6,15
6,4,7,リトルスカーレット,牝4,56.0,亀田,柴田,494(+10),栗東,2022104779,1176,キズナ,コーラルプリンセス,クロフネ,-0.37383767475493,12,-0.4261264047437219,10,,9,47.8,45.9,47.3,8
7,4,8,アウクソー,牝6,56.0,秋山稔,平田,434(+2),栗東,2020103261,1181,サトノアラジン,ヴィリエルバクル,Sea The Stars Sea the Stars,0.3767457821926953,7,-0.1968133439884744,6,,10,48.9,45.9,47.3,9
8,5,9,テクノデザイン,牝6,56.0,富田,千田,434(-2),栗東,2020102950,1168,ロゴタイプ,テクニカルラン,アグネスタキオン,0.1838039007576962,8,-0.2557596116822253,13,,12,45.5,44.6,45.7,13
9,5,10,ガーデンプランナー,牝5,56.0,長岡,堀内,436(-12),美浦,2021101427,1142,サトノダイヤモンド,バートラムガーデン,サクラバクシンオー,1.5113368143566046,2,0.1498190522929644,15,,8,44.1,48.4,44.6,16
10,6,11,ビーグラッド,牝5,56.0,松本,岡田,444(0),栗東,2021100683,1191,エピファネイア,シャブリ,ディープインパクト,-1.5865536215041878,18,-0.7966269839953306,7,,4,48.8,53.5,45.9,12
11,6,12,ブルーミングローズ,牝4,56.0,小沢,高野,478(+10),栗東,2022105190,1185,サートゥルナーリア,ローザブランカ,クロフネ,-1.1203662805195154,15,-0.6542006554411629,3,,11,53.3,45.5,51.0,3
12,7,13,グランパリッシュ,牝5,53.0,▲大久保,畑端,446(-4),栗東,2021100708,1194,シュヴァルグラン,カネトシパリッシュ,Tapit,1.191855329899754,3,0.0522132812393898,18,,18,43.9,42.2,44.5,17
13,7,14,アンタノバラード,牝6,54.0,◇古川奈,伊藤大,446(-4),美浦,2020106963,1190,ダノンバラード,ヴァップ,ストーミングホーム,-1.3989147140749911,17,-0.7393008442022415,14,,15,45.0,43.8,45.1,14
14,7,15,ユメシバイ,牝4,53.0,▲小林美,松永幹,440(-8),栗東,2022103880,1206,ディスクリートキャット,ファートゥア,エピファネイア,-0.0732040261422845,10,-0.3342788939955683,5,,16,50.7,43.5,50.0,5
15,8,16,カウンティフェア,牝4,56.0,ディー,高野,456(-2),栗東,2022104121,5674,サートゥルナーリア,カウントオンイット,クロフネ,-0.5855938289473658,14,-0.4908206787810139,1,,2,88.0,60.7,64.9,2
16,8,17,マーシーラン,牝5,56.0,高杉,渡辺,458(-2),栗東,2021103901,1213,レッドファルクス,ラックアサイン,ハービンジャー,-0.3583928526767995,11,-0.4214078096417738,9,,6,48.1,49.3,48.5,6
17,8,18,デアリングエア,牝4,56.0,吉田隼,菊沢,456(+2),美浦,2022101896,1095,エピファネイア,デアリングバード,キングカメハメハ,-1.2228160848358238,16,-0.6855004102973217,8,,7,48.6,48.9,47.3,7
