,式別,馬番,配当,人気
0,単勝,15,300,2
1,複勝,15,120,3
2,複勝,12,120,2
3,複勝,7,110,1
4,枠連,6-8,870,3
5,馬連,12-15,840,3
6,ワイド,12-15,260,3
7,ワイド,7-15,190,2
8,ワイド,7-12,170,1
9,馬単,15→12,1180,5
10,3連複,7-12-15,340,1
11,3連単,15→12→7,2370,4
