,式別,馬番,配当,人気
0,単勝,7,200,1
1,複勝,7,110,1
2,複勝,12,140,2
3,複勝,15,230,4
4,枠連,4-6,290,1
5,馬連,7-12,290,1
6,ワイド,7-12,170,1
7,ワイド,7-15,470,2
8,ワイド,12-15,690,7
9,馬単,7→12,510,1
10,3連複,7-12-15,1540,3
11,3連単,7→12→15,4290,2
