,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,グラヴィテ,牝8,58.0,黒岩,藤野,502(+8),栗東,2018103603,01072,ネオユニヴァース,ファシネイト,キングカメハメハ
1,2,2,ナムラブーニン,牡5,57.0,▲井上,高橋一,470(+8),栗東,2021102420,01151,グレーターロンドン,パンドラズホープ,キングカメハメハ
2,3,3,ヴェールランス,牡7,60.0,五十嵐,田村,454(-6),美浦,2019104767,01069,キタサンブラック,ジュエラー,ヴィクトワールピサ
3,4,4,シルヴァーデューク,セ6,60.0,小牧加,前川,460(-4),栗東,2020100052,01196,シルバーステート,ヴァナディース,ロックオブジブラルタル
4,5,5,ボルタドマール,セ7,60.0,伴,古賀,522(-2),美浦,2019104842,01149,ストロングリターン,ハルマッタン,マンハッタンカフェ
5,5,6,ゴットリープ,牡6,57.0,▲坂口,栗田,478(+6),美浦,2020101319,01211,キンシャサノキセキ,アンタークティカ,コマンズ
6,6,7,ロワゾブルー,牝4,57.0,草野,小島,450(+16),美浦,2022103559,01113,ノヴェリスト,ヘレナモルフォ,ジャングルポケット
7,6,8,トモジャシック,牡4,59.0,難波,大根田,470(-8),栗東,2022104293,01066,タリスマニック,トモジャオール,エンパイアメーカー
8,7,9,レッドラグラス,牡6,60.0,西谷誠,中内田,492(0),栗東,2020103183,01005,リオンディーズ,アイスパステル,Shackleford
9,7,10,モズバンディット,牡6,60.0,中村,中尾,456(+2),栗東,2020101268,01101,ドレフォン,アマルティア,アドマイヤムーン
10,8,11,フォルガイル,牡5,57.0,▲水沼,加藤和,444(0),美浦,2021101164,01201,レイデオロ,アディクション,ハーツクライ
11,8,12,グランナヴィール,牡5,60.0,上野,堀内,540(0),美浦,2021101779,01087,ゴールドシップ,ウッドシップ,クロフネ
