,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ヴェントステラーレ,牝3,55.0,藤懸,田中克,栗東,2022104558,1138,サートゥルナーリア ,スターリーウインド ,ゼンノロブロイ ,-2.5960115268685553,16,-1.0105739547996815,16,,
1,1,2,メイショウアキカゼ,牝3,55.0,角田和,角田,栗東,2022103266,1186,ダノンレジェンド ,メイショウルンバ ,マツリダゴッホ ,-1.2770971946480796,13,-0.5920836095233667,13,,
2,2,3,ワンウェイトゥヘル,牡3,57.0,松山,中村,栗東,2022102701,1126,タワーオブロンドン ,アリアプーラ Aria Pura(豪) ,Flying Spur ,-0.34482735342489784,5,-0.2962752175656047,5,,
3,2,4,ハヤブサオヒメサマ,牝3,51.0,★河原田,渡辺,栗東,2022105973,1204,ロードカナロア ,フェアリーダンス ,アグネスタキオン ,1.32740370063189,1,0.2343222094983822,1,,
4,3,5,バイルシュタイン,牡3,57.0,幸,寺島,栗東,2022105042,732,ダンカーク Dunkirk(米) ,ペルレンケッテ ,ディープインパクト ,-0.6941531882864856,9,-0.407115994463558,9,,
5,3,6,メイショウテンテン,牡3,57.0,鮫島良,牧浦,栗東,2022105939,1099,コパノリッキー ,メイショウベルボン ,ディープブリランテ ,-1.1377602383980687,12,-0.5478721171570299,12,,
6,4,7,ロイヤルテール,牡3,57.0,小崎,畑端,栗東,2022100027,1152,レイデオロ ,マダムストーリー ,ストリートセンス Street Sense(米) ,-0.6479522903265705,8,-0.392456490607254,8,,
7,4,8,ブルゴーニュ,牝3,54.0,☆高杉,西園翔,栗東,2022103049,1213,フォーウィールドライブ Four Wheel Drive(米) ,エイシンスイーツ ,シンボリクリスエス ,-0.5792729198168863,6,-0.3706645873912435,6,,
8,5,9,アスターニルギリ,牡3,54.0,▲橋木,中竹,栗東,2022100205,1215,モーリス ,メイショウイザナミ ,パイロ Pyro(米) ,-1.47988531497301,15,-0.6564280998511347,15,,
9,5,10,テイエムダイタカ,牡3,57.0,国分優,小椋,栗東,2022103678,1125,ホッコータルマエ ,ベガグレシヤス ,アドマイヤドン ,-0.04650974138334809,4,-0.20161930442900797,4,,
10,6,11,クリノクーチャン,牡3,57.0,高倉,渡辺,栗東,2022105528,1130,サートゥルナーリア ,ミセスリンゼイ Mrs. Lindsay(米) ,Theatrical ,0.6637422493911155,2,0.023743020925348895,2,,
11,6,12,マーブルヴァリー,牝3,55.0,長岡,茶木,栗東,2022103635,1142,マクフィ Makfi(英) ,マーブルフレンテ ,キンシャサノキセキ ,-0.6149934250162536,7,-0.38199867194028364,7,,
12,7,13,タンテドヴィーヴル,牡3,57.0,団野,斉藤崇,栗東,2022105171,1180,ルヴァンスレーヴ ,レネットグルーヴ ,キングカメハメハ ,-0.7199553989752941,10,-0.41530301298042605,10,,
13,7,14,オルペラー,牡3,57.0,酒井,吉岡,栗東,2022103731,1034,リオンディーズ ,アースエンジェル ,キンシャサノキセキ ,0.32853734630284775,3,-0.08261719687253681,3,,
14,8,15,マイクインダム,牝3,55.0,小沢,中内田,栗東,2022105059,1185,ロードカナロア ,マニーズオンシャーロット Money'soncharlotte(米) ,Mizzen Mast ,-1.0921752369182829,11,-0.5334080367064219,11,,
15,8,16,カネトシエテルノ,牝3,55.0,田口,大橋,栗東,2022100167,1208,アジアエクスプレス ,カネトシビバーチェ ,キングカメハメハ ,-1.3665792788816316,14,-0.6204761953131491,14,,
