,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オリビアサンライズ,牝3,55.0,藤懸,平田,栗東,2022103123,1138,ゴールドドリーム ,ハニーエンパイア ,エンパイアメーカー Empire Maker(米) ,-1.9819160558586655,14,-0.9219495910510099,14,,
1,1,2,リアルサファリ,牝3,55.0,和田竜,小崎,栗東,2022104787,1018,リアルスティール ,サファリミス Safari Miss(亜) ,Not For Sale ,0.005346204333445339,9,-0.23465430286355587,9,,
2,2,3,アサガクル,牝3,55.0,菱田,小崎,栗東,2022106600,1144,エピファネイア ,レゼトワール ,ファスリエフ Fasliyev(米) ,0.8530856333329108,4,0.0585366497516919,4,,
3,2,4,グルーヴィデザイン,牝3,55.0,小崎,小林,栗東,2022105306,1152,ルーラーシップ ,クールデザイン ,ディープインパクト ,-3.394207962123274,16,-1.4103911984647735,16,,
4,3,5,アイムアクイーン,牝3,55.0,田中健,荒川,栗東,2022100181,1114,キンシャサノキセキ ,ダイワエターナル ,ロードカナロア ,-1.87079412151802,13,-0.8835180345239825,13,,
5,3,6,サッカレッロ,牝3,55.0,バデル,坂口,栗東,2022105008,5644,ルーラーシップ ,ブリガアルタ ,コンデュイット Conduit(愛) ,0.20228335983362125,7,-0.16654352465593972,7,,
6,4,7,ラテライト,牝3,54.0,☆吉村,松下,栗東,2022105794,1216,ブリックスアンドモルタル Bricks and Mortar(米) ,サルサドゥーラ ,ゴールドアリュール ,-0.09472059473268438,11,-0.2692624373206069,11,,
7,4,8,ハイラブソング,牝3,55.0,城戸,荒川,栗東,2022103938,1147,ホッコータルマエ ,オウルインザダスク ,ゴールドアリュール ,-2.5735524310270543,15,-1.126567220600433,15,,
8,5,9,スーパーチャンド,牝3,55.0,団野,西村,栗東,2022102286,1180,シュヴァルグラン ,グレイスフルアート ,ダイワメジャー ,0.3505436902888531,6,-0.11526764195631801,6,,
9,5,10,エリタージュソング,牝3,52.0,▲田山,吉岡,栗東,2022103534,1220,ブリックスアンドモルタル Bricks and Mortar(米) ,デスティニーソング ,メイショウボーラー ,1.3006393335781212,2,0.2133232401032126,2,,
10,6,11,モダンレディ,牝3,53.0,◇永島,昆,栗東,2022107281,1187,ノーブルミッション Noble Mission(英) ,アドルナメンテ ,ワークフォース Workforce(英) ,-0.03764920983431964,10,-0.2495242806028384,10,,
11,6,12,アンアルモニー,牝3,55.0,岩田康,辻野,栗東,2022101401,5203,ドゥラメンテ ,ガリレオズソング Galileo's Song(愛) ,Galileo (愛) ,3.4039771102012395,1,0.9407632827677354,1,,
12,7,13,ウィッティングハム,牝3,55.0,国分優,石坂,栗東,2022101494,1125,サートゥルナーリア ,ピンクブロッサム ,ハービンジャー Harbinger(英) ,0.9439703395949569,3,0.08996915447613958,3,,
13,7,14,タマモマサユメ,牝3,55.0,田口,大橋,栗東,2022107127,1208,ルヴァンスレーヴ ,チャームドリーム ,フレンチデピュティ French Deputy(米) ,-1.6406967600044198,12,-0.8039387884624312,12,,
14,8,15,キュアフローラ,牝3,55.0,松若,東田,栗東,2022102191,1154,マジェスティックウォリアー Majestic Warrior(米) ,キュアロージズ ,ロージズインメイ Roses in May(米) ,0.7481250796094697,5,0.02223600868145215,5,,
15,8,16,パドメ,牝3,55.0,秋山稔,高橋康,栗東,2022107339,1181,エピファネイア ,エリドゥバビロン ,Bernstein ,0.17047125044463504,8,-0.17754575286120963,8,,
